index, checksum,uptime mp,uptime nav,missiontime,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,state,battstate,pyros fired,pyros cont,pyros state, checksum2
10684, 101,13808,13797,-7140,1,1,-0.644718,9.865020,1.379109,0.155634,-0.036222,0.179515,11.341324,2.965941,-4.692398,0.577048,0.134103,-2.149967,172.106738,160.741371,178.098221,0.983246,-0.070618,0.165727,-0.027834,1388.949951,86256.101562,6.288438,2.335531,5.374756,4.563721,4.233976,15.500000,20.809402,0,2.880000,0,0,0, 202
10685, 101,13858,13849,-7090,1,1,-0.687858,9.769452,1.421607,0.129453,-0.101919,0.093906,10.860798,2.965941,-5.172924,1.033653,-0.902681,-1.045359,172.105454,160.836215,178.061529,0.983375,-0.070677,0.164890,-0.028097,1388.936768,86258.070312,3.524985,2.342911,5.374756,4.550537,4.342811,15.625000,20.809402,0,2.880000,0,0,0, 202
10686, 101,13908,13902,-7040,1,1,-0.852740,9.714392,1.326184,-0.154255,0.057735,0.039132,9.899747,2.004889,-6.133976,-1.313514,0.503720,-0.356872,171.150006,160.902004,178.642846,0.982984,-0.078038,0.164484,-0.024442,1388.837402,86256.101562,-0.733054,1.687170,5.374756,4.451172,4.276401,15.625000,20.809402,0,2.880000,0,0,0, 202
10687, 101,13958,13954,-6990,1,1,-0.614234,9.757310,1.997535,0.286809,-0.474994,0.162164,10.860798,1.043838,-5.653450,-1.173341,0.336437,2.213992,171.077196,160.903261,178.672790,0.982942,-0.078620,0.164478,-0.024289,1388.979492,86257.976562,0.521773,1.689617,5.374756,4.593262,4.355159,15.625000,20.813950,0,2.880000,0,0,0, 202
10688, 101,14007,14008,-6941,1,1,-0.852263,9.617366,1.633703,0.027465,-0.031589,-0.008793,9.899747,2.965941,-4.692398,-0.389040,3.309404,-1.341119,170.060413,160.702084,178.159542,0.981787,-0.088076,0.165588,-0.030292,1389.070068,86254.929688,2.225218,1.858069,5.374756,4.683838,4.419483,15.625000,20.818497,0,2.870000,0,0,0, 202
10689, 101,14058,14043,-6890,1,1,-0.546099,9.572551,1.860260,0.388080,-0.156399,-0.043057,10.860798,2.485415,-5.172924,1.769729,1.212181,-0.206153,170.079825,160.701702,178.170471,0.981804,-0.087894,0.165605,-0.030171,1389.189209,86251.976562,2.505383,1.855360,5.374756,4.802979,4.477759,15.625000,20.818497,0,2.880000,0,0,0, 202
10690, 101,14108,14096,-6840,1,1,-0.788127,9.720290,1.567565,0.060865,0.060971,0.075995,9.899747,3.446467,-4.692398,0.154768,0.393506,-2.151945,170.090753,160.693205,178.213255,0.982130,-0.085470,0.165551,-0.026611,1389.283569,86252.960938,3.647308,2.438112,5.374756,4.897339,4.580859,15.625000,20.818497,0,2.880000,0,0,0, 202
10691, 101,14157,14147,-6791,1,1,-0.743855,9.685388,1.478915,0.001640,0.095021,0.024386,10.380273,2.485415,-5.172924,-0.189968,-0.663419,1.417138,170.280263,160.831626,178.631672,0.982259,-0.085511,0.164889,-0.025836,1389.334961,86253.945312,3.402966,2.436512,5.374756,4.948730,4.694671,15.625000,20.818497,0,2.880000,0,0,0, 202
10692, 101,14207,14199,-6741,1,1,-0.987585,9.860257,1.878203,-0.098450,-0.334250,0.278991,9.419221,1.524364,-5.172924,-0.152277,-2.740578,1.533328,170.338183,160.932849,178.640374,0.980952,-0.098927,0.164012,-0.032366,1389.191406,86256.710938,0.434670,1.788347,5.374756,4.805176,4.665345,15.625000,20.827591,0,2.870000,0,0,0, 202
10693, 101,14258,14250,-6690,1,1,-0.913627,9.446760,1.696582,-0.008973,0.079526,-0.160047,9.419221,2.965941,-5.653450,0.983541,-1.847805,0.958640,168.770546,160.815479,178.099300,0.980883,-0.099208,0.164213,-0.032577,1389.367065,86252.679688,0.262134,1.784629,5.374756,4.980835,4.748705,15.625000,20.832138,0,2.870000,0,0,0, 202
