checksum,uptime mp,uptime nav,errorflag mp,errorflag nav,accel x,accel y,accel z,gyro x,gyro y,gyro z,mag x,mag y,mag z,euler x,euler y,euler z,quat w,quat x,quat y,quat z,altitude,pressure,verticalvel,imutemp,barotemp,checksum
101,7028,6902,0,0,-9.855883,-0.631217,0.060004,0.336433,-0.111957,-0.758283,5.939800,20.527258,-65.434090,0.238386,-1.843640,-76.470962,0.785350,0.011591,-0.011349,-0.618840,1978.701904,79878.148438,0.240108,0.000000,23.995878,202
101,7436,7300,0,0,-9.860786,-0.623748,0.085509,0.206718,0.081508,-1.411444,5.909245,20.481489,-65.141769,0.013057,-2.043173,-79.305094,0.769805,0.011465,-0.013654,-0.638030,1978.716553,79878.000000,0.018114,0.000000,23.995878,202
101,7751,7668,0,0,-9.854584,-0.615148,0.087677,0.088344,-3.939049,2.277758,5.829803,20.618797,-65.945633,179.094827,-177.856856,99.253796,0.761781,0.006097,-0.019363,-0.647516,1978.518188,79879.976562,-0.170773,0.000000,23.972681,202
101,8005,7878,0,0,-9.846074,-0.619378,0.084658,-0.029897,-3.687624,2.020289,5.970354,20.647402,-65.609474,178.329218,-177.878753,98.825304,0.759380,0.000971,-0.023540,-0.650221,1978.076050,79884.351562,-1.492827,0.000000,23.912371,202
101,8250,8168,0,0,-9.855450,-0.626100,0.077247,-0.513165,-3.341912,1.157887,5.793138,20.641680,-65.434090,177.558677,-177.732983,98.139006,0.755462,-0.003134,-0.028896,-0.654548,1978.294067,79882.187500,-0.920141,0.000000,23.940207,202
101,8435,8247,0,0,-9.845352,-0.618000,0.081144,0.839372,-3.608372,1.872445,5.945911,20.635960,-65.434090,177.166378,-177.569742,98.012299,0.754723,-0.004751,-0.032217,-0.655234,1978.493164,79880.218750,-0.908375,0.000000,23.963402,202
101,8686,8592,0,0,-9.860642,-0.615391,0.082185,0.534872,-3.363039,1.519463,5.823693,20.470047,-66.047935,176.404894,-177.496017,97.469074,0.751565,-0.009169,-0.037099,-0.658552,1978.132202,79883.796875,0.350604,0.000000,23.930927,202
101,9180,9092,0,0,-9.840736,-0.617031,0.076686,0.583287,-3.797260,2.762600,5.884801,20.601633,-65.901779,175.151144,-177.356872,96.871528,0.747991,-0.016354,-0.045299,-0.661959,1978.546875,79879.687500,0.624275,0.000000,23.972681,202
