checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,  imutemp, barotemp, state,checksum2
101,421713,421615,0,0,-0.137865,-0.109572,-9.886255,1.639348,1.981086,-0.063866,-3.825433,28.479574,-42.107571,-1389.000000,1462.000000,-2881.000000,83.767311,-1.252330,109.894431,0.433538,0.376751,-0.551170,0.605241,1213.622559,87480.703125,0.827897,1729.280151,32.125000,34.638996,1,202
101,421875,421695,0,0,-0.152918,-0.084264,-9.890343,0.818957,2.086114,0.269933,-3.776546,28.479574,-42.107571,-1381.000000,1462.000000,-2881.000000,83.687706,-1.184533,109.930337,0.433290,0.376641,-0.550617,0.605990,1213.361694,87483.476562,0.398652,1729.280151,32.125000,34.606575,1,202
101,422093,421827,0,0,-0.154198,-0.100950,-9.881287,0.567532,1.828494,-0.121221,-3.648217,28.416643,-42.136803,-1360.000000,1451.000000,-2883.000000,83.558028,-1.139388,109.908030,0.433621,0.376499,-0.549691,0.606681,1213.218018,87485.015625,-0.162077,1729.280151,32.125000,34.588047,1,202
101,422259,422157,0,0,-0.109224,-0.187923,-9.947680,-0.955473,1.313009,-0.252768,-3.672661,28.742744,-41.347561,-1364.000000,1508.000000,-2829.000000,83.687747,-1.118738,109.921533,0.433025,0.377036,-0.550346,0.606180,1213.306885,87484.062500,0.621158,1729.280151,32.125000,34.606575,1,202
101,422423,422259,0,0,-0.151690,-0.101200,-9.896346,2.338617,2.521556,-0.550890,-3.666550,28.565392,-41.522945,-1363.000000,1477.000000,-2841.000000,83.416752,-0.856830,109.833014,0.433149,0.377838,-0.547651,0.608030,1213.390625,87483.171875,0.014322,1729.280151,32.125000,34.588047,1,202
101,422589,422393,0,0,-0.149798,-0.096400,-9.883064,0.159428,1.426857,-0.086777,-3.666550,28.462410,-40.865246,-1353.000000,1452.000000,-2796.000000,83.450131,-0.850485,109.824408,0.433054,0.378040,-0.547776,0.607860,1213.256470,87484.601562,0.211255,1729.280151,32.125000,34.560257,1,202
101,422755,422663,0,0,-0.133350,-0.092480,-9.891438,0.625535,1.575652,0.382427,-3.862099,28.605440,-41.727562,-1395.000000,1484.000000,-2855.000000,83.576531,-0.734969,109.951525,0.431416,0.378527,-0.548438,0.608124,1213.148926,87485.750000,0.476498,1729.280151,32.125000,34.588047,1,202
101,422925,422741,0,0,-0.138283,-0.100406,-9.876194,0.053082,1.124995,0.127228,-3.623773,28.325104,-42.385269,-1356.000000,1435.000000,-2900.000000,83.643296,-0.732763,109.972391,0.431074,0.378690,-0.548853,0.607891,1213.607910,87480.851562,0.370546,1729.280151,32.125000,34.638996,1,202
101,423095,422878,0,0,-0.144116,-0.090249,-9.872621,-1.006144,1.201953,0.029347,-3.623773,28.719862,-42.151417,-1356.000000,1504.000000,-2884.000000,83.749710,-0.864543,109.980457,0.431305,0.378347,-0.549931,0.606966,1213.355469,87483.546875,-0.111458,1729.280151,32.125000,34.606575,1,202
101,423263,423164,0,0,-0.136585,-0.186325,-9.932757,-1.007503,0.979764,0.060843,-3.727659,28.456692,-42.487576,-1373.000000,1458.000000,-2907.000000,83.963515,-0.998061,109.923835,0.431532,0.378710,-0.551367,0.605273,1213.511719,87481.882812,0.593951,1729.280151,32.125000,34.638996,1,202
101,423494,423250,0,0,-0.159124,-0.111318,-9.893661,0.758972,1.859691,-0.050677,-3.507666,28.622601,-41.318329,-1337.000000,1487.000000,-2827.000000,83.783834,-0.925555,109.913467,0.431836,0.378471,-0.550115,0.606343,1213.251343,87484.656250,0.446239,1729.280151,32.125000,34.606575,1,202
101,423671,423573,0,0,-0.129961,-0.097994,-9.876745,0.075756,1.646982,0.383171,-3.678771,28.565392,-41.347561,-1365.000000,1477.000000,-2829.000000,83.738809,-0.898437,109.861516,0.432131,0.378695,-0.549605,0.606455,1213.223145,87484.960938,0.217496,1729.280151,32.125000,34.583416,1,202
101,423844,423653,0,0,-0.159877,-0.091914,-9.880034,-0.143798,1.692656,0.431411,-3.739881,28.582554,-41.639870,-1375.000000,1480.000000,-2849.000000,83.740052,-0.942724,109.923794,0.432008,0.378164,-0.549981,0.606534,1213.652588,87480.375000,0.941465,1729.280151,32.125000,34.648262,1,202
101,424019,423792,0,0,-0.158244,-0.094801,-9.879392,-0.214660,1.059212,-0.440536,-3.984317,28.628323,-42.166035,-1415.000000,1488.000000,-2885.000000,83.825894,-0.964265,109.867547,0.432124,0.378643,-0.550329,0.605837,1213.212891,87485.062500,-0.222217,1729.280151,32.125000,34.615837,1,202
101,424193,424095,0,0,-0.142920,-0.179930,-9.930939,0.737148,1.991176,0.067125,-3.568776,28.536785,-41.990646,-1347.000000,1472.000000,-2873.000000,83.852969,-0.911978,109.843225,0.431915,0.379141,-0.550199,0.605793,1213.476074,87482.265625,0.801834,1729.280151,32.000000,34.634365,1,202
101,424372,424174,0,0,-0.141351,-0.108046,-9.887125,-0.041954,1.351199,-0.063668,-3.654328,28.531065,-42.282955,-1361.000000,1471.000000,-2893.000000,83.883493,-0.926431,109.837433,0.431913,0.379207,-0.550394,0.605575,1213.211792,87485.078125,0.153597,1729.280151,32.000000,34.611206,1,202
101,424547,424314,0,0,-0.149000,-0.103027,-9.880988,-0.618456,2.028404,0.597463,-3.446557,28.571114,-42.224495,-1327.000000,1478.000000,-2889.000000,83.866718,-1.036854,109.919143,0.432060,0.378161,-0.550983,0.605589,1213.311890,87484.007812,-0.315345,1729.280151,32.000000,34.601944,1,202
101,424723,424625,0,0,-0.158567,-0.184046,-9.934134,-0.699453,2.051384,0.070302,-3.648217,28.656929,-42.326805,-1360.000000,1493.000000,-2896.000000,83.759805,-1.049024,109.975055,0.432175,0.377424,-0.550647,0.606272,1213.171631,87485.507812,0.079820,1729.280151,32.000000,34.634365,1,202
101,424964,424704,0,0,-0.149442,-0.101688,-9.894692,-0.430387,1.600038,-0.004677,-3.623773,28.553947,-42.253727,-1356.000000,1475.000000,-2891.000000,83.711987,-1.169930,109.975929,0.432900,0.376592,-0.550842,0.606095,1213.144409,87485.796875,-0.476622,1729.280151,32.000000,34.615837,1,202
101,425147,425052,0,0,-0.142591,-0.100829,-9.889305,0.822617,1.359429,-0.201674,-3.611552,28.382318,-41.961414,-1354.000000,1445.000000,-2871.000000,83.672686,-1.069418,109.923207,0.432833,0.377235,-0.550090,0.606426,1213.010376,87487.226562,-0.308874,1729.280151,32.000000,34.588047,1,202
101,425328,425147,0,0,-0.168749,-0.104812,-9.873133,0.540978,1.391892,-0.143386,-3.666550,28.571114,-41.976032,-1363.000000,1478.000000,-2872.000000,83.658773,-1.005177,109.903249,0.432680,0.377622,-0.549714,0.606635,1213.390015,87483.179688,0.283128,1729.280151,32.125000,34.666786,1,202
101,425511,425429,0,0,-0.156726,-0.100190,-9.874321,-0.753346,1.867409,0.112270,-3.568776,28.393759,-42.224495,-1347.000000,1447.000000,-2889.000000,83.777365,-1.183666,109.875423,0.433281,0.377248,-0.550907,0.605354,1213.187988,87485.335938,0.166128,1729.280151,32.125000,34.620468,1,202
101,425697,425509,0,0,-0.155190,-0.099024,-9.882512,0.843167,1.825251,-0.385168,-3.678771,28.536785,-41.917568,-1365.000000,1472.000000,-2868.000000,83.706960,-1.099072,109.821471,0.433398,0.377694,-0.550046,0.605776,1213.643555,87480.476562,1.098736,1729.280151,32.125000,34.680683,1,202
101,425883,425798,0,0,-0.176816,-0.089587,-9.875563,0.155733,1.190773,0.040629,-3.617663,28.365152,-42.282955,-1341.000000,1446.000000,-2865.000000,83.856322,-1.073649,109.820788,0.432789,0.378398,-0.550739,0.605143,1213.175537,87485.468750,-0.466499,1729.280151,32.125000,34.625103,1,202
101,426097,425877,0,0,-0.142130,-0.094281,-9.884541,0.703581,1.896272,-0.038350,-3.501556,28.376596,-42.166035,-1336.000000,1444.000000,-2885.000000,83.778889,-1.015205,109.816109,0.432792,0.378440,-0.550099,0.605696,1213.440918,87482.632812,0.220106,1729.280151,32.125000,34.694576,1,202
101,426280,426180,0,0,-0.166231,-0.189257,-9.924354,0.367008,1.658115,-0.820816,-3.599330,28.479574,-41.932182,-1352.000000,1462.000000,-2869.000000,83.806647,-0.963665,109.675045,0.433202,0.379497,-0.549588,0.605205,1213.631104,87480.609375,-0.468394,1729.280151,32.125000,34.703842,1,202
101,426576,426260,0,0,-0.156053,-0.118334,-9.893732,-0.026198,1.522134,0.578254,-3.367116,28.388037,-42.443729,-1314.000000,1446.000000,-2904.000000,83.675049,-1.033593,109.816369,0.433221,0.377948,-0.549618,0.606133,1213.091797,87486.359375,-0.513601,1729.280151,32.125000,34.643627,1,202
101,426730,426636,0,0,-0.165472,-0.095400,-9.883524,1.328568,2.047050,0.314668,-3.642107,28.353710,-41.610641,-1359.000000,1440.000000,-2847.000000,83.672775,-0.860654,109.868135,0.432136,0.378616,-0.549138,0.606925,1213.109863,87486.164062,-0.026679,1729.280151,32.125000,34.676052,1,202
101,426889,426716,0,0,-0.150708,-0.101145,-9.883781,0.038916,1.791145,-0.427414,-3.660439,28.245010,-41.888336,-1362.000000,1421.000000,-2866.000000,83.663540,-0.882863,109.814129,0.432557,0.378722,-0.548993,0.606690,1213.081055,87486.476562,0.389938,1729.280151,32.125000,34.671417,1,202
101,427047,426848,0,0,-0.146371,-0.090506,-9.887991,0.078721,2.501558,0.400407,-3.428224,28.193521,-42.063725,-1323.000000,1397.000000,-2866.000000,83.566285,-0.932755,109.868108,0.432829,0.377829,-0.548840,0.607191,1213.179565,87485.421875,0.076336,1729.280151,32.125000,34.657524,1,202
101,427208,427110,0,0,-0.114750,-0.086373,-9.892787,-1.277773,1.870895,0.460121,-3.471001,28.525343,-42.546040,-1331.000000,1470.000000,-2911.000000,83.738891,-1.056395,109.994432,0.432176,0.377212,-0.550627,0.606421,1213.520752,87481.789062,1.990355,1729.280151,32.125000,34.722366,1,202
101,427369,427189,0,0,-0.156719,-0.110283,-9.880028,-0.315063,1.581185,-0.467864,-3.611552,28.302221,-41.800644,-1354.000000,1431.000000,-2860.000000,83.771246,-1.103471,109.936751,0.432598,0.377360,-0.550782,0.605888,1213.228760,87484.898438,0.563100,1729.280151,32.125000,34.699211,1,202
101,427528,427320,0,0,-0.149073,-0.103333,-9.882513,-0.318061,1.383131,-0.447176,-3.678771,28.445248,-41.844490,-1365.000000,1456.000000,-2863.000000,83.825409,-1.142399,109.882000,0.432893,0.377619,-0.551031,0.605289,1213.262085,87484.539062,0.657604,1729.280151,32.125000,34.676052,1,202
