{uptime mp, euler x, euler y, euler z},
{654275,89.405366,-6.103352,-171.193746},
{654435,89.399369,-6.054257,-171.222597},
{654592,89.352234,-6.040656,-171.259535},
{654757,89.227433,-5.905686,-171.286050},
{654918,89.092742,-5.959656,-171.301445},
{655082,89.211327,-5.983417,-171.277020},
{655303,89.347774,-6.175526,-171.212311},
{655463,89.495627,-6.205235,-171.298467},
{655628,89.417223,-6.278672,-171.433322},
{655791,89.338451,-6.240902,-171.515093},
{655957,89.390681,-6.066403,-171.584092},
{656126,89.519909,-5.990304,-171.624759},
{658196,89.360348,-4.645698,-172.126723},
{660266,89.612990,-4.002983,-172.547558},
{662396,89.394677,-3.951606,-172.830588},
{664462,89.425044,-3.836936,-173.335106},
{666530,89.241332,-3.417400,-173.854187},
{668601,89.328554,-3.218652,-174.394100},
{670674,89.134447,-3.363018,-174.465516},
{672750,89.075680,-3.445613,-174.596875},
{674825,88.948515,-3.493950,-174.746073},
{676901,88.989483,-3.284677,-174.571712},
{679035,89.044691,-3.191169,-176.076567},
{681115,88.735304,-3.182011,-176.063644},
{683193,89.191240,-3.480432,-176.180085},
{685277,89.078603,-3.434591,-176.896709},
{687360,88.789208,-3.278105,-177.548350},
{689445,88.568429,-3.350776,-177.873576},
{691532,89.039227,-3.511076,-178.267992},
{693616,89.015287,-3.047502,-178.562032},
{695756,89.207120,-2.943859,-179.213768},
{697885,89.076670,-3.186796,-179.576356},
{699943,89.127774,-3.110858,179.881365},
{701889,88.749750,-3.071813,179.367598},
{702047,88.774817,-3.146361,179.345454},
{702207,88.838379,-3.327888,179.352640},
{702371,89.069539,-3.450539,179.252318},
{702531,89.068303,-3.529704,179.177227},
{702750,88.997283,-3.734100,179.155179},
{702913,88.906141,-3.779655,179.102873},
{703079,88.757092,-3.881786,179.154441},
{703247,88.818967,-3.914018,179.137407},
{703415,89.045251,-3.881787,179.054283},
{703587,89.057505,-4.010952,179.043150},
{703760,89.035184,-3.999213,178.903063},
{703930,89.024692,-4.101521,178.957513},
{704164,89.019344,-4.219175,178.890946},
{704335,88.974204,-4.292197,178.825950},
{704508,89.078992,-4.372197,178.933034},
{704684,89.076452,-4.383841,178.956325},
{704858,89.243409,-4.504735,178.945137},
{705036,89.240397,-4.593169,178.900686},
{705218,89.287504,-4.751922,178.858544},
{705394,89.007754,-4.864023,178.696218},
{705634,89.008437,-4.962987,178.629473},
{705846,88.754196,-4.971851,178.646548},
{706029,88.643022,-4.880591,178.587549},
{706214,88.536027,-5.022835,178.564627},
{706397,88.612224,-4.943564,178.554081},
{706610,88.651778,-4.873844,178.536651},
{706797,88.513610,-4.879757,178.507513},
{706984,88.647687,-4.993738,178.473089},
{707276,88.762693,-5.089939,178.494850},
{707431,88.607545,-5.356587,178.554395},
{707589,88.454665,-5.343998,178.560720},
{707748,88.511991,-5.315934,178.523960},
{707909,88.733761,-5.267819,178.576129},
{708070,88.841056,-5.270431,178.550912},
{708233,88.928127,-5.326423,178.572154},
{708398,88.945305,-5.264883,178.611755},
{708621,89.099073,-5.439527,178.686710},
{708786,89.164158,-5.482522,178.650783},
{708949,89.138661,-5.474543,178.661643},
{709114,88.960639,-5.656207,178.493962},
{709284,89.070434,-5.648161,178.390894},
{709453,89.086014,-5.585440,178.344627},
{709622,88.988055,-5.395303,178.334791},
{709793,88.950155,-5.479267,178.385977},
{710025,89.168243,-5.533973,178.229087},
{710198,89.196349,-5.597365,178.212258},
{710398,89.323213,-5.517807,178.048456},
{710574,89.234789,-5.567186,177.989785},
{710754,89.020950,-5.631523,177.837171},
{710930,88.782583,-5.755368,177.684885},
{711110,88.794891,-5.803860,177.631869},
{711287,88.683067,-5.942325,177.547475},
{711519,88.522209,-6.112815,177.486263},
{711695,88.261603,-6.439136,177.399574},
{711881,88.147198,-6.520044,177.426485},
{712062,88.109235,-6.385336,177.471688},
{712248,88.043611,-6.372746,177.494528},
{712433,88.291888,-6.311818,177.488326},
{712620,88.367362,-6.352852,177.466428},
{712856,88.500359,-6.462125,177.373497},
{713069,88.754722,-6.714801,177.289253},
{713228,88.786339,-6.667004,177.287423},
{715287,88.810709,-4.825065,176.936296},
{717346,88.464781,-3.936747,176.494369},
{719406,88.305344,-3.800142,176.298261},
{721468,88.772652,-3.455413,175.818577},
{723529,88.574603,-3.164000,174.831683},
{725597,88.450547,-3.371755,170.952286},
{727719,88.142915,-3.419740,170.958037},
{729779,87.892309,-2.701627,156.622426},
{731846,88.073889,-2.294606,162.022851},
{733913,87.948671,-3.120125,166.347809},
{735983,87.566700,-4.148840,162.183047},
{738057,87.426585,-4.050012,166.231218},
{740145,87.946397,-3.918731,166.098043},
{742233,88.078998,-3.892880,164.433403},
{744360,88.348449,-3.224249,165.411404},
{746432,88.375599,-3.326275,165.143264},
{748504,88.219297,-3.571005,164.720831},
{750585,88.270817,-3.195839,164.116837},
{752673,87.843766,-3.237608,163.926302},
{754761,88.043522,-3.024264,163.634640},
{756849,88.251734,-3.188544,163.181839},
{758937,87.996510,-3.218876,162.550415},
{761080,88.242868,-3.167582,162.068013},
{763155,88.281991,-3.604400,161.615881},
{765235,87.780396,-3.321663,161.615021},
{767317,87.698434,-3.178098,161.336718},
{769398,87.863745,-3.062618,160.657770},
{771486,87.644810,-3.056234,160.339005},
{773623,88.025859,-3.050623,159.889483},
{775682,88.042627,-2.942512,154.051024},
{777795,88.731752,-2.526281,153.161023},
{779852,166.491940,136.738734,25.379835},
{781912,117.191826,-178.326595,44.052265},
{783971,108.498764,176.633432,50.105902},
{786036,104.080526,175.614013,53.956353},
{788100,103.649569,174.080758,58.271062},
{790166,112.582855,-176.696639,36.741480},
{792232,110.493282,-173.942242,42.549203},
{794353,108.352912,-170.499827,33.663390},
{796417,156.678420,-166.295831,45.707482},
{798482,79.004095,11.682178,-79.152644},
{800551,92.831567,0.926599,-120.919333},
{802620,96.803199,6.082415,-119.641733},
{804694,93.928652,-0.029664,-121.052003},
{806763,92.323851,-1.702841,-120.145992},
{808833,92.805776,-2.427638,-119.422019},
{810958,92.943828,-2.356023,-120.553836},
{813027,93.049887,-2.932750,-120.736776},
{815101,93.028946,-2.728212,-120.859378},
{817175,93.006590,-2.646618,-121.133132},
{819256,92.660593,-2.632974,-121.365905},
{821336,92.784268,-2.621704,-121.808173},
{823415,92.599777,-2.884649,-122.126678},
{825498,92.515991,-2.816354,-122.399421},
{827636,92.647350,-2.912172,-122.714935},
{829714,92.795838,-3.015905,-122.919745},
{831799,92.731627,-3.094454,-123.583653},
{833885,92.753655,-2.991526,-123.729614},
{835191,92.904984,-3.123865,-124.184368},
{835427,93.058452,-3.142440,-124.223505},
{835587,93.421620,-3.037130,-124.340343},
{835748,93.511095,-3.127434,-124.414956},
{835968,93.711896,-3.089797,-124.597445},
{836132,93.752836,-3.102486,-124.684666},
{836290,93.767371,-3.286817,-124.690144},
{836455,93.767794,-3.322811,-124.588620},
{836619,93.816282,-3.464471,-124.590655},
{836785,93.843111,-3.624601,-124.632087},
{836949,93.893094,-3.737773,-124.679940},
{837117,93.846205,-3.774638,-124.657933},
{837338,94.049007,-3.816688,-124.691551},
{837502,94.155087,-3.805211,-124.712069},
{837666,94.195774,-3.774842,-124.709473},
{837834,94.207290,-3.782227,-124.821529},
{838006,94.235908,-3.880618,-124.892796},
{838179,94.368414,-3.958454,-124.860557},
{838348,94.445199,-3.844631,-124.857811},
{838525,94.543267,-3.912388,-124.943380},
{838757,94.626991,-3.987413,-125.001177},
{838931,94.732012,-4.096290,-124.945415},
{839105,94.783689,-4.070260,-124.999647},
{839284,94.865057,-3.988329,-125.048046},
{839458,94.875378,-3.859331,-125.153927},
{839639,94.984627,-3.595685,-125.211479},
{839826,95.054220,-3.551016,-125.223896},
{840006,94.972763,-3.782303,-125.410879},
{840245,95.091724,-3.943069,-125.427080},
{840452,95.079546,-4.026287,-125.556704},
{840637,95.079081,-4.066982,-125.584940},
{840823,95.030539,-4.152588,-125.625798},
{841059,95.192702,-4.005625,-125.592248},
{841214,95.350438,-4.035834,-125.533864},
{841373,95.457105,-4.070699,-125.618572},
{841531,95.528802,-4.079155,-125.705342},
{841752,95.746254,-4.023129,-125.857464},
{841929,95.757845,-4.067864,-125.851372},
{842090,95.574297,-4.070986,-125.909579},
{842251,95.558445,-4.052385,-125.930807},
{842415,95.651130,-3.969842,-125.974274},
{842580,95.685923,-3.917861,-125.957431},
{842750,95.729917,-3.898046,-126.024449},
{842918,95.665699,-3.931144,-126.184084},
{843141,95.705915,-4.025934,-126.249982},
{843309,95.789250,-3.846583,-126.247905},
{843478,95.652790,-3.904090,-126.264257},
{843648,95.375211,-4.153619,-126.442156},
{843847,95.320344,-4.050186,-126.455789},
{844022,95.405086,-4.179814,-126.527615},
{844200,95.475711,-4.290729,-126.638947},
{844375,95.391487,-4.311471,-126.733600},
{844608,95.422544,-4.393142,-126.804183},
{844794,95.208384,-4.423246,-126.904450},
{844972,95.069745,-4.526215,-126.981017},
{845147,94.833113,-4.690571,-126.964966},
{845328,94.786886,-4.952837,-126.885818},
{845509,94.696372,-5.050949,-126.756481},
{845693,94.828673,-5.054672,-126.761303},
{845877,94.840974,-5.070441,-126.750935},
{846115,94.828482,-5.164509,-126.907879},
{846300,94.932881,-5.064957,-126.995210},
{846496,94.817321,-5.080830,-127.092977},
{846728,94.884421,-5.235486,-127.192998},
{846883,94.915157,-5.214036,-127.169817},
{847043,94.866143,-5.191339,-127.223297},
{847203,94.848296,-5.150990,-127.271737},
{847367,95.029617,-5.171008,-127.221098},
{847588,95.131455,-5.294025,-127.227464},
{847749,95.049582,-5.248328,-127.298347},
{847911,94.980119,-5.301700,-127.325176},
{848076,94.898860,-5.447078,-127.383288},
{848239,94.765583,-5.350246,-127.448557},
{848404,94.792029,-5.376471,-127.461302},
{848570,94.811058,-5.302250,-127.576363},
{848739,94.920204,-5.142617,-127.629065},
{848968,95.051706,-5.200045,-127.509796},
{849136,95.045306,-5.273146,-127.561747},
{849306,95.011592,-5.174548,-127.616197},
{849475,94.995384,-5.347105,-127.603548},
{849649,95.068044,-5.381249,-127.554111},
{849825,95.087728,-5.404545,-127.602714},
{849998,94.854600,-5.546370,-127.584382},
{850193,94.948946,-5.417357,-127.611730},
{850425,94.953625,-5.398397,-127.824531},
{850602,94.936583,-5.310058,-127.909786},
{850781,95.024337,-5.230779,-127.877711},
{850957,95.107249,-5.123184,-127.918774},
{851138,95.053892,-5.220812,-128.045065},
{851322,95.095720,-5.260751,-128.112410},
{851504,95.243511,-5.233387,-128.226734},
{851719,95.395428,-5.186884,-128.289135},
{851962,95.500210,-5.349151,-128.358830},
{852146,95.512921,-5.273607,-128.372108},
{852380,95.527681,-5.439387,-128.441530},
{852545,95.378223,-5.481948,-128.518520},
{852703,95.324360,-5.567005,-128.577246},
{852864,95.350991,-5.616467,-128.608678},
{853023,95.274561,-5.706203,-128.746061},
{853187,95.259542,-5.812789,-128.788203},
{853409,95.377547,-5.845889,-128.782411},
{853572,95.280777,-5.809346,-128.839019},
{853736,95.247534,-5.837993,-128.765158},
{853904,95.195017,-5.897539,-128.717797},
{854073,95.110002,-5.851260,-128.709628},
{854244,95.208746,-5.787150,-128.804964},
{854414,95.276563,-5.831454,-128.832859},
{854581,95.108677,-5.806162,-128.976019},
{854810,95.155771,-5.788484,-129.085343},
{854981,95.083302,-5.673705,-129.273283},
{855153,95.153756,-5.671327,-129.290017},
{855328,94.982578,-5.648673,-129.425897},
{855508,94.952996,-5.681867,-129.514675},
{855683,95.004052,-5.513584,-129.612197},
{855859,94.970242,-5.290116,-129.668519},
{856039,94.959806,-5.288569,-129.783771},
{856271,94.951480,-5.267535,-129.863493},
{856446,94.921980,-5.173442,-129.947750},
{856627,94.950387,-5.212176,-130.046829},
{856809,94.835080,-5.272103,-130.076076},
{856992,94.894659,-5.182343,-130.224332},
{857206,94.816611,-5.179145,-130.259070},
{857390,94.801871,-5.259309,-130.131810},
{857577,94.807185,-5.336023,-130.117112},
{857815,94.890234,-5.308536,-130.177381},
{858048,95.078077,-5.528618,-130.301377},
{858212,95.310406,-5.282587,-130.411793},
{858370,95.236469,-5.156167,-130.440904},
{858527,95.095235,-5.158654,-130.560459},
{858687,94.884530,-5.262459,-130.663459},
{858850,94.905813,-5.217800,-130.720723},
{859015,94.934063,-5.235298,-130.723551},
{859235,94.884052,-5.102338,-130.894469},
{859409,94.804002,-5.162018,-130.868583},
{859574,94.746697,-5.171408,-130.989081},
{859740,94.668444,-5.159397,-130.993753},
{859909,94.637400,-5.213678,-131.043012},
{860076,94.328375,-5.223768,-131.201732},
{860248,94.237705,-5.410660,-131.209450},
{860418,94.286438,-5.331223,-131.268408},
{860648,94.348654,-5.332300,-131.350439},
{860818,94.275605,-5.498839,-131.482917},
{860993,94.266268,-5.530103,-131.487985},
{861169,94.276889,-5.654376,-131.535701},
{861343,94.304798,-5.504882,-131.473833},
{861523,94.342732,-5.509163,-131.552107},
{861703,94.158918,-5.429241,-131.558268},
{861885,94.202078,-5.488802,-131.591709},
{862120,94.136666,-5.535127,-131.653713},
{862299,94.181055,-5.482043,-131.651623},
{862502,94.227104,-5.315594,-131.703573},
{862684,94.178439,-5.401904,-131.755715},
{862868,94.214680,-5.377364,-131.769772},
{863049,94.252287,-5.289122,-131.825547},
{863237,94.264984,-5.356894,-131.893330},
{863422,94.337664,-5.480670,-132.026027},
{863713,94.375340,-5.466721,-132.117893},
{863878,94.263960,-5.432453,-132.093140},
{864033,94.164499,-5.513397,-132.106500},
{864193,94.090746,-5.547742,-132.172862},
{864357,93.972249,-5.469463,-132.261696},
{864519,93.889051,-5.442983,-132.235194},
{864683,93.818898,-5.376308,-132.330626},
{864848,93.826035,-5.193596,-132.389488},
{865079,93.874714,-5.422868,-132.422137},
{865245,93.829348,-5.397654,-132.560120},
{865409,93.844866,-5.329694,-132.690153},
{865575,93.876558,-5.508467,-132.710685},
{865742,93.853582,-5.625798,-132.688173},
{865913,93.829710,-5.666579,-132.743975},
{866082,93.755432,-5.775187,-132.837371},
{866256,93.883723,-5.760625,-132.968251},
{866483,94.019337,-5.921222,-132.926177},
{866652,94.040517,-5.791606,-132.879445},
{866826,94.087604,-5.975774,-132.827522},
{867003,94.206866,-5.896365,-132.772963},
{867177,94.324236,-5.759765,-132.781118},
{867355,94.261590,-5.717829,-132.760354},
{867535,94.352506,-5.561749,-132.770340},
{867712,94.368154,-5.581687,-132.744576},
{867949,94.555950,-5.613612,-132.750928},
{868129,94.511192,-5.445541,-132.891740},
{868312,94.552556,-5.430414,-132.989466},
{868489,94.443389,-5.346540,-133.120319},
{868673,94.507647,-5.437969,-133.098530},
{868858,94.444256,-5.350702,-133.122272},
{869040,94.393884,-5.430664,-133.403334},
{869280,94.465608,-5.440857,-133.475680},
{869491,94.489773,-5.431401,-133.653715},
{869645,94.414101,-5.577069,-133.617830},
{869807,94.419319,-5.586144,-133.674083},
{869971,94.424032,-5.531186,-133.725501},
{872045,93.319358,-4.354246,-134.461085},
{874112,92.632644,-3.985182,-134.636265},
{876200,92.054626,-3.946171,-136.026632},
{878288,92.676036,-4.219539,-135.255750},
{880409,92.632603,-3.718513,-137.541309},
{882471,92.607700,-4.040542,-138.934831},
{884552,90.027952,-6.860832,-142.083139},
{886622,152.150127,49.331127,107.751480},
{888710,24.491347,138.514406,-82.591836},
{890798,44.834427,153.189832,-17.232467},
{892886,72.333213,-168.853491,-36.396142},
{894974,71.278577,-147.975980,-54.650611},
{897107,66.673021,-140.330963,-56.165431},
{899180,175.686303,-92.286907,45.906603},
{901256,165.112993,-90.035724,31.975206},
{903332,158.752871,-85.216596,23.203601},
{905414,164.921638,-80.380535,28.864328},
{907502,168.277816,-75.485659,31.914182},
{909590,170.899516,-70.357109,34.688779},
{911678,171.990051,-65.454263,36.154947},
{913817,172.966946,-60.031332,37.659013},
{915900,174.379948,-54.706168,39.372936},
{917985,174.925530,-49.582273,40.543801},
{920069,175.056628,-43.877111,41.554273},
{922155,175.266206,-39.050319,42.220459},
{924246,175.737830,-33.888038,42.869720},
{926389,175.521163,-29.048033,43.540226},
{928446,175.895075,-24.229770,43.820653},
{930564,175.852605,-18.979528,44.570014},
{932626,175.908121,-14.144356,45.558940},
{934687,176.205289,-8.865889,46.007027},
{936748,175.746231,-3.884348,46.146165},
{938822,175.525330,-0.063621,47.733542},
{940910,177.401733,5.902433,47.891681},
{942992,146.873970,11.780533,50.566623},
{945080,77.569345,5.668128,51.856094},
{947201,97.265889,-5.397516,1.848954},
{949266,99.671086,-6.895377,8.258541},
{951334,85.748852,-4.937559,33.124150},
{953401,90.313809,-2.308103,16.699008},
{955477,90.202770,1.540165,17.344492},
{957565,90.299363,2.177904,23.205740},
{959639,90.711059,3.068546,23.675642},
{961712,90.145923,3.283475,23.534588},
{963844,90.156052,3.372136,23.335427},
{965919,90.149003,3.566121,23.116765},
{967996,90.294957,3.578685,21.517008},
{970074,90.289309,3.669774,21.714753},
{972152,90.184411,3.547012,21.416289},
{974231,90.150287,3.491084,20.914710},
{976315,90.072252,3.395017,20.357107},
{978394,90.089758,3.440125,20.119203},
{980532,90.057451,3.503407,19.685947},
{981569,90.070517,3.475253,19.565427},
{981751,89.893991,3.571200,19.537971},
{981936,89.754983,3.633557,19.507369},
{982123,89.789052,3.675867,19.520006},
{982280,89.938763,3.869035,19.489697},
{982437,89.924201,3.936416,19.506383},
{982595,89.963659,3.999916,19.504129},
{982812,89.747566,4.215361,19.619887},
{982971,89.625339,4.296676,19.619223},
{983133,89.389158,4.357015,19.578693},
{983297,89.283919,4.410297,19.617965},
{983462,89.299177,4.430508,19.551126},
{983623,89.267205,4.536741,19.477666},
{983785,89.303672,4.512083,19.439932},
{983952,89.217201,4.436981,19.473405},
{984179,89.215869,4.674207,19.473733},
{984348,89.268114,4.775928,19.495059},
{984516,89.193801,4.821637,19.500894},
{984684,89.203637,4.960004,19.464497},
{984861,89.191322,5.026300,19.458710},
{985033,89.271413,5.058015,19.453214},
{985206,89.379671,5.142509,19.466324},
{985383,89.301281,5.187330,19.496708},
{985616,89.130861,5.189015,19.633486},
{985788,89.246947,5.253309,19.617521},
{985963,89.315324,5.234681,19.610803},
{986139,89.323438,5.240709,19.692730},
{986314,89.341832,5.259652,19.912426},
{986512,89.456292,5.281480,19.980941},
{986690,89.453970,5.229359,20.042995},
{986875,89.398317,5.249841,19.999021},
{987112,89.308275,5.258610,20.008990},
{987291,89.087441,5.407941,19.984307},
{987503,89.217830,5.432878,19.935510},
{987687,89.261522,5.501582,19.991086},
{987844,89.262445,5.535771,20.026977},
{988010,89.370341,5.435571,20.018297},
{988172,89.445214,5.409653,19.962862},
{990234,89.941843,4.341687,19.782806},
{992355,90.136190,3.844194,19.551314},
{994414,90.257630,3.773954,19.515176},
{996473,90.463322,3.603521,19.499734},
{998551,90.283360,3.542367,19.080048},
{1000614,90.201240,3.630061,19.111554},
{1002679,90.054931,3.611392,18.650088},
{1004745,90.146934,3.980616,18.821573},
{1006813,90.388306,3.888092,18.294293},
{1008942,90.547763,3.666986,18.766729},
{1011009,90.651377,3.902388,18.809646},
{1013077,90.688561,3.932343,18.164234},
{1015149,90.644759,4.090854,18.306623},
{1017224,90.675631,4.021154,18.148800},
{1019299,90.555413,3.877118,18.054811},
{1021375,90.502834,3.725750,18.048099},
{1023454,90.489645,3.864063,17.907539},
{1025582,90.443828,3.862478,17.863245},
{1027657,90.628284,3.753943,17.713230},
{1029732,90.539301,4.139681,17.998144},
{1031815,90.669785,3.912749,17.893098},
{1033895,90.304834,4.135014,18.010468},
{1035978,90.565023,3.873203,17.294099},
{1038062,90.816996,3.883620,23.238447},
{9538,0.000000,3066.108419,-18649962702227.003906},
{9538,0.000000,3066.108419,-18649962702227.003906},
{11710,49.211230,-1.551134,-12.429353},
{13845,71.902446,0.040393,-13.259801},
{15899,82.807506,1.202518,-13.907699},
{17960,88.531751,1.970422,-14.556646},
{18197,88.964006,2.135830,-14.546611},
{18353,89.156829,2.172641,-14.583195},
{18510,89.234331,2.364942,-14.660812},
{18669,89.528392,2.474659,-14.766080},
{18832,89.618325,2.621379,-14.807626},
{18998,89.838790,2.725556,-14.862884},
{19165,89.952280,2.766622,-14.891499},
{19331,90.225795,2.833109,-14.976330},
{19561,90.408803,3.133159,-15.031920},
{19728,90.544246,3.178491,-14.938638},
{19896,90.557565,3.232902,-14.979650},
{20065,90.663644,3.296490,-15.010165},
{20264,90.892237,3.426423,-15.155148},
{20436,90.977840,3.473392,-15.264428},
{20610,91.032133,3.568526,-15.316165},
{20788,91.079910,3.614950,-15.360194},
{21020,91.172220,3.744600,-15.275086},
{21196,91.257796,3.855549,-15.220296},
{21372,91.304678,3.888512,-15.101902},
{21550,91.375090,4.015495,-15.072223},
{21724,91.450393,4.118094,-15.122242},
{21904,91.550674,4.153007,-15.072503},
{22081,91.734372,4.125965,-15.051036},
{22261,91.809005,4.260378,-15.078235},
{22498,91.890981,4.364905,-15.119168},
{22681,91.991494,4.517815,-15.080351},
{22870,92.031198,4.525805,-15.217704},
{23054,92.169414,4.636732,-15.225680},
{23290,92.198224,4.762326,-15.332996},
{23446,92.299201,4.814757,-15.250957},
{23605,92.304085,4.883312,-15.326328},
{23764,92.289919,4.796055,-15.321827},
{23982,92.269101,4.977838,-15.237802},
{24140,92.236384,5.051886,-15.194452},
{24299,92.131103,5.054437,-15.138506},
{24458,92.166040,5.028409,-15.118258},
{24620,92.337362,5.051458,-15.040959},
{24783,92.422992,4.910859,-15.154204},
{24952,92.501470,4.932811,-15.135474},
{25121,92.510466,4.964397,-14.928813},
{25345,92.717878,5.145443,-14.853324},
{25513,92.723902,5.269835,-14.817518},
{25680,92.853102,5.135090,-14.795843},
{25850,92.977569,5.273555,-14.804782},
{26021,92.985225,5.220994,-14.807241},
{26193,93.058575,5.218610,-14.866105},
{26368,93.294626,5.245904,-14.731456},
{26544,93.373433,5.307418,-14.673330},
{26776,93.407796,5.493476,-14.626242},
{26947,93.360408,5.529495,-14.608492},
{27124,93.410965,5.560667,-14.626618},
{27302,93.556605,5.540096,-14.583661},
{27480,93.527823,5.455210,-14.614216},
{27663,93.509238,5.508364,-14.696590},
{27845,93.577034,5.483220,-14.771290},
{28030,93.604949,5.423001,-14.898311},
{28275,93.635992,5.618197,-14.915904},
{28460,93.454364,5.513269,-14.858942},
{28648,93.396396,5.446322,-14.835097},
{28878,93.485632,5.372488,-14.735541},
{29041,93.396608,5.310762,-14.651970},
{29200,93.489444,5.378704,-14.571932},
{29360,93.480230,5.477052,-14.222030},
{29524,93.491500,5.408095,-13.965906},
{29739,93.545246,5.579527,-13.860561},
{29900,93.591377,5.585523,-13.847794},
{31960,93.236836,4.268918,-13.896651},
{34023,93.087678,3.616998,-14.156267},
{36086,93.354868,3.390338,-14.179245},
{38152,92.879918,3.076792,-14.440403},
{40217,92.775907,3.140238,-14.649161},
{42290,92.804280,2.761621,-14.821082},
{44414,92.991810,3.259032,-14.932296},
{46478,93.303239,3.148715,-14.718373},
{48548,93.184517,3.102293,-15.061026},
{50620,93.539372,3.257361,-14.795093},
{52693,92.817066,2.960871,-15.064228},
{54768,92.930113,2.895260,-15.411458},
{56841,92.699553,3.046606,-15.751980},
{58919,92.777922,3.091019,-15.690317},
{61052,92.899602,3.125241,-16.050904},
{63127,92.824456,3.184019,-16.197824},
{65205,93.025004,2.963100,-15.889088},
{67308,92.947031,3.156580,-16.841266},
{69392,92.900033,2.760837,-15.217303},
{71474,92.746674,2.933052,-15.528145},
{73559,92.818542,3.076403,-15.839157},
{75644,92.846286,2.927030,-16.026610},
{77786,92.432950,2.814025,-14.506366},
{79868,92.511921,3.520072,-16.774405},
{82003,87.458284,-13.111834,-58.172441},
{84061,131.873700,-175.848657,129.704650},
{86121,123.418650,-178.366579,132.234812},
{88181,140.856273,-167.626912,97.458665},
{90239,117.563115,-149.054986,85.901937},
{92298,109.841770,-140.196108,92.375945},
{94415,103.828875,-134.543020,89.503974},
{96476,114.556834,-139.998387,123.691324},
{98541,114.604017,-134.645855,101.662728},
{100618,114.639247,-133.772588,99.331851},
{102683,113.377548,-133.012934,97.451507},
{104765,112.830941,-132.501135,97.289665},
{106836,112.964062,-132.201071,97.099260},
{108906,112.639136,-131.855122,96.770967},
{111033,112.970175,-131.790331,97.197062},
{113102,112.642886,-131.707904,97.038034},
{115174,112.471216,-131.733531,96.790522},
{117245,111.998601,-131.634151,96.208180},
{119316,111.682226,-131.650298,95.762012},
{121392,111.619853,-131.561314,95.477602},
{123470,111.323580,-132.024183,95.113854},
{125550,110.954347,-131.967150,94.816406},
{127681,110.070083,-131.694025,93.572915},
{129761,109.666644,-131.342762,93.104720},
{131841,109.337907,-131.377650,92.805270},
{133922,109.019962,-131.076904,92.543599},
{136004,108.823205,-130.800158,91.972158},
{138092,108.277712,-130.714043,91.447060},
{140179,108.295955,-130.509014,91.194275},
{142263,107.681675,-130.738195,90.305920},
{144399,107.369973,-130.484166,90.075258},
{146530,106.943380,-130.060872,89.211286},
{148584,105.603337,-130.452051,88.845946},
{150640,103.635580,-129.983404,84.471388},
{152697,101.345561,-129.322023,82.657747},
{154757,100.109106,-129.268570,82.013988},
{156820,94.193595,-129.049731,74.607707},
{158894,87.100116,-128.935298,65.923927},
{161012,64.362362,-128.538628,62.900271},
{163074,77.303152,-174.101030,80.480536},
{165135,42.806927,-150.838608,33.782843},
{167200,47.214789,-154.964343,10.634548},
{169277,76.753841,165.304976,-19.778882},
{171342,88.214079,149.513114,4.523709},
{173428,91.983155,139.605037,2.602759},
{175516,89.223553,137.340761,10.274102},
{177638,81.548081,136.856787,19.288084},
{179705,76.608160,136.847457,23.417285},
{181780,72.821462,137.249168,28.146052},
{183868,68.746421,140.126891,28.806029},
{185943,67.967609,145.006173,40.114343},
{188021,68.231875,144.648121,35.333829},
{190097,69.192863,143.063134,33.032554},
{192179,67.281707,147.823216,57.477292},
{194321,60.554640,156.316816,59.451995},
{196401,54.521623,161.787770,62.589613},
{198481,6.962459,-165.780753,70.331961},
{200559,4.967456,-163.767569,65.384260},
{202636,117.860009,17.983364,179.744693},
{204724,92.572265,18.897595,110.258856},
{206809,85.724973,0.339267,103.649610},
{208905,86.054913,7.450444,104.209508},
{211099,85.499051,1.002257,105.541695},
{213153,87.163814,1.228495,104.471063},
{215208,86.974468,0.458496,106.319681},
{217265,86.931991,0.419987,106.414641},
{219323,87.149157,0.412007,106.104182},
{221409,87.156868,0.172217,105.591726},
{223469,87.173554,0.046755,105.965966},
{225532,87.007799,0.045538,106.443273},
{227653,86.875635,0.153984,106.195528},
{229712,87.086401,0.346822,105.347246},
{231775,86.983101,0.550717,104.768811},
{233843,86.905012,0.562340,104.410240},
{235913,87.058916,0.260936,103.676268},
{237980,86.991666,0.170128,103.495329},
{240049,86.784903,-0.144259,103.221514},
{242116,86.662451,-0.057362,103.228406},
{244245,86.601751,-0.094907,103.117258},
{246317,86.786842,0.235314,102.754165},
{248411,86.776529,0.440526,102.425913},
{250486,86.851620,0.481442,101.925383},
{252562,86.847788,0.567848,101.795323},
{254641,86.808945,0.456839,101.363941},
{256746,86.806090,0.454198,100.983466},
{258825,86.832338,0.427676,101.040805},
{260958,87.022504,0.369583,100.493734},
{263041,86.915325,0.474530,100.261310},
{265123,86.872800,0.339849,100.048577},
{267208,87.050631,0.420735,99.701146},
{269288,86.980827,0.158812,99.185548},
{271377,87.275986,0.656871,98.882308},
{273466,87.309973,0.798641,98.610358},
{275603,86.892908,0.512643,98.331911},
{277713,86.925666,0.822301,98.126814},
{279770,87.129438,0.935336,97.996207},
{281838,87.190807,0.541289,97.523791},
{283898,86.719688,0.540315,97.565339},
{285957,86.881967,0.422999,97.649480},
{288021,86.978771,0.496825,97.236260},
{290083,87.054524,0.634766,96.968920},
