index, checksum,uptime mp,uptime nav,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,state,battstate,pyros fired checksum2
51, 101,3330,1061345790,1,71749,9.149921,3.462219,0.001453,0.000000,-9.801000,2.772511,12.235185,5.931729,14.304150,-0.288898,-0.135259,562.221230,173.873694,-172.899258,56.175809,-0.179011,0.063751,0.051000,0.000000,22.507475,2004.271851,0.372070,0.000000,-0.720459,2004.992310,0.525774,79877.796875,0.680077,0,0.000000,0, 202
52, 101,3330,1061236572,1,76153,9.107580,3.460595,-0.004505,0.000000,-9.801000,2.775250,11.754659,7.373307,14.890303,-0.376911,-0.858230,559.897927,173.075341,-172.508298,56.155432,-0.177548,0.071133,0.053144,0.000000,22.558283,2004.056396,0.372070,0.000000,-0.935913,2004.992310,-0.214699,79879.187500,0.656825,0,0.000000,0, 202
53, 101,3330,1061191555,1,80403,9.117825,3.461349,-0.008569,0.000000,-9.801000,2.773831,11.274133,6.412255,13.561319,-0.794499,1.206495,560.448440,172.466019,-172.265253,56.126523,-0.177680,0.076750,0.054181,0.000000,22.646040,2003.855957,0.372070,0.000000,-1.136353,2004.992310,-0.700477,79883.375000,-0.638420,0,0.000000,0, 202
54, 101,0,-1103728094,0,1065005457,0.079406,0.054541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.720531,9.133524,3.454860,-0.000791,-0.017029,0.000000,100.000000,0.000000,5.931729,0.000000,-1.055984,11.754659,0.000000,0.000000,1076976154,-3.004183,13, 202
55, 101,-1405246250,876634424,465450569,-352321536,0.000000,0.000000,0.000000,-787919.562500,-0.732628,-0.045903,0.125000,-0.000000,-205358071808.000000,0.000000,0.000000,-0.000000,6193135940283532312576.000000,0.000000,-0.000000,-0.000000,-0.000000,982231454255601946661029849071616.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,825712246784.000000,-400242944.000000,0.000000,0,0.000000,0, 202
56, 101,3330,1061247956,1,88985,9.141551,3.444801,0.001511,0.000000,-9.801000,2.776806,10.793607,6.412255,13.317000,0.732129,-1.081490,561.396580,171.833817,-172.193017,56.122295,-0.175737,0.082176,0.053892,0.000000,22.770744,2003.875000,0.372070,0.000000,-1.117310,2004.992310,0.309121,79883.460938,0.379178,0,0.000000,0, 202
57, 101,0,17096,15713,16204,0.000000,0.000000,0.000000,42146406701465600.000000,11983125209318856868706963837780230144.000000,0.000000,-6234016.500000,-0.000000,-9797200364991904648146190336.000000,-1.475758,-8866689351975107.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,1383011137639135775863865344.000000,-0.000000,0.000000,0.000000,0,-107608064.000000,0, 202
58, 101,3330,1060742608,1,95420,9.030845,3.837078,-0.003237,0.000000,-9.801000,2.736757,11.754659,6.892781,14.331991,-0.859516,0.464575,563.731138,170.147744,-170.795437,55.817665,-0.192901,0.099918,0.061102,0.000000,22.853880,2004.341064,0.372070,0.000000,-0.651245,2004.992310,-0.102896,79874.976562,-0.704584,0,0.000000,0, 202
59, 101,0,0,0,1120403456,0.000000,0.000000,0.000000,0.015928,9.798530,18.500000,9.014736,3.768294,0.006097,-47.070730,-46.917181,0.000000,4576667.352090,114841.136980,1311.283213,-0.309389,0.372070,-0.636353,2004.992310,0.000000,0.000000,0.000000,0.103417,0.000000,0.000000,-0.204297,0.000000,0.000000,0,1.600000,223, 202
60, 101,3330,1061237889,1,101684,9.016938,3.672469,-0.003777,0.000000,-9.801000,2.734481,11.754659,6.412255,14.107182,-0.069686,0.501035,559.512540,169.577546,-171.473675,55.804449,-0.194148,0.103672,0.054192,0.000000,22.909302,2004.656860,0.372070,0.000000,-0.335449,2004.992310,-0.025836,79874.242188,0.694797,0,0.000000,0, 202
61, 101,1371247119,1648474001,-1707358116,-347800947,0.000000,0.000000,-23.885086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,234402393194955010329836308144223944704.000000,-193779804910203616.000000,0.000001,-11475085046.053574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-37778931862957161709568.000000,0.000000,-48.046722,-14587681754724999597391872.000000,0.000000,-0.005867,-56445253440098789228544.000000,0.000000,0.000000,4267218,0.000000,0, 202
62, 101,3330,1061078834,1,108015,9.067845,3.625980,-0.002772,0.000000,-9.801000,2.749861,11.274133,6.892781,14.275852,0.927417,-0.189823,561.173806,168.728622,-170.656866,55.831920,-0.185187,0.111779,0.060452,0.000000,22.992434,2003.930908,0.372070,0.000000,-1.061401,2004.992310,0.165769,79884.460938,-0.375739,0,0.000000,0, 202
63, 101,-1614692562,0,1073757886,16728,-30735859712.000000,0.000000,-697553739692503186039373824.000000,7829010107009544783643638996402176.000000,85072917037056.000000,-410.492493,0.000000,0.000000,0.000000,-0.000000,445494024756708180492288.000000,377476123117317504.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-107609088.000000,2537880064.000000,0.000000,0.000000,-1298317218,17892379569327380377307709440.000000,44, 202
64, 101,3330,1060961200,1,114431,8.954699,3.576723,-0.006208,0.000000,-9.801000,2.750440,11.754659,6.412255,14.265750,-0.314971,0.611018,554.096528,167.738723,-170.482970,55.787995,-0.183864,0.120428,0.060227,0.000000,23.061708,2003.868896,0.372070,0.000000,-1.123413,2004.992310,-0.317209,79880.328125,-0.355675,0,0.000000,0, 202
65, 101,1078654529,1201406766,1091712931,1100283904,2003.934326,23.061708,-1.126052,0.051931,0.000000,0.000000,-2.995725,0.977021,-0.168271,21.318059,-60.617984,114877.597295,0.000000,0.000000,114.903412,3.200000,100.000000,0.000000,0.000000,14.101031,6.892781,0.000000,0.000000,-9.801000,2.784427,0.000000,11.274133,0.000000,1017677229,9.705575,70, 202
66, 101,-1140673293,1102605175,-1140648660,1157266324,-0.596832,0.372070,-1.130493,0.000000,0.000000,0.000000,-0.161641,0.120135,0.059793,114877.597295,309.521579,673.492333,144.709633,229.183118,5729.577951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.796387,9.229552,2.924309,-2.981402,0.794492,14.438576,-9.801000,1092403555,79885.539062,0, 202
67, 101,3330,1061827222,1,123846,9.215256,3.152107,0.007375,0.000000,-9.801000,2.801702,10.313081,6.412255,13.103406,0.583922,0.299081,559.860825,167.066933,-170.566776,56.010741,-0.158356,0.124443,0.061544,0.000000,23.126366,2004.172363,0.372070,0.000000,-0.819946,2004.992310,0.362150,79875.351562,0.837680,0,0.000000,0, 202
68, 101,3330,1061896835,1,128209,9.263993,3.161589,-0.012021,0.000000,-9.801000,2.798301,12.715711,5.931729,14.717278,0.841523,-1.220140,562.688961,166.284548,-170.193657,55.944601,-0.158906,0.131714,0.063294,0.000000,23.195639,2004.091553,0.372070,0.000000,-0.900757,2004.992310,-0.002630,79884.023438,-0.807017,0,0.000000,0, 202
