index,checksum,uptime mp,uptime nav,errorflag mp,errorflag NAV,accel x,accel y,accel z,accelworld x,accelworld y,accelworld z,accelhighg x,accelhighg y,accelhighg z,gyro x,gyro y,gyro z,euler x,euler y,euler z,quat w,quat x,quat y,quat z,altitude,presusre,verticalvel,filtered vvel,maxalt,altitudeagl,filtered alt,imutemp,barotemp,state,battstate,pyros fired,pyros cont,pyros state,checksum2\r
3217,101,1467550,1467539,1,1,9.682178,1.959769,0.232708,0.005039,0.003524,0.080265,9.419221,2.319843,5.172924,-0.32367,-0.185526,0.143017,1.719057,139.908106,77.459249,-0.258553,-0.591688,-0.729547,-0.225424,659.971069,94235.02344,0.3681,-0.083494,0,-290.965027,-291.012085,22.625,27.381264,0,5.32,0,202,,
3218,101,1469692,1469666,1,1,9.693611,1.961453,0.228057,-0.003985,0.010186,0.091689,8.458169,2.800369,6.133976,0.275102,0.006177,0.302008,1.701766,139.359464,77.396412,-0.262288,-0.590269,-0.728575,-0.227962,660.044556,94233.89844,-0.221003,-0.024373,0,-290.891541,-290.896851,22.625,27.394852,0,5.32,0,202,,
3219,101,1471838,1471830,1,1,9.685758,1.956589,0.228088,-0.012222,-0.010594,0.083023,9.419221,3.761421,5.172924,-0.324071,0.590012,0.439258,1.879229,138.860737,77.330036,-0.264706,-0.589355,-0.727334,-0.231467,659.88623,94238.64844,0.069388,-0.028402,0,-291.049866,-290.981232,22.625,27.417496,0,5.32,0,202,,
3220,101,1473991,1473965,1,1,9.688004,1.959493,0.231633,0.000734,-0.002885,0.085895,9.899747,4.241947,5.65345,-0.103289,0.317762,0.225768,1.814663,138.171244,77.369521,-0.269371,-0.588194,-0.725542,-0.234639,660.228027,94231.64063,-0.099597,0.127756,0,-290.708069,-290.767548,22.625,27.422026,0,5.32,0,202,,
3221,101,1476196,1476192,1,1,9.689495,1.968029,0.229698,0.008685,-0.006963,0.089,9.419221,2.800369,5.172924,-0.514123,0.324473,-0.089842,1.789355,137.8723,77.382765,-0.271384,-0.587664,-0.724773,-0.236021,659.918823,94233.53906,-0.227956,-0.170447,0,-291.017273,-291.052673,22.625,27.431084,0,5.32,0,202,,
3222,101,1478274,1478234,1,1,9.68314,1.975233,0.2226,0.005582,-0.015435,0.08404,7.977643,2.800369,4.692398,0.720319,-0.024731,0.771925,1.813068,137.389597,77.327324,-0.274809,-0.58609,-0.724098,-0.238035,659.943481,94235.39063,-0.132767,-0.093823,0,-290.992615,-290.988342,22.75,27.44467,0,5.32,0,202,,
3223,101,1480363,1480319,1,1,9.681714,1.961137,0.231905,0.009986,0.004991,0.080058,9.419221,3.280895,5.65345,-0.813174,-1.100234,0.357271,1.757159,136.959117,77.37211,-0.277394,-0.585801,-0.722564,-0.240398,659.859497,94235.03906,-0.167565,-0.124464,0,-291.076599,-291.105927,22.625,27.480902,0,5.32,0,202,,
3224,101,1482456,1482415,1,1,9.67883,1.965326,0.221551,-0.004675,-0.03109,0.077783,8.458169,2.800369,5.65345,0.143608,0.466188,0.269206,1.98224,136.353662,77.25838,-0.281218,-0.584232,-0.721317,-0.2435,659.966431,94239.10156,0.486101,0.023726,0,-290.969666,-291.011353,22.75,27.471844,0,5.32,0,202,,
3225,101,1484630,1484618,1,1,9.692357,1.973763,0.223137,0.001742,-0.012499,0.092794,10.380273,2.800369,5.65345,-0.647865,0.756105,0.270465,1.861441,135.928701,77.252267,-0.283669,-0.583321,-0.720267,-0.245935,660.173462,94235.03906,0.753115,0.225238,0,-290.762634,-290.895538,22.75,27.480902,0,5.32,0,202,,
3226,101,1486719,1486713,1,1,9.682351,1.969235,0.222735,-0.000732,-0.005719,0.082086,10.380273,2.319843,5.172924,-0.28946,0.25109,-0.144063,1.854017,135.309599,77.21996,-0.287705,-0.581889,-0.718803,-0.248904,659.931946,94237.92969,-0.019101,-0.104718,0,-291.00415,-290.994019,22.75,27.48996,0,5.32,0,202,,
3227,101,1488815,1488811,1,1,9.69258,1.963408,0.229534,0.00076,-0.002134,0.091106,8.938695,2.800369,5.65345,-0.466434,0.300863,0.504829,1.884037,135.135744,77.231196,-0.28863,-0.581693,-0.718215,-0.249988,659.854309,94234.85156,-0.528942,-0.122796,0,-291.081787,-291.021454,22.75,27.499018,0,5.32,0,202,,
3228,101,1490915,1490901,1,1,9.690816,1.964227,0.227566,-0.001816,-0.018018,0.089478,9.899747,1.839317,5.65345,-0.635089,0.920248,-0.304141,1.989303,134.70678,77.194682,-0.290893,-0.58088,-0.717011,-0.252693,659.78186,94238.5625,-0.835648,0.16239,0,-291.154236,-291.007141,22.75,27.526192,0,5.32,0,202,,
3229,101,1493021,1493004,1,1,9.778642,1.884775,0.237843,-0.078108,0.096047,0.159695,8.458169,2.800369,5.172924,0.665322,0.540423,0.182988,1.856937,134.50626,77.056678,-0.293136,-0.57928,-0.717457,-0.25251,659.908447,94238.51563,0.019686,0.370302,0,-291.027649,-290.908997,22.75,27.53072,0,5.32,0,202,,
3230,101,1495131,1495105,1,1,9.685598,1.955875,0.219158,-0.01694,-0.002726,0.082522,8.458169,1.839317,5.65345,-0.073574,1.079315,0.288426,1.942077,134.129097,77.132172,-0.294924,-0.579214,-0.715856,-0.25511,660.175537,94233.5,0.049901,0.044249,0,-290.760559,-290.854797,22.875,27.53525,0,5.32,0,202,,
3231,101,1497250,1497212,1,1,9.685573,1.95512,0.223981,0.002267,0.001104,0.08247,8.458169,2.800369,5.172924,-0.072065,-0.27547,0.478255,1.856789,133.782451,77.251386,-0.297277,-0.579035,-0.714491,-0.256607,660.230591,94233.40625,0.380551,-0.015064,0,-290.705505,-290.674469,22.875,27.544308,0,5.32,0,202,,
3232,101,1499375,1499373,1,1,9.692585,1.955898,0.221495,-0.003964,0.00789,0.089436,9.419221,3.280895,5.172924,0.269915,-0.848585,0.477115,1.851004,133.270255,77.194286,-0.3005,-0.577853,-0.713176,-0.259164,660.161011,94229.39063,0.531984,0.206704,0,-290.775085,-290.972076,22.875,27.548836,0,5.32,0,202,,
3233,101,1501587,1501542,1,1,9.68999,1.955131,0.230478,0.01513,0.006248,0.087842,9.419221,2.319843,5.65345,-0.19918,-0.591034,0.300064,1.793181,133.02165,77.308411,-0.301914,-0.577256,-0.712559,-0.260545,660.066284,94238.28906,0.293541,0.164643,0,-290.869812,-290.826233,22.75,27.553366,0,5.32,0,202,,
