index, checksum,uptime mp,uptime nav,missiontime,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,state,battstate,pyros fired,pyros cont,pyros state, checksum2
0, 101,137783,137782,-8460,1,1,-2.590073,9.476857,0.453754,0.015154,-0.019698,0.033865,7.977643,2.965941,-9.017131,-0.581708,-1.075353,1.198838,177.459584,-176.405154,164.459276,0.990181,-0.017713,-0.034066,-0.134414,612.230408,94781.000000,-0.118637,0.393653,1.044678,0.771240,0.820458,12.250000,16.550220,0,2.910000,0,0,0, 202
1, 101,137833,137832,-8410,1,1,-2.604565,9.475251,0.446231,0.002027,-0.004023,0.035831,9.899747,4.888044,-9.017131,-1.522393,-0.385540,-0.075130,177.417456,-176.374144,164.453388,0.990160,-0.018039,-0.034384,-0.134446,612.230652,94779.054688,-1.135828,0.394944,1.044678,0.771484,0.838513,12.250000,16.536507,0,2.910000,0,0,0, 202
2, 101,137883,137866,-8360,1,1,-2.575372,9.494644,0.419249,0.037667,-0.003788,0.068345,9.419221,2.485415,-8.056079,-0.101434,0.832316,-1.723712,177.473218,-176.379458,164.476570,0.990423,-0.017682,-0.034322,-0.132556,612.300293,94777.085938,-0.113461,0.104677,1.044678,0.841125,0.818464,12.250000,16.536507,0,2.910000,0,0,0, 202
3, 101,137933,137932,-8310,1,1,-2.571582,9.535338,0.451523,0.014162,-0.026327,0.085288,9.899747,2.965941,-8.536605,1.391664,0.743515,0.037373,177.524622,-176.419333,164.660766,0.990429,-0.017228,-0.033837,-0.132696,612.196594,94777.062500,-0.957157,0.108107,1.044678,0.737427,0.824942,12.250000,16.550220,0,2.910000,0,0,0, 202
4, 101,137983,137966,-8260,1,1,-2.604718,9.543111,0.451765,0.022281,0.001201,0.048589,9.419221,2.485415,-7.575553,0.192585,0.195080,0.278215,177.524239,-176.455560,164.620823,0.990528,-0.017173,-0.033540,-0.132042,612.245972,94777.078125,-0.984091,-0.413091,1.044678,0.786804,0.791736,12.250000,16.541079,0,2.910000,0,0,0, 202
5, 101,138033,138032,-8210,1,1,-2.601893,9.480276,0.451696,-0.042150,-0.021083,0.040102,8.458169,2.485415,-7.575553,-1.549169,0.069014,0.120479,177.502218,-176.432706,164.734887,0.990515,-0.017459,-0.033736,-0.132051,612.267395,94771.187500,-0.303754,-0.408853,1.044678,0.808228,0.766777,12.250000,16.531935,0,2.910000,0,0,0, 202
6, 101,138083,138082,-8160,1,1,-2.607044,9.503083,0.433737,-0.039434,0.005391,0.062661,9.899747,2.965941,-9.017131,-3.376500,0.456296,-0.521250,177.457781,-176.437993,164.731827,0.990271,-0.017665,-0.033677,-0.133856,612.138367,94782.976562,-0.626396,-0.489662,1.044678,0.679199,0.745176,12.250000,16.545649,0,2.910000,0,0,0, 202
7, 101,138133,138132,-8110,1,1,-2.597238,9.512610,0.457139,0.015755,-0.023070,0.070352,8.938695,2.965941,-9.017131,-1.158972,2.277990,-1.924606,177.468887,-176.464194,164.472840,0.990213,-0.017707,-0.033543,-0.134313,612.262756,94776.101562,0.072288,-0.487247,1.044678,0.803589,0.722667,12.250000,16.536507,0,2.910000,0,0,0, 202
8, 101,138183,138182,-8060,1,1,-2.584567,9.490921,0.411039,0.023372,0.011114,0.044093,9.419221,2.965941,-9.497657,2.237625,-1.638815,0.480913,177.529362,-176.433007,164.480955,0.990375,-0.016611,-0.033690,-0.133213,612.188965,94777.070312,0.267876,-0.243974,1.044678,0.729797,0.739384,12.250000,16.545649,0,2.910000,0,0,0, 202
9, 101,138232,138232,-8011,1,1,-2.566789,9.509403,0.436924,0.016609,-0.019366,0.058382,9.419221,2.004889,-7.575553,-2.635418,0.919307,-0.448113,177.561600,-176.417530,164.638718,0.990409,-0.016900,-0.033813,-0.132897,612.260803,94779.039062,0.944001,-0.241632,1.044678,0.801636,0.728230,12.250000,16.545649,0,2.910000,0,0,0, 202
