local time, checksum, BEAR uptime,FOX uptime,data age,FOX state, x accel, y accel, z accel, yaw rate, pitch rate, roll rate, pitch, yaw, rol, barometric altitude, absolute velocity, velocity x, velocity y, velocity z, vertical velocity, absolute acceleration,checksum,groundcommand
7-28-2023-9-33-26,101,30921,0,30921,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-27,101,31125,0,31125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-27,101,31331,0,31331,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-27,101,31535,0,31535,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-27,101,31741,0,31741,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-27,101,31945,0,31945,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,07-28-2023-9-33-28,101,32151,0,32151,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,101,0
