Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,10u,C_0603_1608Metric,2.269611,-3.443,180.0,top
D1,LED,LED_0603_1608Metric,5.3344,-8.4468,0.0,top
D3,D_Schottky,D_SOD-523,5.06,-3.443,0.0,top
Q2,AON7423,DFN-8_L3.0-W3.0-P0.65-BL,7.6552,-6.0232,-90.0,top
R1,10k,R_0402_1005Metric,4.634,-5.602,-90.0,top
R3,10k,R_0402_1005Metric,7.7328,-8.142,0.0,top
U1,SK1816G-AE3-R,SOT-23-3,2.0995,-5.983,0.0,top
