index, checksum,uptime mp,uptime nav,missiontime,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, mag x, mag y, mag z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z,quatadj w, quatadj x, quatadj y, quatadj z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,abs imu accel,abs adxl accel, pad altitude, baro max alt, mag raw x, mag raw y, mag raw z, cov x, cov y, cov z, sats, status, met, filtered accel ,state,battstate,pyros fired,pyros cont,pyros state, checksum2
1295, 101,14886,14865,-10533,0,0,1.590262,-9.679862,0.063074,0.038350,0.047554,0.008633,-51.330017,134.799774,16.179480,1.441578,-9.610518,-5.766310,-0.212527,1.109642,-0.775922,0.020602,152.185658,170.729376,-0.019249,-0.967515,-0.078401,-0.239577,-0.019249,-0.967515,-0.078401,-0.239577,1979.560303,80201.968750,-2.144553,-0.412680,1.269287,0.578613,0.541617,26.000000,31.405256,9.809824,11.300023,1978.981689,1.269287,-0.513300,1.347998,0.161795,0.000953,0.000031,0.000335,0,1,0,0.040878,0,0.380000,0,14,0,202
1296, 101,14964,14933,-10455,0,0,1.545294,-9.713319,0.053602,-0.016658,0.038779,0.006209,-51.081554,134.638992,15.463315,1.922103,-10.571568,-5.285784,-0.655343,0.884308,-0.896660,0.319584,152.042538,170.598414,-0.017099,-0.967173,-0.078854,-0.240970,-0.017099,-0.967173,-0.078854,-0.240970,1979.385376,80206.710938,-1.301342,-0.411185,1.269287,0.403687,0.515753,26.000000,31.414352,9.835617,11.974642,1978.981689,1.269287,-0.510816,1.346390,0.154633,0.000953,0.000032,0.000335,0,1,0,0.034762,0,0.380000,0,14,0,202
1297, 101,15044,15037,-10375,0,0,1.552850,-9.693015,0.028154,-0.035074,-0.010838,0.015585,-51.286171,134.419769,16.281790,0.480526,-9.610518,-4.324733,1.621002,-0.986851,1.295075,0.357966,152.040161,170.579385,-0.017685,-0.967278,-0.077498,-0.240947,-0.016817,-0.967160,-0.078933,-0.241014,1979.295410,80206.367188,-1.559273,-0.409261,1.269287,0.313721,0.443997,26.000000,31.409805,9.816653,10.549705,1978.981689,1.269287,-0.512862,1.344198,0.162818,0.000953,0.000033,0.000335,0,1,0,0.014019,0,0.380000,0,14,0,202
1298, 101,15124,15103,-10295,0,0,1.511899,-9.701746,0.040948,-0.035572,0.020144,0.017845,-51.549255,134.010513,15.200233,1.922103,-9.610518,-5.766310,1.547300,-2.103771,0.015724,0.262605,152.117738,170.781135,-0.017144,-0.967447,-0.077445,-0.240324,-0.017144,-0.967447,-0.077445,-0.240324,1979.267334,80205.359375,-1.655331,-0.408683,1.269287,0.285645,0.393095,26.000000,31.409805,9.818931,11.371318,1978.981689,1.269287,-0.515493,1.340105,0.152002,0.000953,0.000034,0.000335,0,1,0,-0.006154,0,0.380000,0,14,0,202
1299, 101,15199,15170,-10220,0,0,1.566961,-9.663238,0.009643,0.014439,0.007031,0.009625,-51.461559,134.522064,15.287927,1.922103,-10.091043,-5.285784,3.058398,0.589727,1.459429,0.060277,152.149526,170.861034,-0.018664,-0.967535,-0.077200,-0.239931,-0.018664,-0.967535,-0.077200,-0.239931,1979.322510,80206.710938,-0.446745,-0.408428,1.269287,0.340820,0.365922,26.125000,31.414352,9.789464,11.552626,1978.981689,1.269287,-0.514616,1.345221,0.152879,0.000953,0.000035,0.000335,0,1,0,0.027827,0,0.380000,0,14,0,202
1300, 101,15278,15273,-10141,0,0,1.539918,-9.723301,0.033952,-0.003272,0.004369,0.043544,-51.446945,134.463608,15.945630,1.441578,-9.610518,-5.285784,-0.996267,1.721095,0.447520,0.208289,152.083738,170.874340,-0.017273,-0.967445,-0.076573,-0.240601,-0.017431,-0.967430,-0.076766,-0.240588,1979.468750,80201.132812,0.486383,-0.407461,1.269287,0.487061,0.346397,26.125000,31.414352,9.844545,11.062536,1978.981689,1.269287,-0.514469,1.344636,0.159456,0.000953,0.000037,0.000335,0,1,0,-0.015987,0,0.390000,0,14,0,202
1301, 101,15357,15339,-10062,0,0,1.593496,-9.709902,0.040967,0.053956,-0.019967,0.038705,-51.432331,134.273605,15.960245,0.961052,-11.052094,-6.246836,0.797326,-0.639803,0.428228,0.219781,152.087494,170.909419,-0.017257,-0.967463,-0.076447,-0.240569,-0.017257,-0.967463,-0.076447,-0.240569,1979.454712,80204.679688,0.796750,-0.406586,1.269287,0.473022,0.351804,26.125000,31.414352,9.839873,12.731668,1978.981689,1.269287,-0.514323,1.342736,0.159602,0.000953,0.000038,0.000335,0,1,0,-0.018238,0,0.380000,0,14,0,202
1302, 101,15436,15411,-9983,0,0,1.551658,-9.736149,0.032648,-0.012498,0.002609,0.058064,-51.037712,133.981293,15.317159,0.480526,-10.091043,-5.285784,1.437280,0.361132,1.419442,0.237670,152.187570,170.762666,-0.017346,-0.967576,-0.077666,-0.239715,-0.017346,-0.967576,-0.077666,-0.239715,1979.395996,80206.046875,0.796250,-0.406027,1.269287,0.414307,0.346428,26.125000,31.432549,9.859072,11.401735,1978.981689,1.269287,-0.510377,1.339813,0.153172,0.000954,0.000039,0.000335,0,1,0,-0.010420,0,0.390000,0,14,0,202
1303, 101,15517,15491,-9902,0,0,1.520640,-9.710857,0.042961,-0.030454,0.018041,0.028226,-51.476173,133.674362,16.311020,1.922103,-10.571568,-4.805259,0.006305,0.755424,0.378978,0.272054,152.120798,170.766914,-0.016628,-0.967566,-0.075999,-0.240342,-0.017092,-0.967445,-0.077546,-0.240302,1979.420166,80204.171875,0.155785,-0.404447,1.269287,0.438477,0.338456,26.125000,31.414352,9.829290,11.770432,1978.981689,1.269287,-0.514762,1.336744,0.163110,0.000954,0.000040,0.000335,0,1,0,0.001206,0,0.390000,0,14,0,202
1304, 101,15593,15563,-9826,0,0,1.512318,-9.742570,0.018749,-0.029291,-0.003730,0.058222,-51.140015,134.025146,15.054078,0.480526,-9.129992,-4.805259,0.087728,0.273072,-0.926371,0.234387,152.243974,170.926823,-0.016992,-0.967804,-0.076298,-0.239261,-0.016992,-0.967804,-0.076298,-0.239261,1979.415527,80202.476562,-0.120419,-0.403442,1.269287,0.433838,0.325930,26.125000,31.405256,9.859266,10.328512,1978.981689,1.269287,-0.511400,1.340251,0.150541,0.000954,0.000041,0.000335,0,1,0,0.015717,0,0.390000,0,14,0,202
