timestamp(ms),Data age,State,Altitude,Verticalvel,RSSI,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Pitch,Yaw,Roll,Uptime,
"1721517506.867",,,,,,,,"9.89","0","0.02",,,,,,
"1721517506.868",,,,,,,,,,,"0.01","0.78","2.35",,,
"1721517506.869",,,,,,,,,,,,,,"0.78","2342983",
"1721517506.914","0.046",,,,,,,,,,,,,,,
"1721517507.016","0.147",,,,,,,,,,,,,,,
"1721517507.116","0.248",,,,,,,,,,,,,,,
"1721517507.217","0.349",,,,,,,,,,,,,,,
"1721517507.318","0.45",,,,,,,,,,,,,,,
"1721517507.419","0.551",,,,,,,,,,,,,,,
"1721517507.52","0.652",,,,,,,,,,,,,,,
"1721517507.621","0.753",,,,,,,,,,,,,,,
"1721517507.722","0.854",,,,,,,,,,,,,,,
"1721517507.823","0.955",,,,,,,,,,,,,,,
"1721517507.924","1.056",,,,,,,,,,,,,,,
"1721517508.025","1.157",,,,,,,,,,,,,,,
"1721517508.126","1.258",,,,,,,,,,,,,,,
"1721517508.227","1.359",,,,,,,,,,,,,,,
"1721517508.328","1.46",,,,,,,,,,,,,,,
"1721517508.429","1.561",,,,,,,,,,,,,,,
"1721517508.53","1.662",,,,,,,,,,,,,,,
"1721517508.631","1.763",,,,,,,,,,,,,,,
"1721517508.732","1.864",,,,,,,,,,,,,,,
"1721517508.792",,"0",,,,,,,,,,,,,,
"1721517508.793",,,"2.1","1.3",,,,,,,,,,,,
"1721517508.794",,,,,"-86","0.47","-0.14","9.86",,,,,,,,
"1721517508.795",,,,,,,,,"0","0","-0.01","0.78",,,,
"1721517508.796",,,,,,,,,,,,,"2.35","0.78",,
"1721517508.797",,,,,,,,,,,,,,,"2343955",
"1721517508.833","0.038",,,,,,,,,,,,,,,
"1721517508.934","0.139",,,,,,,,,,,,,,,
"1721517509.035","0.24",,,,,,,,,,,,,,,
"1721517509.136","0.341",,,,,,,,,,,,,,,
"1721517509.237","0.442",,,,,,,,,,,,,,,
"1721517509.338","0.543",,,,,,,,,,,,,,,
"1721517509.439","0.644",,,,,,,,,,,,,,,
"1721517509.54","0.745",,,,,,,,,,,,,,,
"1721517509.641","0.846",,,,,,,,,,,,,,,
"1721517509.742","0.947",,,,,,,,,,,,,,,
"1721517509.795",,"0","2.1",,,,,,,,,,,,,
"1721517509.796",,,,"1.3","-88",,,,,,,,,,,
"1721517509.797",,,,,,"0.51","-0.15","9.9","0.02",,,,,,,
"1721517509.798",,,,,,,,,,"-0.01","0.02","0.78",,,,
"1721517509.799",,,,,,,,,,,,,"2.35","0.78","2345913",
"1721517509.843","0.045",,,,,,,,,,,,,,,
"1721517509.945","0.146",,,,,,,,,,,,,,,
"1721517510.045","0.247",,,,,,,,,,,,,,,
"1721517510.146","0.348",,,,,,,,,,,,,,,
"1721517510.247","0.449",,,,,,,,,,,,,,,
"1721517510.348","0.55",,,,,,,,,,,,,,,
"1721517510.449","0.651",,,,,,,,,,,,,,,
"1721517510.55","0.752",,,,,,,,,,,,,,,
"1721517510.651","0.853",,,,,,,,,,,,,,,
"1721517510.752","0.954",,,,,,,,,,,,,,,
"1721517510.798",,"0","2.1","1.3",,,,,,,,,,,,
"1721517510.799",,,,,"-84","0.42","-0.15",,,,,,,,,
"1721517510.8",,,,,,,,"9.87","0.04",,,,,,,
"1721517510.801",,,,,,,,,,"0.03","0.02","0.78","2.35","0.78",,
"1721517510.802",,,,,,,,,,,,,,,"2346916",
"1721517510.853","0.052",,,,,,,,,,,,,,,
"1721517510.955","0.153",,,,,,,,,,,,,,,
"1721517511.056","0.254",,,,,,,,,,,,,,,
"1721517511.156","0.355",,,,,,,,,,,,,,,
"1721517511.257","0.456",,,,,,,,,,,,,,,
"1721517511.358","0.557",,,,,,,,,,,,,,,
"1721517511.459","0.658",,,,,,,,,,,,,,,
"1721517511.56","0.759",,,,,,,,,,,,,,,
"1721517511.661","0.86",,,,,,,,,,,,,,,
"1721517511.762","0.961",,,,,,,,,,,,,,,
"1721517511.801",,"0",,,,,,,,,,,,,,
"1721517511.802",,,"2.1","1.3","-86",,,,,,,,,,,
"1721517511.803",,,,,,"0.51","-0.21","9.85",,,,,,,,
"1721517511.804",,,,,,,,,"0.04","0","0.03","0.78","2.35",,,
"1721517511.805",,,,,,,,,,,,,,"0.78","2347918",
"1721517511.863","0.059",,,,,,,,,,,,,,,
"1721517511.965","0.16",,,,,,,,,,,,,,,
"1721517512.065","0.261",,,,,,,,,,,,,,,
"1721517512.166","0.362",,,,,,,,,,,,,,,
"1721517512.267","0.463",,,,,,,,,,,,,,,
"1721517512.368","0.564",,,,,,,,,,,,,,,
"1721517512.469","0.665",,,,,,,,,,,,,,,
"1721517512.57","0.766",,,,,,,,,,,,,,,
"1721517512.671","0.867",,,,,,,,,,,,,,,
"1721517512.772","0.968",,,,,,,,,,,,,,,
"1721517512.804",,"0",,,,,,,,,,,,,,
"1721517512.805",,,"2.1","1.3",,,,,,,,,,,,
"1721517512.806",,,,,"-87","0.49",,,,,,,,,,
"1721517512.807",,,,,,,"-0.07","9.84","0.01","-0.03",,,,,,
"1721517512.808",,,,,,,,,,,"-0.05","0.78","2.35","0.78",,
"1721517512.809",,,,,,,,,,,,,,,"2348922",
"1721517512.873","0.066",,,,,,,,,,,,,,,
"1721517512.975","0.167",,,,,,,,,,,,,,,
"1721517513.075","0.268",,,,,,,,,,,,,,,
"1721517513.176","0.369",,,,,,,,,,,,,,,
"1721517513.277","0.47",,,,,,,,,,,,,,,
"1721517513.378","0.571",,,,,,,,,,,,,,,
"1721517513.479","0.672",,,,,,,,,,,,,,,
"1721517513.58","0.773",,,,,,,,,,,,,,,
"1721517513.681","0.874",,,,,,,,,,,,,,,
"1721517513.782","0.975",,,,,,,,,,,,,,,
"1721517513.807",,"0",,,,,,,,,,,,,,
"1721517513.808",,,"2.1","1.3",,,,,,,,,,,,
"1721517513.809",,,,,"-86","0.51","-0.13",,,,,,,,,
"1721517513.81",,,,,,,,"9.84","-0.02","0.02","0",,,,,
"1721517513.811",,,,,,,,,,,,"0.78","2.35","0.78",,
"1721517513.812",,,,,,,,,,,,,,,"2349926",
"1721517513.883","0.072",,,,,,,,,,,,,,,
"1721517513.984","0.173",,,,,,,,,,,,,,,
"1721517514.085","0.274",,,,,,,,,,,,,,,
"1721517514.186","0.375",,,,,,,,,,,,,,,
"1721517514.287","0.476",,,,,,,,,,,,,,,
"1721517514.388","0.577",,,,,,,,,,,,,,,
"1721517514.489","0.678",,,,,,,,,,,,,,,
"1721517514.59","0.779",,,,,,,,,,,,,,,
"1721517514.691","0.88",,,,,,,,,,,,,,,
"1721517514.792","0.981",,,,,,,,,,,,,,,
"1721517514.81",,"0",,,,,,,,,,,,,,
"1721517514.811",,,"2.1","1.3","-88",,,,,,,,,,,
"1721517514.812",,,,,,"0.51","-0.19",,,,,,,,,
"1721517514.813",,,,,,,,"9.86","0","-0.04","-0.02","0.78",,,,
"1721517514.814",,,,,,,,,,,,,"2.35","0.78","2350928",
"1721517514.893","0.079",,,,,,,,,,,,,,,
"1721517514.995","0.18",,,,,,,,,,,,,,,
"1721517515.095","0.281",,,,,,,,,,,,,,,
"1721517515.196","0.382",,,,,,,,,,,,,,,
"1721517515.298","0.483",,,,,,,,,,,,,,,
"1721517515.399","0.584",,,,,,,,,,,,,,,
"1721517515.499","0.685",,,,,,,,,,,,,,,
"1721517515.6","0.786",,,,,,,,,,,,,,,
"1721517515.701","0.887",,,,,,,,,,,,,,,
"1721517515.802","0.988",,,,,,,,,,,,,,,
"1721517515.813",,"0",,,,,,,,,,,,,,
"1721517515.814",,,"2.1","1.3","-90",,,,,,,,,,,
"1721517515.815",,,,,,"0.45","-0.28","9.9",,,,,,,,
"1721517515.816",,,,,,,,,"0.04","-0.02",,,,,,
"1721517515.817",,,,,,,,,,,"0.01","0.78","2.35","0.78",,
"1721517515.818",,,,,,,,,,,,,,,"2351931",
"1721517515.903","0.086",,,,,,,,,,,,,,,
"1721517516.005","0.187",,,,,,,,,,,,,,,
"1721517516.105","0.288",,,,,,,,,,,,,,,
"1721517516.206","0.389",,,,,,,,,,,,,,,
"1721517516.307","0.49",,,,,,,,,,,,,,,
"1721517516.408","0.591",,,,,,,,,,,,,,,
"1721517516.509","0.692",,,,,,,,,,,,,,,
"1721517516.61","0.793",,,,,,,,,,,,,,,
"1721517516.711","0.894",,,,,,,,,,,,,,,
"1721517516.812","0.995",,,,,,,,,,,,,,,
"1721517516.817",,"0",,,,,,,,,,,,,,
"1721517516.818",,,"2.1","1.3","-86",,,,,,,,,,,
"1721517516.819",,,,,,"0.53","-0.19","9.87",,,,,,,,
"1721517516.82",,,,,,,,,"0.03","0.02","0","0.78",,,,
"1721517516.821",,,,,,,,,,,,,"2.35","0.78","2352934",
"1721517516.913","0.093",,,,,,,,,,,,,,,
"1721517517.015","0.194",,,,,,,,,,,,,,,
"1721517517.115","0.295",,,,,,,,,,,,,,,
"1721517517.216","0.396",,,,,,,,,,,,,,,
"1721517517.317","0.497",,,,,,,,,,,,,,,
"1721517517.418","0.598",,,,,,,,,,,,,,,
"1721517517.519","0.699",,,,,,,,,,,,,,,
"1721517517.62","0.8",,,,,,,,,,,,,,,
"1721517517.721","0.901",,,,,,,,,,,,,,,
"1721517517.82",,"0","2.1",,,,,,,,,,,,,
"1721517517.821",,,,"1.3",,,,,,,,,,,,
"1721517517.822",,,,,"-86","0.5","-0.1","9.82",,,,,,,,
"1721517517.823","1.002",,,,,,,,"0","-0.01","0.02","0.78",,,,
"1721517517.824",,,,,,,,,,,,,"2.35","0.78","2353937",
"1721517517.923","0.1",,,,,,,,,,,,,,,
"1721517518.025","0.201",,,,,,,,,,,,,,,
"1721517518.126","0.302",,,,,,,,,,,,,,,
"1721517518.226","0.403",,,,,,,,,,,,,,,
"1721517518.327","0.504",,,,,,,,,,,,,,,
"1721517518.428","0.605",,,,,,,,,,,,,,,
"1721517518.529","0.706",,,,,,,,,,,,,,,
"1721517518.63","0.807",,,,,,,,,,,,,,,
"1721517518.731","0.908",,,,,,,,,,,,,,,
"1721517518.832","1.009",,,,,,,,,,,,,,,
"1721517518.933","1.11",,,,,,,,,,,,,,,
"1721517519.034","1.211",,,,,,,,,,,,,,,
"1721517519.135","1.312",,,,,,,,,,,,,,,
"1721517519.236","1.413",,,,,,,,,,,,,,,
"1721517519.337","1.514",,,,,,,,,,,,,,,
"1721517519.438","1.615",,,,,,,,,,,,,,,
"1721517519.539","1.716",,,,,,,,,,,,,,,
"1721517519.64","1.817",,,,,,,,,,,,,,,
"1721517519.741","1.918",,,,,,,,,,,,,,,
"1721517519.75",,"0","2.1","1.3",,,,,,,,,,,,
"1721517519.751",,,,,"-87","0.51","-0.05",,,,,,,,,
"1721517519.752",,,,,,,,"9.84","0","0","-0.01","0.78",,,,
"1721517519.753",,,,,,,,,,,,,"2.35","0.78","2354911",
"1721517519.842","0.09",,,,,,,,,,,,,,,
"1721517519.943","0.191",,,,,,,,,,,,,,,
"1721517520.044","0.292",,,,,,,,,,,,,,,
"1721517520.145","0.393",,,,,,,,,,,,,,,
"1721517520.246","0.494",,,,,,,,,,,,,,,
"1721517520.347","0.595",,,,,,,,,,,,,,,
"1721517520.448","0.696",,,,,,,,,,,,,,,
"1721517520.549","0.797",,,,,,,,,,,,,,,
"1721517520.65","0.898",,,,,,,,,,,,,,,
"1721517520.752","0.999",,,,,,,,,,,,,,,
"1721517520.753",,"0","2.1","1.3",,,,,,,,,,,,
"1721517520.754",,,,,"-87","0.49","-0.08",,,,,,,,,
"1721517520.755",,,,,,,,"9.86","0","-0.01","0.01",,,,,
"1721517520.756",,,,,,,,,,,,"0.78","2.35",,,
"1721517520.809",,,,,,,,,,,,,,"0.78","2356869",
"1721517520.852","0.096",,,,,,,,,,,,,,,
"1721517520.954","0.197",,,,,,,,,,,,,,,
"1721517521.054","0.298",,,,,,,,,,,,,,,
"1721517521.155","0.399",,,,,,,,,,,,,,,
"1721517521.256","0.5",,,,,,,,,,,,,,,
"1721517521.357","0.601",,,,,,,,,,,,,,,
"1721517521.459","0.702",,,,,,,,,,,,,,,
"1721517521.56","0.803",,,,,,,,,,,,,,,
"1721517521.66","0.904",,,,,,,,,,,,,,,
"1721517521.757",,"0","2.1",,,,,,,,,,,,,
"1721517521.758",,,,"1.3","-88","0.49",,,,,,,,,,
"1721517521.759",,,,,,,"-0.04","9.87","0","0.01",,,,,,
"1721517521.76",,,,,,,,,,,"0.01","0.78","2.35","0.78",,
"1721517521.761","0.001",,,,,,,,,,,,,,"2357874",
"1721517521.862","0.102",,,,,,,,,,,,,,,
"1721517521.964","0.203",,,,,,,,,,,,,,,
"1721517522.064","0.304",,,,,,,,,,,,,,,
"1721517522.165","0.405",,,,,,,,,,,,,,,
"1721517522.266","0.506",,,,,,,,,,,,,,,
"1721517522.368","0.607",,,,,,,,,,,,,,,
"1721517522.468","0.708",,,,,,,,,,,,,,,
"1721517522.569","0.809",,,,,,,,,,,,,,,
"1721517522.671","0.91",,,,,,,,,,,,,,,
"1721517522.76",,"0",,,,,,,,,,,,,,
"1721517522.761",,,"2.1","1.3",,,,,,,,,,,,
"1721517522.762",,,,,"-88","0.47","-0.18",,,,,,,,,
"1721517522.763",,,,,,,,"9.88","0.01","-0.02","0.02","0.78",,,,
"1721517522.764",,,,,,,,,,,,,"2.35","0.78","2358878",
"1721517522.771","0.007",,,,,,,,,,,,,,,
"1721517522.873","0.108",,,,,,,,,,,,,,,
"1721517522.975","0.209",,,,,,,,,,,,,,,
"1721517523.074","0.31",,,,,,,,,,,,,,,
"1721517523.176","0.411",,,,,,,,,,,,,,,
"1721517523.276","0.512",,,,,,,,,,,,,,,
"1721517523.377","0.613",,,,,,,,,,,,,,,
"1721517523.478","0.714",,,,,,,,,,,,,,,
"1721517523.579","0.815",,,,,,,,,,,,,,,
"1721517523.681","0.916",,,,,,,,,,,,,,,
"1721517523.763",,"0","2.1","1.3",,,,,,,,,,,,
"1721517523.764",,,,,"-87","0.46","-0.23","9.89",,,,,,,,
"1721517523.765",,,,,,,,,"-0.02","0","-0.04",,,,,
"1721517523.766",,,,,,,,,,,,"0.78","2.35","0.78","2359881",
"1721517523.781","0.015",,,,,,,,,,,,,,,
"1721517523.883","0.116",,,,,,,,,,,,,,,
"1721517523.983","0.217",,,,,,,,,,,,,,,
"1721517524.084","0.318",,,,,,,,,,,,,,,
"1721517524.185","0.419",,,,,,,,,,,,,,,
"1721517524.286","0.52",,,,,,,,,,,,,,,
"1721517524.388","0.621",,,,,,,,,,,,,,,
"1721517524.488","0.722",,,,,,,,,,,,,,,
"1721517524.589","0.823",,,,,,,,,,,,,,,
"1721517524.69","0.924",,,,,,,,,,,,,,,
"1721517524.766",,"0","2.1",,,,,,,,,,,,,
"1721517524.767",,,,"1.3","-88","0.51","-0.21",,,,,,,,,
"1721517524.768",,,,,,,,"9.86","-0.03","0",,,,,,
"1721517524.769",,,,,,,,,,,"0","0.78","2.35","0.78",,
"1721517524.77",,,,,,,,,,,,,,,"2360883",
"1721517524.791","0.022",,,,,,,,,,,,,,,
"1721517524.892","0.123",,,,,,,,,,,,,,,
"1721517524.993","0.224",,,,,,,,,,,,,,,
"1721517525.094","0.325",,,,,,,,,,,,,,,
"1721517525.195","0.426",,,,,,,,,,,,,,,
"1721517525.296","0.527",,,,,,,,,,,,,,,
"1721517525.398","0.628",,,,,,,,,,,,,,,
"1721517525.498","0.729",,,,,,,,,,,,,,,
"1721517525.599","0.83",,,,,,,,,,,,,,,
"1721517525.7","0.931",,,,,,,,,,,,,,,
"1721517525.768",,"0","2.1",,,,,,,,,,,,,
"1721517525.769",,,,"1.3","-87","0.48",,,,,,,,,,
"1721517525.77",,,,,,,"-0.15","9.91","0.01",,,,,,,
"1721517525.771",,,,,,,,,,"0.03","-0.01","0.78","2.35",,,
"1721517525.772",,,,,,,,,,,,,,"0.78","2361886",
"1721517525.801","0.03",,,,,,,,,,,,,,,
"1721517525.903","0.131",,,,,,,,,,,,,,,
"1721517526.003","0.232",,,,,,,,,,,,,,,
"1721517526.104","0.333",,,,,,,,,,,,,,,
"1721517526.205","0.434",,,,,,,,,,,,,,,
"1721517526.306","0.535",,,,,,,,,,,,,,,
"1721517526.407","0.636",,,,,,,,,,,,,,,
"1721517526.508","0.737",,,,,,,,,,,,,,,
"1721517526.609","0.838",,,,,,,,,,,,,,,
"1721517526.71","0.939",,,,,,,,,,,,,,,
"1721517526.769",,"0",,,,,,,,,,,,,,
"1721517526.77",,,"2.1","1.3","-87",,,,,,,,,,,
"1721517526.771",,,,,,"0.49","-0.2",,,,,,,,,
"1721517526.772",,,,,,,,"9.86","0","0.03","0.02",,,,,
"1721517526.773",,,,,,,,,,,,"0.78","2.35","0.78","2362888",
"1721517526.811","0.038",,,,,,,,,,,,,,,
"1721517526.913","0.139",,,,,,,,,,,,,,,
"1721517527.014","0.24",,,,,,,,,,,,,,,
"1721517527.114","0.341",,,,,,,,,,,,,,,
"1721517527.215","0.442",,,,,,,,,,,,,,,
"1721517527.316","0.543",,,,,,,,,,,,,,,
"1721517527.417","0.644",,,,,,,,,,,,,,,
"1721517527.518","0.745",,,,,,,,,,,,,,,
"1721517527.619","0.846",,,,,,,,,,,,,,,
"1721517527.728","0.947",,,,,,,,,,,,,,,
"1721517527.771",,"0",,,,,,,,,,,,,,
"1721517527.772",,,"2.1","1.3","-90",,,,,,,,,,,
"1721517527.773",,,,,,"0.49","-0.24","9.91",,,,,,,,
"1721517527.774",,,,,,,,,"0","0","0.05","0.78",,,,
"1721517527.775",,,,,,,,,,,,,"2.35","0.78","2363890",
"1721517527.821","0.046",,,,,,,,,,,,,,,
"1721517527.923","0.147",,,,,,,,,,,,,,,
"1721517528.023","0.248",,,,,,,,,,,,,,,
"1721517528.124","0.349",,,,,,,,,,,,,,,
"1721517528.226","0.45",,,,,,,,,,,,,,,
"1721517528.326","0.551",,,,,,,,,,,,,,,
"1721517528.427","0.652",,,,,,,,,,,,,,,
"1721517528.528","0.753",,,,,,,,,,,,,,,
"1721517528.629","0.854",,,,,,,,,,,,,,,
"1721517528.73","0.955",,,,,,,,,,,,,,,
"1721517528.776",,"0","2.1","1.3",,,,,,,,,,,,
"1721517528.777",,,,,"-88","0.47",,,,,,,,,,
"1721517528.778",,,,,,,"-0.22","9.87","0.04",,,,,,,
"1721517528.779",,,,,,,,,,"0.03","0",,,,,
"1721517528.78",,,,,,,,,,,,"0.78","2.35","0.78","2364892",
"1721517528.831","0.052",,,,,,,,,,,,,,,
"1721517528.932","0.153",,,,,,,,,,,,,,,
"1721517529.033","0.254",,,,,,,,,,,,,,,
"1721517529.134","0.355",,,,,,,,,,,,,,,
"1721517529.235","0.456",,,,,,,,,,,,,,,
"1721517529.336","0.557",,,,,,,,,,,,,,,
"1721517529.437","0.658",,,,,,,,,,,,,,,
"1721517529.538","0.759",,,,,,,,,,,,,,,
"1721517529.639","0.86",,,,,,,,,,,,,,,
"1721517529.74","0.961",,,,,,,,,,,,,,,
"1721517529.841","1.062",,,,,,,,,,,,,,,
"1721517529.942","1.163",,,,,,,,,,,,,,,
"1721517530.043","1.264",,,,,,,,,,,,,,,
"1721517530.145","1.365",,,,,,,,,,,,,,,
"1721517530.245","1.466",,,,,,,,,,,,,,,
"1721517530.346","1.567",,,,,,,,,,,,,,,
"1721517530.448","1.668",,,,,,,,,,,,,,,
"1721517530.548","1.769",,,,,,,,,,,,,,,
"1721517530.649","1.87",,,,,,,,,,,,,,,
"1721517530.707",,"0",,,,,,,,,,,,,,
"1721517530.708",,,"2.1","1.3",,,,,,,,,,,,
"1721517530.709",,,,,"-86","0.52","-0.34",,,,,,,,,
"1721517530.71",,,,,,,,"9.89","0","0","0.01",,,,,
"1721517530.711",,,,,,,,,,,,"0.78","2.35","0.78","2365868",
"1721517530.75","0.039",,,,,,,,,,,,,,,
"1721517530.852","0.14",,,,,,,,,,,,,,,
"1721517530.953","0.241",,,,,,,,,,,,,,,
"1721517531.053","0.342",,,,,,,,,,,,,,,
"1721517531.154","0.443",,,,,,,,,,,,,,,
"1721517531.255","0.544",,,,,,,,,,,,,,,
"1721517531.356","0.645",,,,,,,,,,,,,,,
"1721517531.457","0.746",,,,,,,,,,,,,,,
"1721517531.558","0.847",,,,,,,,,,,,,,,
"1721517531.659","0.948",,,,,,,,,,,,,,,
"1721517531.712",,"0","2.1","1.3",,,,,,,,,,,,
"1721517531.713",,,,,"-88","0.46","-0.11","9.88",,,,,,,,
"1721517531.714",,,,,,,,,"-0.01","0.02","0","0.78",,,,
"1721517531.715",,,,,,,,,,,,,"2.35","0.78","2367828",
"1721517531.76","0.046",,,,,,,,,,,,,,,
"1721517531.862","0.147",,,,,,,,,,,,,,,
"1721517531.962","0.248",,,,,,,,,,,,,,,
"1721517532.064","0.349",,,,,,,,,,,,,,,
"1721517532.164","0.45",,,,,,,,,,,,,,,
"1721517532.265","0.551",,,,,,,,,,,,,,,
"1721517532.366","0.652",,,,,,,,,,,,,,,
"1721517532.467","0.753",,,,,,,,,,,,,,,
"1721517532.568","0.854",,,,,,,,,,,,,,,
"1721517532.669","0.955",,,,,,,,,,,,,,,
"1721517532.715",,"0","2.1",,,,,,,,,,,,,
"1721517532.716",,,,"1.3","-87","0.59",,,,,,,,,,
"1721517532.717",,,,,,,"-0.12","9.85",,,,,,,,
"1721517532.718",,,,,,,,,"0.04","0","0.02","0.78","2.35",,,
"1721517532.719",,,,,,,,,,,,,,"0.78","2368832",
"1721517532.77","0.052",,,,,,,,,,,,,,,
"1721517532.871","0.153",,,,,,,,,,,,,,,
"1721517532.972","0.254",,,,,,,,,,,,,,,
"1721517533.073","0.355",,,,,,,,,,,,,,,
"1721517533.174","0.456",,,,,,,,,,,,,,,
"1721517533.275","0.557",,,,,,,,,,,,,,,
"1721517533.376","0.658",,,,,,,,,,,,,,,
"1721517533.477","0.759",,,,,,,,,,,,,,,
"1721517533.578","0.86",,,,,,,,,,,,,,,
"1721517533.679","0.961",,,,,,,,,,,,,,,
"1721517533.718",,"0","2.1","1.3",,,,,,,,,,,,
"1721517533.719",,,,,"-89","0.5","-0.05",,,,,,,,,
"1721517533.72",,,,,,,,"9.89","0.03","0","0.03",,,,,
"1721517533.721",,,,,,,,,,,,"0.78","2.35","0.78","2369836",
"1721517533.78","0.059",,,,,,,,,,,,,,,
"1721517533.881","0.16",,,,,,,,,,,,,,,
"1721517533.982","0.261",,,,,,,,,,,,,,,
"1721517534.083","0.362",,,,,,,,,,,,,,,
"1721517534.184","0.463",,,,,,,,,,,,,,,
"1721517534.286","0.564",,,,,,,,,,,,,,,
"1721517534.386","0.665",,,,,,,,,,,,,,,
"1721517534.487","0.766",,,,,,,,,,,,,,,
"1721517534.588","0.867",,,,,,,,,,,,,,,
"1721517534.689","0.968",,,,,,,,,,,,,,,
"1721517534.721",,"0","2.1","1.3",,,,,,,,,,,,
"1721517534.722",,,,,"-89","0.48",,,,,,,,,,
"1721517534.723",,,,,,,"-0.06","9.84","0",,,,,,,
"1721517534.724",,,,,,,,,,"0.03","0","0.78","2.35",,,
"1721517534.725",,,,,,,,,,,,,,"0.78","2370838",
"1721517534.79","0.066",,,,,,,,,,,,,,,
"1721517534.892","0.167",,,,,,,,,,,,,,,
"1721517534.992","0.268",,,,,,,,,,,,,,,
"1721517535.093","0.369",,,,,,,,,,,,,,,
"1721517535.194","0.47",,,,,,,,,,,,,,,
"1721517535.295","0.571",,,,,,,,,,,,,,,
"1721517535.396","0.672",,,,,,,,,,,,,,,
"1721517535.497","0.773",,,,,,,,,,,,,,,
"1721517535.598","0.874",,,,,,,,,,,,,,,
"1721517535.699","0.975",,,,,,,,,,,,,,,
"1721517535.723",,"0","2.1",,,,,,,,,,,,,
"1721517535.724",,,,"1.3","-88",,,,,,,,,,,
"1721517535.725",,,,,,"0.49","-0.06","9.85",,,,,,,,
"1721517535.726",,,,,,,,,"-0.03","-0.03","0","0.78","2.35","0.78",,
"1721517535.727",,,,,,,,,,,,,,,"2371841",
"1721517535.8","0.074",,,,,,,,,,,,,,,
"1721517535.902","0.175",,,,,,,,,,,,,,,
"1721517536.003","0.276",,,,,,,,,,,,,,,
"1721517536.103","0.377",,,,,,,,,,,,,,,
"1721517536.204","0.478",,,,,,,,,,,,,,,
"1721517536.305","0.579",,,,,,,,,,,,,,,
"1721517536.406","0.68",,,,,,,,,,,,,,,
"1721517536.507","0.781",,,,,,,,,,,,,,,
"1721517536.608","0.882",,,,,,,,,,,,,,,
"1721517536.709","0.983",,,,,,,,,,,,,,,
"1721517536.724",,"0",,,,,,,,,,,,,,
"1721517536.725",,,"2.1",,,,,,,,,,,,,
"1721517536.726",,,,"1.3","-88","0.52","-0.16","9.86",,,,,,,,
"1721517536.727",,,,,,,,,"0.01","0","0",,,,,
"1721517536.728",,,,,,,,,,,,"0.78","2.35","0.78",,
"1721517536.729",,,,,,,,,,,,,,,"2372843",
"1721517536.81","0.082",,,,,,,,,,,,,,,
"1721517536.911","0.183",,,,,,,,,,,,,,,
"1721517537.012","0.284",,,,,,,,,,,,,,,
"1721517537.114","0.385",,,,,,,,,,,,,,,
"1721517537.214","0.486",,,,,,,,,,,,,,,
"1721517537.315","0.587",,,,,,,,,,,,,,,
"1721517537.416","0.688",,,,,,,,,,,,,,,
"1721517537.517","0.789",,,,,,,,,,,,,,,
"1721517537.618","0.89",,,,,,,,,,,,,,,
"1721517537.719","0.991",,,,,,,,,,,,,,,
"1721517537.728",,"0","2.1","1.3",,,,,,,,,,,,
"1721517537.729",,,,,"-88","0.51",,,,,,,,,,
"1721517537.73",,,,,,,"-0.27","9.87","0","0",,,,,,
"1721517537.731",,,,,,,,,,,"0","0.78","2.35","0.78",,
"1721517537.732",,,,,,,,,,,,,,,"2373845",
"1721517537.82","0.089",,,,,,,,,,,,,,,
"1721517537.922","0.19",,,,,,,,,,,,,,,
"1721517538.022","0.291",,,,,,,,,,,,,,,
"1721517538.123","0.392",,,,,,,,,,,,,,,
"1721517538.225","0.493",,,,,,,,,,,,,,,
"1721517538.325","0.594",,,,,,,,,,,,,,,
"1721517538.426","0.695",,,,,,,,,,,,,,,
"1721517538.527","0.796",,,,,,,,,,,,,,,
"1721517538.628","0.897",,,,,,,,,,,,,,,
"1721517538.729","0.998",,,,,,,,,,,,,,,
"1721517538.732",,"0","2.1",,,,,,,,,,,,,
"1721517538.733",,,,"1.3","-87","0.44",,,,,,,,,,
"1721517538.734",,,,,,,"-0.11","9.9","0.01","-0.02",,,,,,
"1721517538.735",,,,,,,,,,,"0.02","0.78","2.35",,,
"1721517538.736",,,,,,,,,,,,,,"0.78","2374848",
"1721517538.83","0.095",,,,,,,,,,,,,,,
"1721517538.932","0.196",,,,,,,,,,,,,,,
"1721517539.033","0.297",,,,,,,,,,,,,,,
"1721517539.133","0.398",,,,,,,,,,,,,,,
"1721517539.234","0.499",,,,,,,,,,,,,,,
"1721517539.335","0.6",,,,,,,,,,,,,,,
"1721517539.436","0.701",,,,,,,,,,,,,,,
"1721517539.537","0.802",,,,,,,,,,,,,,,
"1721517539.638","0.903",,,,,,,,,,,,,,,
"1721517539.735",,"0",,,,,,,,,,,,,,
"1721517539.736",,,"2.1","1.3","-88",,,,,,,,,,,
"1721517539.737",,,,,,"0.5","-0.32","9.9",,,,,,,,
"1721517539.738",,,,,,,,,"0","0.03","-0.01","0.78",,,,
"1721517539.739",,,,,,,,,,,,,"2.35","0.78","2375852",
"1721517539.74","1.004",,,,,,,,,,,,,,,
"1721517539.841","0.101",,,,,,,,,,,,,,,
"1721517539.941","0.202",,,,,,,,,,,,,,,
"1721517540.042","0.303",,,,,,,,,,,,,,,
"1721517540.143","0.404",,,,,,,,,,,,,,,
