timestamp(ms),Data age,State,Altitude,Verticalvel,RSSI,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Pitch,Yaw,Roll,Uptime,
"1721516988.583","0.715",,,,,,,,,,,,,,,
"1721516988.684","0.816",,,,,,,,,,,,,,,
"1721516988.785","0.917",,,,,,,,,,,,,,,
"1721516988.869",,"0","1.4","1.27",,,,,,,,,,,,
"1721516988.87",,,,,"-81","0.52","-0.14",,,,,,,,,
"1721516988.871",,,,,,,,"9.88","0","0.01","0.01",,,,,
"1721516988.872",,,,,,,,,,,,"1.54","-3.09","2.85","1824985",
"1721516988.886","0.013",,,,,,,,,,,,,,,
"1721516988.987","0.114",,,,,,,,,,,,,,,
"1721516989.088","0.215",,,,,,,,,,,,,,,
"1721516989.189","0.316",,,,,,,,,,,,,,,
"1721516989.29","0.417",,,,,,,,,,,,,,,
"1721516989.391","0.518",,,,,,,,,,,,,,,
"1721516989.492","0.619",,,,,,,,,,,,,,,
"1721516989.593","0.72",,,,,,,,,,,,,,,
"1721516989.694","0.821",,,,,,,,,,,,,,,
"1721516989.795","0.922",,,,,,,,,,,,,,,
"1721516989.873",,"0","1.3","1.27",,,,,,,,,,,,
"1721516989.874",,,,,"-81","0.49","-0.17",,,,,,,,,
"1721516989.875",,,,,,,,"9.88","0","-0.01","0","1.53",,,,
"1721516989.876",,,,,,,,,,,,,"-3.09","2.84",,
"1721516989.877",,,,,,,,,,,,,,,"1825990",
"1721516989.896","0.02",,,,,,,,,,,,,,,
"1721516989.997","0.121",,,,,,,,,,,,,,,
"1721516990.098","0.222",,,,,,,,,,,,,,,
"1721516990.199","0.323",,,,,,,,,,,,,,,
"1721516990.3","0.424",,,,,,,,,,,,,,,
"1721516990.401","0.525",,,,,,,,,,,,,,,
"1721516990.502","0.626",,,,,,,,,,,,,,,
"1721516990.603","0.727",,,,,,,,,,,,,,,
"1721516990.704","0.828",,,,,,,,,,,,,,,
"1721516990.805","0.929",,,,,,,,,,,,,,,
"1721516990.875",,"0",,,,,,,,,,,,,,
"1721516990.876",,,"1.3","1.27","-81",,,,,,,,,,,
"1721516990.877",,,,,,"0.51","-0.16","9.86","-0.01",,,,,,,
"1721516990.878",,,,,,,,,,"-0.02","-0.03","1.53","-3.09",,,
"1721516990.879",,,,,,,,,,,,,,"2.84","1826994",
"1721516990.905","0.027",,,,,,,,,,,,,,,
"1721516991.007","0.128",,,,,,,,,,,,,,,
"1721516991.108","0.229",,,,,,,,,,,,,,,
"1721516991.209","0.33",,,,,,,,,,,,,,,
"1721516991.31","0.431",,,,,,,,,,,,,,,
"1721516991.412","0.532",,,,,,,,,,,,,,,
"1721516991.512","0.633",,,,,,,,,,,,,,,
"1721516991.613","0.734",,,,,,,,,,,,,,,
"1721516991.714","0.835",,,,,,,,,,,,,,,
"1721516991.815","0.936",,,,,,,,,,,,,,,
"1721516991.878",,"0","1.3",,,,,,,,,,,,,
"1721516991.879",,,,"1.27","-81",,,,,,,,,,,
"1721516991.88",,,,,,"0.52","-0.17","9.87","0.02","0",,,,,,
"1721516991.881",,,,,,,,,,,"-0.01","1.53","-3.09",,,
"1721516991.882",,,,,,,,,,,,,,"2.84","1827997",
"1721516991.916","0.034",,,,,,,,,,,,,,,
"1721516992.017","0.135",,,,,,,,,,,,,,,
"1721516992.119","0.236",,,,,,,,,,,,,,,
"1721516992.219","0.337",,,,,,,,,,,,,,,
"1721516992.32","0.438",,,,,,,,,,,,,,,
"1721516992.421","0.539",,,,,,,,,,,,,,,
"1721516992.522","0.64",,,,,,,,,,,,,,,
"1721516992.623","0.741",,,,,,,,,,,,,,,
"1721516992.724","0.842",,,,,,,,,,,,,,,
"1721516992.825","0.943",,,,,,,,,,,,,,,
"1721516992.926","1.044",,,,,,,,,,,,,,,
"1721516993.027","1.145",,,,,,,,,,,,,,,
"1721516993.128","1.246",,,,,,,,,,,,,,,
"1721516993.229","1.347",,,,,,,,,,,,,,,
"1721516993.33","1.448",,,,,,,,,,,,,,,
"1721516993.431","1.549",,,,,,,,,,,,,,,
"1721516993.532","1.65",,,,,,,,,,,,,,,
"1721516993.633","1.751",,,,,,,,,,,,,,,
"1721516993.734","1.852",,,,,,,,,,,,,,,
"1721516993.807",,"0","1.4",,,,,,,,,,,,,
"1721516993.808",,,,"1.27","-80","0.5",,,,,,,,,,
"1721516993.809",,,,,,,"-0.15","9.9","0","0",,,,,,
"1721516993.81",,,,,,,,,,,"0","1.53","-3.09","2.85","1828968",
"1721516993.835","0.024",,,,,,,,,,,,,,,
"1721516993.936","0.125",,,,,,,,,,,,,,,
"1721516994.037","0.226",,,,,,,,,,,,,,,
"1721516994.138","0.327",,,,,,,,,,,,,,,
"1721516994.239","0.428",,,,,,,,,,,,,,,
"1721516994.34","0.529",,,,,,,,,,,,,,,
"1721516994.441","0.63",,,,,,,,,,,,,,,
"1721516994.542","0.731",,,,,,,,,,,,,,,
"1721516994.643","0.832",,,,,,,,,,,,,,,
"1721516994.744","0.933",,,,,,,,,,,,,,,
"1721516994.81",,"0","1.4",,,,,,,,,,,,,
"1721516994.811",,,,"1.27","-81",,,,,,,,,,,
"1721516994.849",,,,,,"0.51","-0.17","9.91",,,,,,,,
"1721516994.85","0.031",,,,,,,,"0","0","0.02","1.53","-3.09","2.86","1830928",
"1721516994.946","0.132",,,,,,,,,,,,,,,
"1721516995.047","0.233",,,,,,,,,,,,,,,
"1721516995.148","0.334",,,,,,,,,,,,,,,
"1721516995.249","0.435",,,,,,,,,,,,,,,
"1721516995.35","0.536",,,,,,,,,,,,,,,
"1721516995.451","0.637",,,,,,,,,,,,,,,
"1721516995.552","0.738",,,,,,,,,,,,,,,
"1721516995.653","0.839",,,,,,,,,,,,,,,
"1721516995.754","0.94",,,,,,,,,,,,,,,
"1721516995.812",,"0","1.8","1.3",,,,,,,,,,,,
"1721516995.813",,,,,"-82","0.5","-0.16",,,,,,,,,
"1721516995.814",,,,,,,,"9.88","-0.01","0.01","0","1.53",,,,
"1721516995.815",,,,,,,,,,,,,"-3.09","2.86","1831931",
"1721516995.854","0.039",,,,,,,,,,,,,,,
"1721516995.956","0.14",,,,,,,,,,,,,,,
"1721516996.057","0.241",,,,,,,,,,,,,,,
"1721516996.158","0.342",,,,,,,,,,,,,,,
"1721516996.259","0.443",,,,,,,,,,,,,,,
"1721516996.36","0.544",,,,,,,,,,,,,,,
"1721516996.461","0.645",,,,,,,,,,,,,,,
"1721516996.562","0.746",,,,,,,,,,,,,,,
"1721516996.663","0.847",,,,,,,,,,,,,,,
"1721516996.764","0.948",,,,,,,,,,,,,,,
"1721516996.815",,"0",,,,,,,,,,,,,,
"1721516996.816",,,"1.8","1.3","-80",,,,,,,,,,,
"1721516996.817",,,,,,"0.5","-0.18","9.9",,,,,,,,
"1721516996.818",,,,,,,,,"0.03",,,,,,,
"1721516996.819",,,,,,,,,,"0.03","0","1.53","-3.09","2.86",,
"1721516996.82",,,,,,,,,,,,,,,"1832933",
"1721516996.864","0.046",,,,,,,,,,,,,,,
"1721516996.966","0.147",,,,,,,,,,,,,,,
"1721516997.068","0.248",,,,,,,,,,,,,,,
"1721516997.168","0.349",,,,,,,,,,,,,,,
"1721516997.269","0.45",,,,,,,,,,,,,,,
"1721516997.37","0.551",,,,,,,,,,,,,,,
"1721516997.471","0.652",,,,,,,,,,,,,,,
"1721516997.572","0.753",,,,,,,,,,,,,,,
"1721516997.673","0.854",,,,,,,,,,,,,,,
"1721516997.774","0.955",,,,,,,,,,,,,,,
"1721516997.819",,"0","1.7",,,,,,,,,,,,,
"1721516997.82",,,,"1.29","-80","0.51",,,,,,,,,,
"1721516997.821",,,,,,,"-0.13","9.88","0","0",,,,,,
"1721516997.822",,,,,,,,,,,"0","1.53","-3.09","2.86","1833937",
"1721516997.875","0.052",,,,,,,,,,,,,,,
"1721516997.976","0.153",,,,,,,,,,,,,,,
"1721516998.077","0.254",,,,,,,,,,,,,,,
"1721516998.178","0.355",,,,,,,,,,,,,,,
"1721516998.279","0.456",,,,,,,,,,,,,,,
"1721516998.38","0.557",,,,,,,,,,,,,,,
"1721516998.481","0.658",,,,,,,,,,,,,,,
"1721516998.582","0.759",,,,,,,,,,,,,,,
"1721516998.683","0.86",,,,,,,,,,,,,,,
"1721516998.784","0.961",,,,,,,,,,,,,,,
"1721516998.823",,"0","1.9",,,,,,,,,,,,,
"1721516998.824",,,,"1.29","-80","0.52",,,,,,,,,,
"1721516998.825",,,,,,,"-0.18","9.88","0.01",,,,,,,
"1721516998.826",,,,,,,,,,"-0.01","0.01","1.54","-3.09",,,
"1721516998.827",,,,,,,,,,,,,,"2.87","1834940",
"1721516998.885","0.058",,,,,,,,,,,,,,,
"1721516998.986","0.159",,,,,,,,,,,,,,,
"1721516999.087","0.26",,,,,,,,,,,,,,,
"1721516999.188","0.361",,,,,,,,,,,,,,,
"1721516999.289","0.462",,,,,,,,,,,,,,,
"1721516999.39","0.563",,,,,,,,,,,,,,,
"1721516999.491","0.664",,,,,,,,,,,,,,,
"1721516999.592","0.765",,,,,,,,,,,,,,,
"1721516999.693","0.866",,,,,,,,,,,,,,,
"1721516999.794","0.967",,,,,,,,,,,,,,,
"1721516999.825",,"0","1.7",,,,,,,,,,,,,
"1721516999.826",,,,"1.27","-80",,,,,,,,,,,
"1721516999.827",,,,,,"0.51","-0.13","9.88",,,,,,,,
"1721516999.828",,,,,,,,,"0.01","-0.01","-0.02","1.54",,,,
"1721516999.829",,,,,,,,,,,,,"-3.09","2.88","1835944",
"1721516999.895","0.066",,,,,,,,,,,,,,,
"1721516999.996","0.167",,,,,,,,,,,,,,,
"1721517000.097","0.268",,,,,,,,,,,,,,,
"1721517000.198","0.369",,,,,,,,,,,,,,,
"1721517000.299","0.47",,,,,,,,,,,,,,,
"1721517000.4","0.571",,,,,,,,,,,,,,,
"1721517000.501","0.672",,,,,,,,,,,,,,,
"1721517000.602","0.773",,,,,,,,,,,,,,,
"1721517000.703","0.874",,,,,,,,,,,,,,,
"1721517000.804","0.975",,,,,,,,,,,,,,,
"1721517000.827",,"0","1.6",,,,,,,,,,,,,
"1721517000.828",,,,"1.27","-81",,,,,,,,,,,
"1721517000.829",,,,,,"0.52","-0.19","9.88","0",,,,,,,
"1721517000.83",,,,,,,,,,"-0.01","0.03","1.54","-3.09",,,
"1721517000.831",,,,,,,,,,,,,,"2.88","1836946",
"1721517000.905","0.074",,,,,,,,,,,,,,,
"1721517001.006","0.175",,,,,,,,,,,,,,,
"1721517001.107","0.276",,,,,,,,,,,,,,,
"1721517001.208","0.377",,,,,,,,,,,,,,,
"1721517001.309","0.478",,,,,,,,,,,,,,,
"1721517001.41","0.579",,,,,,,,,,,,,,,
"1721517001.511","0.68",,,,,,,,,,,,,,,
"1721517001.612","0.781",,,,,,,,,,,,,,,
"1721517001.713","0.882",,,,,,,,,,,,,,,
"1721517001.814","0.983",,,,,,,,,,,,,,,
"1721517001.83",,"0","1.6","1.25",,,,,,,,,,,,
"1721517001.831",,,,,"-80","0.5","-0.15",,,,,,,,,
"1721517001.832",,,,,,,,"9.87","0.01","0.02",,,,,,
"1721517001.833",,,,,,,,,,,"0.02","1.54","-3.09",,,
"1721517001.834",,,,,,,,,,,,,,"2.87","1837948",
"1721517001.914","0.081",,,,,,,,,,,,,,,
"1721517002.016","0.182",,,,,,,,,,,,,,,
"1721517002.117","0.283",,,,,,,,,,,,,,,
"1721517002.218","0.384",,,,,,,,,,,,,,,
"1721517002.319","0.485",,,,,,,,,,,,,,,
"1721517002.42","0.586",,,,,,,,,,,,,,,
"1721517002.521","0.687",,,,,,,,,,,,,,,
"1721517002.622","0.788",,,,,,,,,,,,,,,
"1721517002.723","0.889",,,,,,,,,,,,,,,
"1721517002.824","0.99",,,,,,,,,,,,,,,
"1721517002.832",,"0",,,,,,,,,,,,,,
"1721517002.833",,,"1.6","1.25",,,,,,,,,,,,
"1721517002.834",,,,,"-81","0.49","-0.14","9.87",,,,,,,,
"1721517002.835",,,,,,,,,"-0.02","-0.02","-0.04",,,,,
"1721517002.836",,,,,,,,,,,,"1.53","-3.09","2.88","1838951",
"1721517002.924","0.088",,,,,,,,,,,,,,,
"1721517003.026","0.189",,,,,,,,,,,,,,,
"1721517003.127","0.29",,,,,,,,,,,,,,,
"1721517003.228","0.391",,,,,,,,,,,,,,,
"1721517003.329","0.492",,,,,,,,,,,,,,,
"1721517003.43","0.593",,,,,,,,,,,,,,,
"1721517003.531","0.694",,,,,,,,,,,,,,,
"1721517003.632","0.795",,,,,,,,,,,,,,,
"1721517003.733","0.896",,,,,,,,,,,,,,,
"1721517003.834","0.997",,,,,,,,,,,,,,,
"1721517003.935","1.098",,,,,,,,,,,,,,,
"1721517004.036","1.199",,,,,,,,,,,,,,,
"1721517004.137","1.3",,,,,,,,,,,,,,,
"1721517004.238","1.401",,,,,,,,,,,,,,,
"1721517004.339","1.502",,,,,,,,,,,,,,,
"1721517004.44","1.603",,,,,,,,,,,,,,,
"1721517004.541","1.704",,,,,,,,,,,,,,,
"1721517004.642","1.805",,,,,,,,,,,,,,,
"1721517004.743","1.906",,,,,,,,,,,,,,,
"1721517004.765",,"0","1.5","1.25",,,,,,,,,,,,
"1721517004.766",,,,,"-81","0.51","-0.15","9.87",,,,,,,,
"1721517004.767",,,,,,,,,"-0.01","-0.01","0","1.53",,,,
"1721517004.768",,,,,,,,,,,,,"-3.09","2.88","1839925",
"1721517004.843","0.075",,,,,,,,,,,,,,,
"1721517004.945","0.176",,,,,,,,,,,,,,,
"1721517005.046","0.277",,,,,,,,,,,,,,,
"1721517005.147","0.378",,,,,,,,,,,,,,,
"1721517005.248","0.479",,,,,,,,,,,,,,,
"1721517005.349","0.58",,,,,,,,,,,,,,,
"1721517005.45","0.681",,,,,,,,,,,,,,,
"1721517005.551","0.782",,,,,,,,,,,,,,,
"1721517005.652","0.883",,,,,,,,,,,,,,,
"1721517005.753","0.984",,,,,,,,,,,,,,,
"1721517005.769",,"0","1.5",,,,,,,,,,,,,
"1721517005.77",,,,"1.24","-81",,,,,,,,,,,
"1721517005.771",,,,,,"0.53","-0.14","9.87","0.02",,,,,,,
"1721517005.772",,,,,,,,,,"0.03","0","1.54","-3.09",,,
"1721517005.773",,,,,,,,,,,,,,"2.88","1841886",
"1721517005.854","0.081",,,,,,,,,,,,,,,
"1721517005.955","0.182",,,,,,,,,,,,,,,
"1721517006.056","0.283",,,,,,,,,,,,,,,
"1721517006.157","0.384",,,,,,,,,,,,,,,
"1721517006.258","0.485",,,,,,,,,,,,,,,
"1721517006.359","0.586",,,,,,,,,,,,,,,
"1721517006.46","0.687",,,,,,,,,,,,,,,
"1721517006.561","0.788",,,,,,,,,,,,,,,
"1721517006.662","0.889",,,,,,,,,,,,,,,
"1721517006.763","0.99",,,,,,,,,,,,,,,
"1721517006.773",,"0","1.4",,,,,,,,,,,,,
"1721517006.774",,,,"1.25","-81",,,,,,,,,,,
"1721517006.775",,,,,,"0.5","-0.18",,,,,,,,,
"1721517006.776",,,,,,,,"9.88","0","-0.01","0","1.54",,,,
"1721517006.777",,,,,,,,,,,,,"-3.09","2.89","1842890",
"1721517006.864","0.087",,,,,,,,,,,,,,,
"1721517006.965","0.188",,,,,,,,,,,,,,,
"1721517007.066","0.289",,,,,,,,,,,,,,,
"1721517007.167","0.39",,,,,,,,,,,,,,,
"1721517007.268","0.491",,,,,,,,,,,,,,,
"1721517007.369","0.592",,,,,,,,,,,,,,,
"1721517007.47","0.693",,,,,,,,,,,,,,,
"1721517007.571","0.794",,,,,,,,,,,,,,,
"1721517007.672","0.895",,,,,,,,,,,,,,,
"1721517007.773","0.996",,,,,,,,,,,,,,,
"1721517007.776",,"0","1.6",,,,,,,,,,,,,
"1721517007.777",,,,"1.25","-81","0.5",,,,,,,,,,
"1721517007.778",,,,,,,"-0.2","9.88","0","0.02",,,,,,
"1721517007.779",,,,,,,,,,,"0.04","1.54",,,,
"1721517007.78",,,,,,,,,,,,,"-3.09","2.9","1843894",
"1721517007.873","0.094",,,,,,,,,,,,,,,
"1721517007.975","0.195",,,,,,,,,,,,,,,
"1721517008.076","0.296",,,,,,,,,,,,,,,
"1721517008.177","0.397",,,,,,,,,,,,,,,
"1721517008.278","0.498",,,,,,,,,,,,,,,
"1721517008.379","0.599",,,,,,,,,,,,,,,
"1721517008.48","0.7",,,,,,,,,,,,,,,
"1721517008.581","0.801",,,,,,,,,,,,,,,
"1721517008.682","0.902",,,,,,,,,,,,,,,
"1721517008.778",,"0",,,,,,,,,,,,,,
"1721517008.779",,,"1.6","1.25","-81","0.5",,,,,,,,,,
"1721517008.78",,,,,,,"-0.13","9.88","-0.01",,,,,,,
"1721517008.781",,,,,,,,,,"-0.02","0","1.53","-3.09",,,
"1721517008.782",,,,,,,,,,,,,,"2.9","1844898",
"1721517008.783","0.001",,,,,,,,,,,,,,,
"1721517008.884","0.102",,,,,,,,,,,,,,,
"1721517008.985","0.203",,,,,,,,,,,,,,,
"1721517009.086","0.304",,,,,,,,,,,,,,,
"1721517009.187","0.405",,,,,,,,,,,,,,,
"1721517009.288","0.506",,,,,,,,,,,,,,,
"1721517009.389","0.607",,,,,,,,,,,,,,,
"1721517009.49","0.708",,,,,,,,,,,,,,,
"1721517009.591","0.809",,,,,,,,,,,,,,,
"1721517009.692","0.91",,,,,,,,,,,,,,,
"1721517009.781",,"0","1.6",,,,,,,,,,,,,
"1721517009.782",,,,"1.25","-81","0.49",,,,,,,,,,
"1721517009.783",,,,,,,"-0.17","9.89","0.03",,,,,,,
"1721517009.784",,,,,,,,,,"-0.03","0","1.54",,,,
"1721517009.785",,,,,,,,,,,,,"-3.09","2.9","1845899",
"1721517009.792","0.008",,,,,,,,,,,,,,,
"1721517009.894","0.109",,,,,,,,,,,,,,,
"1721517009.995","0.21",,,,,,,,,,,,,,,
"1721517010.096","0.311",,,,,,,,,,,,,,,
"1721517010.197","0.412",,,,,,,,,,,,,,,
"1721517010.298","0.513",,,,,,,,,,,,,,,
"1721517010.399","0.614",,,,,,,,,,,,,,,
"1721517010.5","0.715",,,,,,,,,,,,,,,
"1721517010.601","0.816",,,,,,,,,,,,,,,
"1721517010.702","0.917",,,,,,,,,,,,,,,
"1721517010.783",,"0",,,,,,,,,,,,,,
"1721517010.784",,,"1.6","1.25","-81",,,,,,,,,,,
"1721517010.785",,,,,,"0.52","-0.15","9.85","-0.03",,,,,,,
"1721517010.786",,,,,,,,,,"-0.01","0","1.54",,,,
"1721517010.787",,,,,,,,,,,,,"-3.09","2.92","1846903",
"1721517010.802","0.016",,,,,,,,,,,,,,,
"1721517010.904","0.117",,,,,,,,,,,,,,,
"1721517011.005","0.218",,,,,,,,,,,,,,,
"1721517011.106","0.319",,,,,,,,,,,,,,,
"1721517011.207","0.42",,,,,,,,,,,,,,,
"1721517011.308","0.521",,,,,,,,,,,,,,,
"1721517011.409","0.622",,,,,,,,,,,,,,,
"1721517011.51","0.723",,,,,,,,,,,,,,,
"1721517011.611","0.824",,,,,,,,,,,,,,,
"1721517011.712","0.925",,,,,,,,,,,,,,,
"1721517011.786",,"0","1.5",,,,,,,,,,,,,
"1721517011.787",,,,"1.25","-81","0.48",,,,,,,,,,
"1721517011.788",,,,,,,"-0.19","9.89","0.01","-0.01","0",,,,,
"1721517011.789",,,,,,,,,,,,"1.53","-3.09",,,
"1721517011.79",,,,,,,,,,,,,,"2.91","1847905",
"1721517011.812","0.023",,,,,,,,,,,,,,,
"1721517011.914","0.124",,,,,,,,,,,,,,,
"1721517012.015","0.225",,,,,,,,,,,,,,,
"1721517012.116","0.326",,,,,,,,,,,,,,,
"1721517012.217","0.427",,,,,,,,,,,,,,,
"1721517012.318","0.528",,,,,,,,,,,,,,,
"1721517012.419","0.629",,,,,,,,,,,,,,,
"1721517012.52","0.73",,,,,,,,,,,,,,,
"1721517012.621","0.831",,,,,,,,,,,,,,,
"1721517012.722","0.932",,,,,,,,,,,,,,,
"1721517012.788",,"0","1.7",,,,,,,,,,,,,
"1721517012.789",,,,"1.27","-81","0.49",,,,,,,,,,
"1721517012.79",,,,,,,"-0.16","9.86","0","-0.03",,,,,,
"1721517012.791",,,,,,,,,,,"0.01","1.54","-3.09","2.91",,
"1721517012.792",,,,,,,,,,,,,,,"1848907",
"1721517012.822","0.031",,,,,,,,,,,,,,,
"1721517012.927","0.132",,,,,,,,,,,,,,,
"1721517013.025","0.233",,,,,,,,,,,,,,,
"1721517013.126","0.334",,,,,,,,,,,,,,,
"1721517013.227","0.435",,,,,,,,,,,,,,,
"1721517013.328","0.536",,,,,,,,,,,,,,,
"1721517013.429","0.637",,,,,,,,,,,,,,,
"1721517013.53","0.738",,,,,,,,,,,,,,,
"1721517013.631","0.839",,,,,,,,,,,,,,,
"1721517013.732","0.94",,,,,,,,,,,,,,,
"1721517013.791",,"0",,,,,,,,,,,,,,
"1721517013.792",,,"1.6","1.26",,,,,,,,,,,,
"1721517013.793",,,,,"-81","0.49","-0.17",,,,,,,,,
"1721517013.794",,,,,,,,"9.86","0.01","-0.01","0.03",,,,,
"1721517013.795",,,,,,,,,,,,"1.54","-3.09","2.91","1849909",
"1721517013.833","0.038",,,,,,,,,,,,,,,
"1721517013.934","0.139",,,,,,,,,,,,,,,
"1721517014.035","0.24",,,,,,,,,,,,,,,
"1721517014.136","0.341",,,,,,,,,,,,,,,
"1721517014.237","0.442",,,,,,,,,,,,,,,
"1721517014.338","0.543",,,,,,,,,,,,,,,
"1721517014.439","0.644",,,,,,,,,,,,,,,
"1721517014.54","0.745",,,,,,,,,,,,,,,
"1721517014.641","0.846",,,,,,,,,,,,,,,
"1721517014.742","0.947",,,,,,,,,,,,,,,
"1721517014.843","1.048",,,,,,,,,,,,,,,
"1721517014.944","1.149",,,,,,,,,,,,,,,
"1721517015.045","1.25",,,,,,,,,,,,,,,
"1721517015.146","1.351",,,,,,,,,,,,,,,
"1721517015.247","1.452",,,,,,,,,,,,,,,
"1721517015.348","1.553",,,,,,,,,,,,,,,
"1721517015.449","1.654",,,,,,,,,,,,,,,
"1721517015.55","1.755",,,,,,,,,,,,,,,
"1721517015.651","1.856",,,,,,,,,,,,,,,
"1721517015.72",,"0",,,,,,,,,,,,,,
"1721517015.721",,,"1.9","1.29","-81","0.46",,,,,,,,,,
"1721517015.722",,,,,,,"-0.19","9.88","0",,,,,,,
"1721517015.723",,,,,,,,,,"0.02","0.02","1.54",,,,
"1721517015.724",,,,,,,,,,,,,"-3.09","2.91","1850881",
"1721517015.752","0.027",,,,,,,,,,,,,,,
"1721517015.853","0.128",,,,,,,,,,,,,,,
"1721517015.954","0.229",,,,,,,,,,,,,,,
"1721517016.055","0.33",,,,,,,,,,,,,,,
"1721517016.156","0.431",,,,,,,,,,,,,,,
"1721517016.257","0.532",,,,,,,,,,,,,,,
"1721517016.358","0.633",,,,,,,,,,,,,,,
"1721517016.459","0.734",,,,,,,,,,,,,,,
"1721517016.56","0.835",,,,,,,,,,,,,,,
"1721517016.662","0.936",,,,,,,,,,,,,,,
"1721517016.726",,"0","1.9",,,,,,,,,,,,,
"1721517016.727",,,,"1.29","-81",,,,,,,,,,,
"1721517016.778",,,,,,"0.5",,,,,,,,,,
"1721517016.779","0.032",,,,,,"-0.15","9.88","0","0.01","-0.01","1.54","-3.09","2.92","1852843",
"1721517016.863","0.133",,,,,,,,,,,,,,,
"1721517016.964","0.234",,,,,,,,,,,,,,,
"1721517017.065","0.335",,,,,,,,,,,,,,,
"1721517017.166","0.436",,,,,,,,,,,,,,,
"1721517017.267","0.537",,,,,,,,,,,,,,,
"1721517017.368","0.638",,,,,,,,,,,,,,,
"1721517017.47","0.739",,,,,,,,,,,,,,,
"1721517017.57","0.84",,,,,,,,,,,,,,,
"1721517017.671","0.941",,,,,,,,,,,,,,,
"1721517017.731",,"0","1.9","1.29","-81",,,,,,,,,,,
"1721517017.732",,,,,,"0.48","-0.15","9.86","-0.01",,,,,,,
"1721517017.733",,,,,,,,,,"-0.01","0","1.54","-3.09",,,
"1721517017.734",,,,,,,,,,,,,,"2.92","1853847",
"1721517017.771","0.038",,,,,,,,,,,,,,,
"1721517017.873","0.139",,,,,,,,,,,,,,,
"1721517017.974","0.24",,,,,,,,,,,,,,,
"1721517018.079","0.341",,,,,,,,,,,,,,,
"1721517018.176","0.442",,,,,,,,,,,,,,,
"1721517018.277","0.543",,,,,,,,,,,,,,,
"1721517018.378","0.644",,,,,,,,,,,,,,,
"1721517018.479","0.745",,,,,,,,,,,,,,,
"1721517018.58","0.846",,,,,,,,,,,,,,,
"1721517018.681","0.947",,,,,,,,,,,,,,,
"1721517018.733",,"0","1.8",,,,,,,,,,,,,
"1721517018.734",,,,"1.28","-81",,,,,,,,,,,
"1721517018.735",,,,,,"0.47","-0.2","9.89","0.01","-0.03",,,,,,
"1721517018.736",,,,,,,,,,,"0","1.54",,,,
"1721517018.737",,,,,,,,,,,,,"-3.09","2.93","1854851",
"1721517018.782","0.045",,,,,,,,,,,,,,,
"1721517018.883","0.146",,,,,,,,,,,,,,,
"1721517018.984","0.247",,,,,,,,,,,,,,,
"1721517019.085","0.348",,,,,,,,,,,,,,,
"1721517019.186","0.449",,,,,,,,,,,,,,,
"1721517019.287","0.55",,,,,,,,,,,,,,,
"1721517019.388","0.651",,,,,,,,,,,,,,,
"1721517019.489","0.752",,,,,,,,,,,,,,,
"1721517019.59","0.853",,,,,,,,,,,,,,,
"1721517019.691","0.954",,,,,,,,,,,,,,,
"1721517019.736",,"0",,,,,,,,,,,,,,
"1721517019.737",,,"1.5","1.27",,,,,,,,,,,,
"1721517019.738",,,,,"-81","0.52","-0.16","9.86",,,,,,,,
"1721517019.739",,,,,,,,,"0","0.04",,,,,,
"1721517019.74",,,,,,,,,,,"0.01","1.54","-3.09","2.93","1855855",
"1721517019.791","0.051",,,,,,,,,,,,,,,
"1721517019.893","0.152",,,,,,,,,,,,,,,
"1721517019.994","0.253",,,,,,,,,,,,,,,
"1721517020.095","0.354",,,,,,,,,,,,,,,
"1721517020.196","0.455",,,,,,,,,,,,,,,
"1721517020.297","0.556",,,,,,,,,,,,,,,
"1721517020.398","0.657",,,,,,,,,,,,,,,
"1721517020.499","0.758",,,,,,,,,,,,,,,
"1721517020.597","0.859",,,,,,,,,,,,,,,
"1721517020.698","0.96",,,,,,,,,,,,,,,
"1721517020.735",,"0",,,,,,,,,,,,,,
"1721517020.736",,,"1.5","1.26",,,,,,,,,,,,
"1721517020.737",,,,,"-81","0.5","-0.17",,,,,,,,,
"1721517020.738",,,,,,,,"9.89","-0.01","0.01","0",,,,,
"1721517020.739",,,,,,,,,,,,"1.54","-3.09","2.93",,
"1721517020.74",,,,,,,,,,,,,,,"1856858",
"1721517020.798","0.059",,,,,,,,,,,,,,,
"1721517020.9","0.16",,,,,,,,,,,,,,,
"1721517021.001","0.261",,,,,,,,,,,,,,,
"1721517021.102","0.362",,,,,,,,,,,,,,,
"1721517021.203","0.463",,,,,,,,,,,,,,,
"1721517021.304","0.564",,,,,,,,,,,,,,,
"1721517021.405","0.665",,,,,,,,,,,,,,,
"1721517021.506","0.766",,,,,,,,,,,,,,,
"1721517021.607","0.867",,,,,,,,,,,,,,,
"1721517021.708","0.968",,,,,,,,,,,,,,,
"1721517021.741",,"0","1.7","1.27",,,,,,,,,,,,
"1721517021.742",,,,,"-81","0.49","-0.18","9.87","0",,,,,,,
"1721517021.743",,,,,,,,,,"0","0","1.54",,,,
"1721517021.744",,,,,,,,,,,,,"-3.09","2.93","1857860",
"1721517021.809","0.065",,,,,,,,,,,,,,,
"1721517021.91","0.166",,,,,,,,,,,,,,,
"1721517022.011","0.267",,,,,,,,,,,,,,,
"1721517022.112","0.368",,,,,,,,,,,,,,,
"1721517022.213","0.469",,,,,,,,,,,,,,,
