time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw
132.23,984.5823975,-4.360766572,-8.070529342,7.414739215,1008.0,-1.604430318,-15.57181835,-6.589449406
132.284,984.5823975,-1.330728033,-4.992623031,1.010012968,1008.0,-3.221501827,-14.64024448,-5.650418758
132.338,981.7949219,-0.454745148,-2.35510107,-5.447368252,1008.0,-4.54083252,-9.760269165,-1.303072333
132.385,981.7949219,-7.701946723,-0.344648951,-9.765053523,1008.0,-2.752253056,-11.26495552,0.576054215
132.438,980.3654785,-15.62887406,-1.330728033,-0.823328058,1008.0,-1.894715309,-12.74300957,0.482843548
132.48399999999998,980.3654785,-11.23938575,-1.201484494,10.79421318,1008.0,-0.013990838,-17.1606617,-0.66710943
132.53099999999998,979.4866333,-8.826842213,-6.596198285,26.72944121,1008.0,1.115189433,-17.45254517,-2.61334753
132.599,979.4866333,4.049625397,-2.747618085,11.02398012,1008.0,0.490944505,-17.45254517,-2.720939398
132.63,979.4981079,8.166265762,-2.469984394,-0.890343173,1008.0,-0.284568012,-11.52860832,-1.188023806
132.67999999999998,979.4981079,6.021783268,-2.446050143,-3.618814135,1008.0,-1.136779666,1.926214457,1.243974924
132.754,977.4394531,-1.225418526,-4.844232953,14.66194072,1008.0,-0.904019296,13.87688351,2.409906864
132.78199999999998,977.4394531,-4.911247921,-8.908217907,19.42958605,1008.0,-1.327994585,15.84549236,2.201647758
132.831,975.0741577,-3.724123496,-7.01743573,14.7481039,1008.0,-1.593245506,14.31257725,1.713223934
132.881,975.0741577,-2.335954019,-3.235870498,8.156691945,1008.0,-1.832929969,7.568387985,-0.619705141
132.928,973.6765137,-1.833341026,-4.265030736,6.43344748,1008.0,-1.19057548,3.727576733,-1.96566689
132.982,973.6765137,-1.579641002,-4.724563158,1.507839271,1008.0,-0.847027659,-1.393682122,-3.003234386
133.04,971.1583252,0.27763391,-6.79724319,0.119669777,1008.0,-0.99243623,-3.053364038,-3.132131338
133.082,971.1583252,1.675376984,-8.597077024,-1.086601534,989.0,-1.100560665,-2.103148222,-2.698568821
133.13,968.2560425,2.599227422,-6.888192701,-3.82464624,989.0,-0.921596169,1.446845531,-1.615194798
133.18099999999998,968.2560425,0.387730107,-8.175838995,1.44561092,989.0,0.188942045,10.25019073,0.871132433
133.23,965.5380859,-6.806817007,-11.94304321,12.60362024,989.0,-0.423585027,17.45297623,3.182756186
133.289,965.5380859,-7.606210887,-13.24026449,14.11146083,989.0,-0.423585027,17.45297623,3.182756186
133.32899999999998,960.9191895,-6.988714862,-10.54530094,8.841202354,989.0,-2.111496449,16.65722275,0.288432777
133.381,960.9191895,-4.05919863,-4.202802676,5.380353284,989.0,-1.086179614,14.65399456,-1.480971575
133.43699999999998,959.1538696,-2.422116476,0.009573582,7.161039484,989.0,1.338894963,14.953866,-1.871923566
133.481,959.1538696,0.100522617,-3.350753969,11.47872534,989.0,3.585005283,14.0995245,-0.642075717
133.53699999999998,958.1055298,-3.834219766,-7.333364105,17.83079596,989.0,4.377028942,13.02041149,2.844534874
133.583,958.1055298,-10.10970335,-7.170613301,17.0457628,989.0,3.824157,12.20708179,3.865058184
133.63,958.0283813,-8.573142481,-3.75763098,10.8181483,989.0,1.702682734,3.488957644,3.971584558
133.696,958.0283813,-7.879058254,-4.542664719,14.87256002,989.0,1.164191604,-3.621682644,2.57981658
133.73399999999998,958.0283813,-10.37776322,-7.606210887,23.52229304,989.0,0.942616642,-6.850499153,1.771813512
133.78599999999997,957.0609131,-1.158403412,-1.708884469,14.23113062,989.0,-1.244903922,-17.44029427,-1.108129025
133.831,956.4619141,4.217162818,-2.527425545,8.209346187,989.0,-1.143703818,-15.11268997,0.213331625
133.88199999999998,956.4619141,6.285056818,-3.322033101,-4.245883977,989.0,0.554860115,-5.824117184,2.712444305
133.92999999999998,954.8954468,5.57661128,-4.863379419,-11.25374589,989.0,0.91598475,-3.315952539,3.200335503
133.981,954.8954468,1.622722158,-4.006544387,-6.232401991,989.0,2.952237606,3.506000996,4.5905056
134.03099999999998,952.256897,-0.148390526,-6.873831391,3.178429347,989.0,3.440128803,4.809885025,4.852027893
134.08399999999997,949.8040771,-2.283299339,-7.936499405,9.645383728,969.0,3.964771509,0.162135988,3.512458086
134.131,949.8040771,-0.732379058,-9.851216125,12.57489996,969.0,4.228957176,-2.846703529,2.424290419
134.18099999999998,949.8040771,3.676255286,-3.293312234,6.285056818,969.0,3.591928959,-10.07825184,-2.381650209
134.232,948.1152954,8.692812276,-4.351193047,5.107505918,969.0,1.117319703,-8.544270515,-5.019777775
