timestamp(ms),navlooprate,prof_period_us,prof_overruns,prof_loop_work_avg_us,prof_loop_work_max_us,prof_getsensordata_avg_us,prof_getsensordata_max_us,prof_imu_avg_us,prof_imu_max_us,prof_baro_avg_us,prof_baro_max_us,prof_adxl_avg_us,prof_adxl_max_us,prof_mag_avg_us,prof_mag_max_us,prof_sensor_post_avg_us,prof_sensor_post_max_us,prof_kfrun_avg_us,prof_kfrun_max_us,prof_accel_adjust_avg_us,prof_accel_adjust_max_us,loggingtime_avg_us,loggingtime_max_us,loggingtime_count,
"1779671894.471",,,,,"12886","8216.830078","10036",,,,,,,,,,,,,,,,,,
"1779671894.472",,,,,,,,"4378.340332","5630",,,,,,,,,,,,,,,,
"1779671894.473",,,,,,,,,,"2198.97876","2573","885.574463","1133",,,,,,,,,,,,
"1779671894.474",,,,,,,,,,,,,,"686.404236","878",,,,,,,,,,
"1779671894.475",,,,,,,,,,,,,,,,"24.19149","69",,,,,,,,
"1779671894.476",,,,,,,,,,,,,,,,,,"2130.914795","2817","1171.400024","1282",,,,
"1779671894.975","92.990387",,,,,,,,,,,,,,,,,,,,,,,,
"1779671894.976",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671894.977",,,,"10502.595703","12351","8218.191406",,,,,,,,,,,,,,,,,,,
"1779671894.978",,,,,,,"9505","4397.17041","5232",,,,,,,,,,,,,,,,
"1779671894.979",,,,,,,,,,"2190.680908","2826",,,,,,,,,,,,,,
"1779671894.98",,,,,,,,,,,,"870.170227","1065","690.723389",,,,,,,,,,,
"1779671894.981",,,,,,,,,,,,,,,"878","27.085106","71",,,,,,,,
"1779671894.982",,,,,,,,,,,,,,,,,,"2140.02124","2804","1167.400024",,,,,
"1779671894.983",,,,,,,,,,,,,,,,,,,,,"1360",,,,
"1779671895.481","92.987961","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671895.482",,,"42",,,,,,,,,,,,,,,,,,,,,,
"1779671895.483",,,,"10510.191406","12228",,,,,,,,,,,,,,,,,,,,
"1779671895.484",,,,,,"8226.319336","9321","4390.95752","5249",,,,,,,,,,,,,,,,
"1779671895.485",,,,,,,,,,"2195.106445","2607",,,,,,,,,,,,,,
"1779671895.486",,,,,,,,,,,,"894.191467","1090","677.212769","829",,,,,,,,,,
"1779671895.487",,,,,,,,,,,,,,,,"25.340425","83",,,,,,,,
"1779671895.488",,,,,,,,,,,,,,,,,,"2165.468018","2959",,,,,,
"1779671895.489",,,,,,,,,,,,,,,,,,,,"1206.25","1442",,,,
"1779671895.988","92.825859",,,,,,,,,,,,,,,,,,,,,,,,
"1779671895.989",,"10000","39",,,,,,,,,,,,,,,,,,,,,,
"1779671895.99",,,,"10531.34082","13889",,,,,,,,,,,,,,,,,,,,
"1779671895.991",,,,,,"8240.574219","9439","4399.297852",,,,,,,,,,,,,,,,,
"1779671895.992",,,,,,,,,"5491","2183.638184","2576",,,,,,,,,,,,,,
"1779671895.993",,,,,,,,,,,,"887.191467","1111","700.76593",,,,,,,,,,,
"1779671895.994",,,,,,,,,,,,,,,"887","26.978724","83",,,,,,,,
"1779671895.995",,,,,,,,,,,,,,,,,,"2153","3269",,,,,,
"1779671895.996",,,,,,,,,,,,,,,,,,,,"1149.400024","1353",,,,
"1779671896.496","92.8964","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671896.497",,,"42","10542.042969",,,,,,,,,,,,,,,,,,,,,
"1779671896.498",,,,,"12890","8242.915039",,,,,,,,,,,,,,,,,,,
"1779671896.499",,,,,,,"9991","4405.744629","5549",,,,,,,,,,,,,,,,
"1779671896.5",,,,,,,,,,"2203.723389",,,,,,,,,,,,,,,
"1779671896.501",,,,,,,,,,,"2669","890.297852","1093",,,,,,,,,,,,
"1779671896.502",,,,,,,,,,,,,,"673.468079","811","26.893618",,,,,,,,,
"1779671896.503",,,,,,,,,,,,,,,,,"86","2155.127686","2867",,,,,,
"1779671896.504",,,,,,,,,,,,,,,,,,,,"1187.800049","1385",,,,
"1779671897.005","92.799675","10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671897.006",,,,"10554","12323",,,,,,,,,,,,,,,,,,,,
"1779671897.007",,,,,,"8236.382812",,,,,,,,,,,,,,,,,,,
"1779671897.008",,,,,,,"9485","4384.17041",,,,,,,,,,,,,,,,,
"1779671897.009",,,,,,,,,"5383","2188.744629","2554",,,,,,,,,,,,,,
"1779671897.01",,,,,,,,,,,,"889.553162","1178","707.468079",,,,,,,,,,,
"1779671897.011",,,,,,,,,,,,,,,"976","25.829786","72",,,,,,,,
"1779671897.012",,,,,,,,,,,,,,,,,,"2170.255371","2920","1204",,,,,
"1779671897.013",,,,,,,,,,,,,,,,,,,,,"1589",,,,
"1779671897.511","92.560883","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671897.512",,,"40",,,,,,,,,,,,,,,,,,,,,,
"1779671897.513",,,,"10509.447266","12429",,,,,,,,,,,,,,,,,,,,
"1779671897.514",,,,,,"8227.638672","9618","4390.063965",,,,,,,,,,,,,,,,,
"1779671897.515",,,,,,,,,"5666","2186.914795","2838",,,,,,,,,,,,,,
"1779671897.516",,,,,,,,,,,,"890.319153","1097","690.382996",,,,,,,,,,,
"1779671897.517",,,,,,,,,,,,,,,"1009","25.680851","81",,,,,,,,
"1779671897.518",,,,,,,,,,,,,,,,,,"2139.234131","2786","1201.599976",,,,,
"1779671897.519",,,,,,,,,,,,,,,,,,,,,"1503",,,,
"1779671898.017","92.92765","10000","43",,,,,,,,,,,,,,,,,,,,,,
"1779671898.018",,,,"10503.12793","12354",,,,,,,,,,,,,,,,,,,,
"1779671898.019",,,,,,"8238.915039","9371",,,,,,,,,,,,,,,,,,
"1779671898.02",,,,,,,,"4396.489258","5266","2210.872314","2756",,,,,,,,,,,,,,
"1779671898.021",,,,,,,,,,,,"879.191467","1105","680.51062",,,,,,,,,,,
"1779671898.022",,,,,,,,,,,,,,,"951","27.829786","85",,,,,,,,
"1779671898.023",,,,,,,,,,,,,,,,,,"2143.361816",,,,,,,
"1779671898.026",,,,,,,,,,,,,,,,,,,"2939",,,,,,
"1779671898.028",,,,,,,,,,,,,,,,,,,,"1219.75","1574",,,,
"1779671898.525","92.685448","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671898.526",,,"40","10569.254883",,,,,,,,,,,,,,,,,,,,,
"1779671898.527",,,,,"13434","8239.850586","9330",,,,,,,,,,,,,,,,,,
"1779671898.528",,,,,,,,"4390.276367","5335",,,,,,,,,,,,,,,,
"1779671898.529",,,,,,,,,,"2195.340332","2467","893.25531",,,,,,,,,,,,,
"1779671898.53",,,,,,,,,,,,,"1116","692.085083","1019",,,,,,,,,,
"1779671898.531",,,,,,,,,,,,,,,,"26.212767","90","2183.702148",,,,,,,
"1779671898.532",,,,,,,,,,,,,,,,,,,"2683","1224.199951","1386",,,,
"1779671899.025","92.116318",,,,,,,,,,,,,,,,,,,,,,,,
"1779671899.026",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671899.027",,,,"10625.521484","12144",,,,,,,,,,,,,,,,,,,,
"1779671899.028",,,,,,"8294.217773","9337",,,,,,,,,,,,,,,,,,
"1779671899.029",,,,,,,,"4411.152344","5552",,,,,,,,,,,,,,,,
"1779671899.03",,,,,,,,,,"2210.869629","2739","892.630432","1144",,,,,,,,,,,,
"1779671899.031",,,,,,,,,,,,,,"708.086975","1247",,,,,,,,,,
"1779671899.032",,,,,,,,,,,,,,,,"26.73913","81","2181.260986",,,,,,,
"1779671899.033",,,,,,,,,,,,,,,,,,,"2774","1209.800049",,,,,
"1779671899.034",,,,,,,,,,,,,,,,,,,,,"1418",,,,
"1779671899.526","92.001396","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671899.527",,,"42","10605.652344",,,,,,,,,,,,,,,,,,,,,
"1779671899.528",,,,,"12098","8263.673828","9357",,,,,,,,,,,,,,,,,,
"1779671899.529",,,,,,,,"4407.782715","5384",,,,,,,,,,,,,,,,
"1779671899.53",,,,,,,,,,"2215.282715","2841","882.608704","1052",,,,,,,,,,,,
"1779671899.531",,,,,,,,,,,,,,"685.608704","874",,,,,,,,,,
"1779671899.532",,,,,,,,,,,,,,,,"28.608696","160","2183.304443",,,,,,,
"1779671899.533",,,,,,,,,,,,,,,,,,,"2778","1275.800049","1806",,,,
"1779671900.032","92.862579","10000","41",,,,,,,,,,,,,,,,,,,,,,
"1779671900.034",,,,"10511.276367","12476","8229.702148",,,,,,,,,,,,,,,,,,,
"1779671900.035",,,,,,,"9545","4383.787109","5497",,,,,,,,,,,,,,,,
"1779671900.036",,,,,,,,,,"2196.851074","2791",,,,,,,,,,,,,,
"1779671900.037",,,,,,,,,,,,"895.212769","1106","684.468079","830",,,,,,,,,,
"1779671900.038",,,,,,,,,,,,,,,,"26.829786","81",,,,,,,,
"1779671900.039",,,,,,,,,,,,,,,,,,"2161.255371","2890","1212.25","1432",,,,
"1779671900.54","92.679436","10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671900.541",,,,"10538.87207","13220",,,,,,,,,,,,,,,,,,,,
"1779671900.542",,,,,,"8229.65918","9097",,,,,,,,,,,,,,,,,,
"1779671900.543",,,,,,,,"4397.893555","5255","2191.510742","2543",,,,,,,,,,,,,,
"1779671900.544",,,,,,,,,,,,"887.595764","1125","685.319153",,,,,,,,,,,
"1779671900.545",,,,,,,,,,,,,,,"824","25.957447","94",,,,,,,,
"1779671900.546",,,,,,,,,,,,,,,,,,"2169","2731",,,,,,
"1779671900.547",,,,,,,,,,,,,,,,,,,,"1182.400024","1349",,,,
"1779671901.046","93.167297","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671901.047",,,"38","10509.830078","11872",,,,,,,,,,,,,,,,,,,,
"1779671901.048",,,,,,"8215.745117","9357",,,,,,,,,,,,,,,,,,
"1779671901.049",,,,,,,,"4392.872559","5488","2180.723389",,,,,,,,,,,,,,,
"1779671901.05",,,,,,,,,,,"2601","889.595764","1067",,,,,,,,,,,,
"1779671901.051",,,,,,,,,,,,,,"684.468079","1018","27.680851",,,,,,,,,
"1779671901.052",,,,,,,,,,,,,,,,,"118","2151.255371","2672",,,,,,
"1779671901.053",,,,,,,,,,,,,,,,,,,,"1176.400024","1354",,,,
"1779671901.552","93.05632",,,,,,,,,,,,,,,,,,,,,,,,
"1779671901.553",,"10000","39",,,,,,,,,,,,,,,,,,,,,,
"1779671901.554",,,,"10531.404297","12924",,,,,,,,,,,,,,,,,,,,
"1779671901.555",,,,,,"8221.042969","9498","4401.723633",,,,,,,,,,,,,,,,,
"1779671901.556",,,,,,,,,"5240","2182.680908","2522",,,,,,,,,,,,,,
"1779671901.557",,,,,,,,,,,,"882.680847","1119","687.872314",,,,,,,,,,,
"1779671901.558",,,,,,,,,,,,,,,"909","24.595745","82",,,,,,,,
"1779671901.559",,,,,,,,,,,,,,,,,,"2168.383057","2755","1184.199951",,,,,
"1779671901.56",,,,,,,,,,,,,,,,,,,,,"1386",,,,
"1779671902.058","92.793129","10000","39",,,,,,,,,,,,,,,,,,,,,,
"1779671902.06",,,,"10497.149414","12013","8213.191406",,,,,,,,,,,,,,,,,,,
"1779671902.061",,,,,,,"9277","4367.276367","5365",,,,,,,,,,,,,,,,
"1779671902.062",,,,,,,,,,"2195.404297","2749","900.702148",,,,,,,,,,,,,
"1779671902.063",,,,,,,,,,,,,"1505","681.531921","856",,,,,,,,,,
"1779671902.064",,,,,,,,,,,,,,,,"25.553192","70",,,,,,,,
"1779671902.065",,,,,,,,,,,,,,,,,,"2137.553223","2785","1187.199951",,,,,
"1779671902.066",,,,,,,,,,,,,,,,,,,,,"1456",,,,
"1779671902.562","93.313179","10000","38",,,,,,,,,,,,,,,,,,,,,,
"1779671902.563",,,,"10462.169922","13115",,,,,,,,,,,,,,,,,,,,
"1779671902.564",,,,,,"8188.468262",,,,,,,,,,,,,,,,,,,
"1779671902.565",,,,,,,"10187","4369.744629","5610","2186.723389",,,,,,,,,,,,,,,
"1779671902.566",,,,,,,,,,,"2636","887.106384","1077",,,,,,,,,,,,
"1779671902.567",,,,,,,,,,,,,,"675.76593","816","25.319149",,,,,,,,,
"1779671902.568",,,,,,,,,,,,,,,,,"87","2153.425537","2890",,,,,,
"1779671902.569",,,,,,,,,,,,,,,,,,,,"1216","1398",,,,
"1779671903.069","92.999031",,,,,,,,,,,,,,,,,,,,,,,,
"1779671903.07",,"10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671903.071",,,,"10546.552734","13730",,,,,,,,,,,,,,,,,,,,
"1779671903.072",,,,,,"8260.723633","9591",,,,,,,,,,,,,,,,,,
"1779671903.073",,,,,,,,"4410.936035","5337","2202.723389","2675",,,,,,,,,,,,,,
"1779671903.074",,,,,,,,,,,,"881.340454","1047",,,,,,,,,,,,
"1779671903.075",,,,,,,,,,,,,,"697.170227","891","26.085106","86",,,,,,,,
"1779671903.076",,,,,,,,,,,,,,,,,,"2139.148926","2738",,,,,,
"1779671903.077",,,,,,,,,,,,,,,,,,,,"1197.800049","1341",,,,
"1779671903.577","92.95771","10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671903.578",,,,"10535.893555",,,,,,,,,,,,,,,,,,,,,
"1779671903.579",,,,,"12139","8219.574219","9328",,,,,,,,,,,,,,,,,,
"1779671903.58",,,,,,,,"4393.851074","5276",,,,,,,,,,,,,,,,
"1779671903.581",,,,,,,,,,"2193.319092","2711","882.23407",,,,,,,,,,,,,
"1779671903.582",,,,,,,,,,,,,"1094","680.25531","850",,,,,,,,,,
"1779671903.583",,,,,,,,,,,,,,,,"25.680851","82","2175.127686",,,,,,,
"1779671903.584",,,,,,,,,,,,,,,,,,,"3038","1166.599976",,,,,
"1779671903.585",,,,,,,,,,,,,,,,,,,,,"1458",,,,
"1779671904.083","93.078842","10000","41",,,,,,,,,,,,,,,,,,,,,,
"1779671904.084",,,,"10509.447266","11946",,,,,,,,,,,,,,,,,,,,
"1779671904.085",,,,,,"8224.957031","9252",,,,,,,,,,,,,,,,,,
"1779671904.086",,,,,,,,"4379.82959","5241","2173.872314",,,,,,,,,,,,,,,
"1779671904.087",,,,,,,,,,,"2559","902.340454",,,,,,,,,,,,,
"1779671904.088",,,,,,,,,,,,,"1138","698.148926",,,,,,,,,,,
"1779671904.089",,,,,,,,,,,,,,,"1035","25.978724","74",,,,,,,,
"1779671904.09",,,,,,,,,,,,,,,,,,"2141.297852","2692","1177.599976",,,,,
"1779671904.091",,,,,,,,,,,,,,,,,,,,,"1365",,,,
"1779671904.59","92.634277","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671904.591",,,"43","10529.404297",,,,,,,,,,,,,,,,,,,,,
"1779671904.592",,,,,"12620","8249.084961","9625",,,,,,,,,,,,,,,,,,
"1779671904.593",,,,,,,,"4394.340332","5413",,,,,,,,,,,,,,,,
"1779671904.594",,,,,,,,,,"2206.574463","2515","884.553162",,,,,,,,,,,,,
"1779671904.595",,,,,,,,,,,,,"1058","694.106384","1200",,,,,,,,,,
"1779671904.596",,,,,,,,,,,,,,,,"26.74468","87","2134.553223",,,,,,,
"1779671904.597",,,,,,,,,,,,,,,,,,,"2950","1216.800049","1394",,,,
"1779671905.096","93.035889","10000","39",,,,,,,,,,,,,,,,,,,,,,
"1779671905.097",,,,"10514.404297",,,,,,,,,,,,,,,,,,,,,
"1779671905.098",,,,,"12890","8236.638672","9837",,,,,,,,,,,,,,,,,,
"1779671905.099",,,,,,,,"4401.084961","5343",,,,,,,,,,,,,,,,
"1779671905.1",,,,,,,,,,"2205.255371","2904",,,,,,,,,,,,,,
"1779671905.101",,,,,,,,,,,,"878.404236","957","684.787231",,,,,,,,,,,
"1779671905.102",,,,,,,,,,,,,,,"867","24.723404","87",,,,,,,,
"1779671905.103",,,,,,,,,,,,,,,,,,"2144.468018","3023","1365",,,,,
"1779671905.104",,,,,,,,,,,,,,,,,,,,,"1586",,,,
"1779671905.602","93.088722","10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671905.604",,,,"10498.957031","13692",,,,,,,,,,,,,,,,,,,,
"1779671905.605",,,,,,"8202.638672","9454",,,,,,,,,,,,,,,,,,
"1779671905.606",,,,,,,,"4369.553223","5665","2189.851074","2764",,,,,,,,,,,,,,
"1779671905.607",,,,,,,,,,,,"881.702148","976",,,,,,,,,,,,
"1779671905.608",,,,,,,,,,,,,,"690.914917","857","26.957447","89",,,,,,,,
"1779671905.609",,,,,,,,,,,,,,,,,,"2151.95752","2934",,,,,,
"1779671905.61",,,,,,,,,,,,,,,,,,,,"1217.400024","1367",,,,
"1779671906.11","92.814491","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671906.111",,,"41","10542.169922",,,,,,,,,,,,,,,,,,,,,
"1779671906.112",,,,,"12007","8253.234375",,,,,,,,,,,,,,,,,,,
"1779671906.113",,,,,,,"9263","4410.659668","5292",,,,,,,,,,,,,,,,
"1779671906.114",,,,,,,,,,"2182.659668","2497",,,,,,,,,,,,,,
"1779671906.115",,,,,,,,,,,,"905.702148","1222",,,,,,,,,,,,
"1779671906.116",,,,,,,,,,,,,,"684.531921","779","26",,,,,,,,,
"1779671906.117",,,,,,,,,,,,,,,,,"88","2146.446777","2805",,,,,,
"1779671906.118",,,,,,,,,,,,,,,,,,,,"1184.800049","1397",,,,
"1779671906.618","92.706757",,,,,,,,,,,,,,,,,,,,,,,,
"1779671906.619",,"10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671906.62",,,,"10548.87207","12351",,,,,,,,,,,,,,,,,,,,
"1779671906.621",,,,,,"8254.254883","9166","4389.276367",,,,,,,,,,,,,,,,,
"1779671906.622",,,,,,,,,"5202","2211.659668","2725",,,,,,,,,,,,,,
"1779671906.623",,,,,,,,,,,,"875.617004","990","706.063843",,,,,,,,,,,
"1779671906.624",,,,,,,,,,,,,,,"940","27.872341",,,,,,,,,
"1779671906.625",,,,,,,,,,,,,,,,,"123","2145.702148","2767",,,,,,
"1779671906.626",,,,,,,,,,,,,,,,,,,,"1241.599976",,,,,
"1779671906.627",,,,,,,,,,,,,,,,,,,,,"1429",,,,
"1779671907.123","92.855515","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671907.124",,,"37","10476.510742",,,,,,,,,,,,,,,,,,,,,
"1779671907.125",,,,,"12099","8185.638184","9311",,,,,,,,,,,,,,,,,,
"1779671907.126",,,,,,,,"4362.936035","5409",,,,,,,,,,,,,,,,
"1779671907.127",,,,,,,,,,"2189.468018","2759","881.76593","1157",,,,,,,,,,,,
"1779671907.128",,,,,,,,,,,,,,"684.212769","924",,,,,,,,,,
"1779671907.129",,,,,,,,,,,,,,,,"23.80851","72","2145.702148",,,,,,,
"1779671907.13",,,,,,,,,,,,,,,,,,,"2752","1220.400024","1439",,,,
"1779671907.629","93.058578","10000","43",,,,,,,,,,,,,,,,,,,,,,
"1779671907.63",,,,"10502.467773",,,,,,,,,,,,,,,,,,,,,
"1779671907.631",,,,,"13169","8224.830078","10311",,,,,,,,,,,,,,,,,,
"1779671907.632",,,,,,,,"4391.531738","5771","2188.340332",,,,,,,,,,,,,,,
"1779671907.633",,,,,,,,,,,"2658","877.617004","981",,,,,,,,,,,,
"1779671907.634",,,,,,,,,,,,,,"699.978699","929",,,,,,,,,,
"1779671907.635",,,,,,,,,,,,,,,,"25.446808","83","2155.446777","2812",,,,,,
"1779671907.636",,,,,,,,,,,,,,,,,,,,"1198","1421",,,,
"1779671908.137","92.585907",,,,,,,,,,,,,,,,,,,,,,,,
"1779671908.138",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671908.139",,,,"10563.850586","13456",,,,,,,,,,,,,,,,,,,,
"1779671908.14",,,,,,"8272.850586","9267","4409.553223","5348",,,,,,,,,,,,,,,,
"1779671908.141",,,,,,,,,,"2205.829834","2648",,,,,,,,,,,,,,
"1779671908.142",,,,,,,,,,,,"901.404236","1307","690.212769","904",,,,,,,,,,
"1779671908.143",,,,,,,,,,,,,,,,"24.297873",,,,,,,,,
"1779671908.144",,,,,,,,,,,,,,,,,"86","2148.95752","2710",,,,,,
"1779671908.145",,,,,,,,,,,,,,,,,,,,"1160","1424",,,,
"1779671908.646","92.710541","10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671908.647",,,,"10554.552734","11772",,,,,,,,,,,,,,,,,,,,
"1779671908.648",,,,,,"8222.276367","9005",,,,,,,,,,,,,,,,,,
"1779671908.649",,,,,,,,"4394.893555","5131","2195.893555","2497",,,,,,,,,,,,,,
"1779671908.65",,,,,,,,,,,,"888.531921","1102",,,,,,,,,,,,
"1779671908.651",,,,,,,,,,,,,,"672.893616","777","26.829786",,,,,,,,,
"1779671908.652",,,,,,,,,,,,,,,,,"84","2184.702148","3038",,,,,,
"1779671908.654",,,,,,,,,,,,,,,,,,,,"1220","1350",,,,
"1779671909.154","92.666214","10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671909.155",,,,"10542.638672","12329",,,,,,,,,,,,,,,,,,,,
"1779671909.156",,,,,,"8272","9297",,,,,,,,,,,,,,,,,,
"1779671909.157",,,,,,,,"4413.063965","5333","2195.361816",,,,,,,,,,,,,,,
"1779671909.158",,,,,,,,,,,"2578","900.297852","1094",,,,,,,,,,,,
"1779671909.159",,,,,,,,,,,,,,"694.23407","911","25.212767",,,,,,,,,
"1779671909.16",,,,,,,,,,,,,,,,,"83","2126.276611","2808",,,,,,
"1779671909.161",,,,,,,,,,,,,,,,,,,,"1184.400024","1376",,,,
"1779671909.654","92.210258","10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671909.655",,,,"10612.5",,,,,,,,,,,,,,,,,,,,,
"1779671909.656",,,,,"12147","8320.369141",,,,,,,,,,,,,,,,,,,
"1779671909.657",,,,,,,"9469","4442.282715",,,,,,,,,,,,,,,,,
"1779671909.658",,,,,,,,,"5570","2211.304443","2656",,,,,,,,,,,,,,
"1779671909.659",,,,,,,,,,,,"898.217407","1225","695.934753","1179",,,,,,,,,,
"1779671909.66",,,,,,,,,,,,,,,,"25.304348","85",,,,,,,,
"1779671909.661",,,,,,,,,,,,,,,,,,"2169.891357","2770","1207.75",,,,,
"1779671909.662",,,,,,,,,,,,,,,,,,,,,"1423",,,,
"1779671910.154","92.020363",,,,,,,,,,,,,,,,,,,,,,,,
"1779671910.155",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671910.156",,,,"10618.173828","13501",,,,,,,,,,,,,,,,,,,,
"1779671910.157",,,,,,"8277.913086","9271","4415.913086",,,,,,,,,,,,,,,,,
"1779671910.158",,,,,,,,,"5315","2217.456543","2830",,,,,,,,,,,,,,
"1779671910.159",,,,,,,,,,,,"893.586975","1155",,,,,,,,,,,,
"1779671910.16",,,,,,,,,,,,,,"680.086975","845","27.23913","89",,,,,,,,
"1779671910.161",,,,,,,,,,,,,,,,,,"2193.521729","2794","1188.599976",,,,,
"1779671910.162",,,,,,,,,,,,,,,,,,,,,"1371",,,,
"1779671910.66","93.196472",,,,,,,,,,,,,,,,,,,,,,,,
"1779671910.661",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671910.662",,,,"10512.425781","12833",,,,,,,,,,,,,,,,,,,,
"1779671910.663",,,,,,"8212.361328","10120",,,,,,,,,,,,,,,,,,
"1779671910.664",,,,,,,,"4387.510742","5524",,,,,,,,,,,,,,,,
"1779671910.665",,,,,,,,,,"2186.489258","2774","885",,,,,,,,,,,,,
"1779671910.666",,,,,,,,,,,,,"1135","682.23407","910",,,,,,,,,,
"1779671910.667",,,,,,,,,,,,,,,,"25.851065","89","2158.872314",,,,,,,
"1779671910.668",,,,,,,,,,,,,,,,,,,"2674","1166",,,,,
"1779671910.669",,,,,,,,,,,,,,,,,,,,,"1401",,,,
"1779671911.169","92.560707",,,,,,,,,,,,,,,,,,,,,,,,
"1779671911.17",,"10000","42",,,,,,,,,,,,,,,,,,,,,,
"1779671911.171",,,,"10559.425781","11859",,,,,,,,,,,,,,,,,,,,
"1779671911.172",,,,,,"8262.574219","9094","4394.340332","5332",,,,,,,,,,,,,,,,
"1779671911.173",,,,,,,,,,"2190.02124","2468",,,,,,,,,,,,,,
"1779671911.174",,,,,,,,,,,,"908.297852","1283",,,,,,,,,,,,
"1779671911.175",,,,,,,,,,,,,,"695.340454","976",,,,,,,,,,
"1779671911.176",,,,,,,,,,,,,,,,"28.042553","92","2154.255371","2785",,,,,,
"1779671911.177",,,,,,,,,,,,,,,,,,,,"1166.599976",,,,,
"1779671911.178",,,,,,,,,,,,,,,,,,,,,"1380",,,,
"1779671911.674","93.019104",,,,,,,,,,,,,,,,,,,,,,,,
"1779671911.675",,"10000","41",,,,,,,,,,,,,,,,,,,,,,
"1779671911.676",,,,"10488.489258","11953",,,,,,,,,,,,,,,,,,,,
"1779671911.677",,,,,,"8212.574219","9249",,,,,,,,,,,,,,,,,,
"1779671911.678",,,,,,,,"4396.82959","5102","2173.893555",,,,,,,,,,,,,,,
"1779671911.679",,,,,,,,,,,"2542","889.978699","1119",,,,,,,,,,,,
"1779671911.68",,,,,,,,,,,,,,"686.48938","885","24.80851","94",,,,,,,,
"1779671911.681",,,,,,,,,,,,,,,,,,"2158.574463","2816",,,,,,
"1779671911.682",,,,,,,,,,,,,,,,,,,,"1188.5","1354",,,,
"1779671912.181","93.041954","10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671912.182",,,,"10526.319336",,,,,,,,,,,,,,,,,,,,,
"1779671912.183",,,,,"13740","8226.234375","9644",,,,,,,,,,,,,,,,,,
"1779671912.184",,,,,,,,"4380","5263",,,,,,,,,,,,,,,,
"1779671912.185",,,,,,,,,,"2196.765869","2672","885.872314",,,,,,,,,,,,,
"1779671912.188",,,,,,,,,,,,,"1062","695.48938","924","26.042553","87","2155.404297","2682","1190.599976",,,,,
"1779671912.189",,,,,,,,,,,,,,,,,,,,,"1361",,,,
"1779671912.687","93.202553","10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671912.689",,,,"10510.510742","12732","8199.447266",,,,,,,,,,,,,,,,,,,
"1779671912.69",,,,,,,"9483","4380.744629","5131",,,,,,,,,,,,,,,,
"1779671912.691",,,,,,,,,,"2175.106445","2757",,,,,,,,,,,,,,
"1779671912.692",,,,,,,,,,,,"879.085083","1017","695.042542","1069",,,,,,,,,,
"1779671912.693",,,,,,,,,,,,,,,,"25.936171","88","2163.851074",,,,,,,
"1779671912.694",,,,,,,,,,,,,,,,,,,"3199","1218.599976",,,,,
"1779671912.695",,,,,,,,,,,,,,,,,,,,,"1401",,,,
"1779671913.194","92.973961",,,,,,,,,,,,,,,,,,,,,,,,
"1779671913.195",,"10000","40",,,,,,,,,,,,,,,,,,,,,,
"1779671913.196",,,,"10538.34082","12565",,,,,,,,,,,,,,,,,,,,
"1779671913.197",,,,,,"8254.745117","9708","4400.936035",,,,,,,,,,,,,,,,,
"1779671913.198",,,,,,,,,"5308","2184.936279","2809",,,,,,,,,,,,,,
"1779671913.199",,,,,,,,,,,,"910.25531",,,,,,,,,,,,,
"1779671913.2",,,,,,,,,,,,,"1272","691.638306","834",,,,,,,,,,
"1779671913.201",,,,,,,,,,,,,,,,"25.361702",,,,,,,,,
"1779671913.202",,,,,,,,,,,,,,,,,"77","2140.361816","2824",,,,,,
"1779671913.203",,,,,,,,,,,,,,,,,,,,"1176.400024","1294",,,,
"1779671913.701","92.62484","10000",,,,,,,,,,,,,,,,,,,,,,,
"1779671913.702",,,"42",,,,,,,,,,,,,,,,,,,,,,
"1779671913.703",,,,"10498.021484","12484","8206.702148",,,,,,,,,,,,,,,,,,,
"1779671913.704",,,,,,,"9558","4382.95752","5355",,,,,,,,,,,,,,,,
"1779671913.705",,,,,,,,,,"2190.425537","2723","877.106384",,,,,,,,,,,,,
