timestamp(ms),navlooprate,MP uptime,NAV uptime,MISSIONTIME,accel x,accel y,accel z,mag x,mag y,mag z,accelabs,highaccel x,highaccel y,highaccel z,highaccelabs,accelworld x,accelworld y,accelworld z,gyro x,gyro y,gyro z,altitude,verticalvel,filtered vvel,filtered accel,orientation pitch,orientation yaw,orientation roll,maxrecorded alt,filtered alt,state ,altitudeagl ,battery vol ,baro temp ,pyro cont ,pyros fired ,pyro state,covarience x,covarience y,covarience z,
"1779660678.955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660678.956",,"18873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000223","0.000335",
"1779660678.957",,,"18874","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.958",,,,,"-6.182898","7.578654","-1.761589","7.833967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.959",,,,,,,,,"-46.375328","74.817307","9.938179","2.883155","-6.727362","-11.53262","13.659111",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.96",,,,,,,,,,,,,,,,"0.004283","-0.006965","0.137176",,,,,,,,,,,,,,,,,,,,,,,
"1779660678.961",,,,,,,,,,,,,,,,,,,"-1.70227","-1.936716","-0.219147","1970.244873","-1.603047","1.517401","0.16158",,,,,,,,,,,,,,,,
"1779660678.962",,,,,,,,,,,,,,,,,,,,,,,,,,"10.272571","-3.923652","-38.525969",,,,,,,,,,,,,
"1779660678.964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.594706","0",,,,,,,,,,
"1779660678.966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.156128","8.5","24.374109",,,,,,,
"1779660678.968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957",,,
"1779660678.969",,"18851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000223","0.000335",
"1779660678.97",,,"18851","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.972",,,,,"-6.21281","7.597127","-1.712127","7.980123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.975",,,,,,,,,"-46.170712","74.890381","9.962265","3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.976",,,,,,,,,,,,,"-8.16894","-11.53262","14.646189",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.977",,,,,,,,,,,,,,,,"-0.01236","-0.068162","0.161024",,,,,,,,,,,,,,,,,,,,,,,
"1779660678.979",,,,,,,,,,,,,,,,,,,"-1.800416","1.804623","-0.616553","1970.416138",,,,,,,,,,,,,,,,,,,
"1779660678.98",,,,,,,,,,,,,,,,,,,,,,,"-1.694478","1.51614","0.17817",,,,,,,,,,,,,,,,
"1779660678.981",,,,,,,,,,,,,,,,,,,,,,,,,,"10.316411","-3.91581","-38.519197",,,,,,,,,,,,,
"1779660678.983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.614992","0",,,,,,,,,,
"1779660678.984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.327393","8.5","24.369623",,,,,,,
"1779660678.985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660678.987",,"18830","18830","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000223","0.000335",
"1779660678.988",,,,,"-6.218661","7.61178","-1.728264","8.111663","-46.448406","75.197311","9.979872","3.363681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660678.989",,,,,,,,,,,,,"-7.207888","-11.052094","13.616783","-0.007278","-0.056057","0.178711",,,,,,,,,,,,,,,,,,,,,,,
"1779660678.99",,,,,,,,,,,,,,,,,,,"-2.412409","5.103925","3.128902","1970.451294",,,,,,,,,,,,,,,,,,,
"1779660678.992",,,,,,,,,,,,,,,,,,,,,,,"-1.83222","1.514516","0.161986",,,,,,,,,,,,,,,,
"1779660678.994",,,,,,,,,,,,,,,,,,,,,,,,,,"10.321345","-3.959551","-38.508214",,,,,,,,,,,,,
"1779660678.996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.61927","0",,,,,,,,,,
"1779660678.998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.362549","8.5","24.369623",,,,,,,
"1779660679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660679.001",,"18808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000223","0.000335",
"1779660679.002",,,"18808","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.005",,,,,"-6.244867","7.566765","-1.741828","7.673195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.009",,,,,,,,,"-46.039169","75.095001","9.96435","2.402629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.01",,,,,,,,,,,,,"-7.688414","-11.052094","13.676005",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.011",,,,,,,,,,,,,,,,"-0.042176","-0.032721","0.163207","0.845625","1.916595","1.086939","1970.327148",,,,,,,,,,,,,,,,,,,
"1779660679.013",,,,,,,,,,,,,,,,,,,,,,,"-2.045406","1.513353","0.125502",,,,,,,,,,,,,,,,
"1779660679.014",,,,,,,,,,,,,,,,,,,,,,,,,,"10.29862","-4.055911","-38.564669",,,,,,,,,,,,,
"1779660679.016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.619899","0","0.238403","8.5","24.369623","0","0","0",,,,
"1779660679.017",,"18787","18786","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000958","0.000222","0.000335",
"1779660679.018",,,,,"-6.184735","7.564204","-1.750171","7.717041","-46.667641","75.051155","9.926291","4.324733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.019",,,,,,,,,,,,,"-7.207888","-12.493672","15.058181","0.00783","-0.015307",,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.02",,,,,,,,,,,,,,,,,,"0.125275",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.021",,,,,,,,,,,,,,,,,,,"-0.086612","-2.156533","1.116543","1970.411621",,,,,,,,,,,,,,,,,,,
"1779660679.023",,,,,,,,,,,,,,,,,,,,,,,"-1.550502","1.512639","0.13227",,,,,,,,,,,,,,,,
"1779660679.025",,,,,,,,,,,,,,,,,,,,,,,,,,"10.266368","-4.072742","-38.585795",,,,,,,,,,,,,
"1779660679.027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.634062","0",,,,,,,,,,
"1779660679.029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.322876","8.5","24.365139",,,,,,,
"1779660679.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660679.033",,"18761","18739","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000222","0.000335",
"1779660679.035",,,,,"-6.195471","7.55902","-1.781334","7.848582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.036",,,,,,,,,"-46.521484","75.606552","9.934575","4.805259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.038",,,,,,,,,,,,,"-6.727362","-11.53262","14.189758","0.010609","0.100935",,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.039",,,,,,,,,,,,,,,,,,"0.133057",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.041",,,,,,,,,,,,,,,,,,,"0.337941","-1.149847","1.044319","1970.32251",,,,,,,,,,,,,,,,,,,
"1779660679.042",,,,,,,,,,,,,,,,,,,,,,,"-1.338932","1.511581","0.108762",,,,,,,,,,,,,,,,
"1779660679.044",,,,,,,,,,,,,,,,,,,,,,,,,,"9.768945","-4.047402","-38.661917",,,,,,,,,,,,,
"1779660679.045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.634624","0",,,,,,,,,,
"1779660679.046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.233765","8.5","24.369623",,,,,,,
"1779660679.047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957","0.000222",,
"1779660679.048",,"18739","18739","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000335",
"1779660679.049",,,,,"-6.170921","7.558497","-1.727664","7.79012","-46.433792","75.621162","9.909389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.05",,,,,,,,,,,,"2.883155","-8.16894","-10.571568","13.667561","0.02798",,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.053",,,,,,,,,,,,,,,,,"0.047991","0.108233","-1.380118",,,,,,,,,,,,,,,,,,,,,,
"1779660679.054",,,,,,,,,,,,,,,,,,,,"-0.528686","1.316284","1970.491577","-0.520875",,,,,,,,,,,,,,,,,,
"1779660679.056",,,,,,,,,,,,,,,,,,,,,,,,"1.511089","0.124567",,,,,,,,,,,,,,,,
"1779660679.057",,,,,,,,,,,,,,,,,,,,,,,,,,"9.776721",,,,,,,,,,,,,,,
"1779660679.059",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4.028481","-38.679187","0.83487",,,,,,,,,,,,
"1779660679.061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.651262","0",,,,,,,,,,
"1779660679.062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.402832","8.5",,,,,,,,
"1779660679.063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.365139","0","0","0",,,,
"1779660679.064",,"18718","18718","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000957","0.000222","0.000335",
"1779660679.066",,,,,"-6.189648","7.560109","-1.743181","7.877813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.067",,,,,,,,,"-46.579948","75.095001","9.925002","2.883155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.068",,,,,,,,,,,,,"-7.207888","-10.571568","13.115803",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.069",,,,,,,,,,,,,,,,"0.019275",,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.07",,,,,,,,,,,,,,,,,"0.057542","0.123817",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.071",,,,,,,,,,,,,,,,,,,"-0.327803",,,,,,,,,,,,,,,,,,,,,,
"1779660679.072",,,,,,,,,,,,,,,,,,,,"-2.218029","1.197411","1970.524048",,,,,,,,,,,,,,,,,,,
"1779660679.073",,,,,,,,,,,,,,,,,,,,,,,"0.271363","1.509592","0.146997",,,,,,,,,,,,,,,,
"1779660679.074",,,,,,,,,,,,,,,,,,,,,,,,,,"9.800907","-4.036194","-38.700046",,,,,,,,,,,,,
"1779660679.075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.65167","0","0.435303","8.5","24.360655",,,,,,,
"1779660679.076",,"18696","18696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957","0.000222","0.000335",
"1779660679.077",,,,"0","-6.218552","7.575535","-1.701047","7.760888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.079",,,,,,,,,"-46.682255","75.489624","9.947496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.08",,,,,,,,,,,,"2.883155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.081",,,,,,,,,,,,,"-8.649466","-11.052094","14.327409",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.083",,,,,,,,,,,,,,,,"0.005811","0.00678","0.146492",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.086",,,,,,,,,,,,,,,,,,,"0.787262","0.866912","0.345426","1970.5354",,,,,,,,,,,,,,,,,,,
"1779660679.087",,,,,,,,,,,,,,,,,,,,,,,"1.102581","1.507708","0.162087",,,,,,,,,,,,,,,,
"1779660679.09",,,,,,,,,,,,,,,,,,,,,,,,,,"9.82909","-4.010085","-38.71856",,,,,,,,,,,,,
"1779660679.091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.648755","0",,,,,,,,,,
"1779660679.092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.446655",,,,,,,,,
"1779660679.093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.5","24.369623","0","0","0",,,,
"1779660679.094",,"18675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000957","0.000221","0.000335",
"1779660679.095",,,"18675","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.096",,,,,"-6.231096","7.583381","-1.711443","7.731658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.098",,,,,,,,,"-46.156094","75.445778","9.963096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.099",,,,,,,,,,,,"3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.1",,,,,,,,,,,,,"-6.727362","-11.53262","13.893764",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.102",,,,,,,,,,,,,,,,"0.003021","0.018333","0.162078",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.103",,,,,,,,,,,,,,,,,,,"0.972139","3.687256","0.809613","1970.53479","1.857241","1.505736","0.162346",,,,,,,,,,,,,,,,
"1779660679.104",,,,,,,,,,,,,,,,,,,,,,,,,,"9.809117","-4.013253","-38.725909","0.83487","0.644189","0",,,,,,,,,,
"1779660679.105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.446045","8.5","24.360655",,,,,,,
"1779660679.106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957",,,
"1779660679.107",,"18654","18653","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000221","0.000335",
"1779660679.11",,,,,"-6.239392","7.582718","-1.682407","8.140895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.112",,,,,,,,,"-46.930721","74.861153","9.962837","3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.114",,,,,,,,,,,,,"-6.727362","-10.571568","13.106997",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.115",,,,,,,,,,,,,,,,"-0.014498",,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.116",,,,,,,,,,,,,,,,,"-0.009747","0.161822",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.117",,,,,,,,,,,,,,,,,,,"-0.747289","1.409989",,,,,,,,,,,,,,,,,,,,,
"1779660679.119",,,,,,,,,,,,,,,,,,,,,"-1.175107","1970.550659","1.74195",,,,,,,,,,,,,,,,,,
"1779660679.12",,,,,,,,,,,,,,,,,,,,,,,,"1.503299","0.178015","9.808548",,,,,,,,,,,,,,,
"1779660679.121",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4.042017","-38.670547","0.83487",,,,,,,,,,,,
"1779660679.122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.637624","0","0.461914","8.5",,,,,,,,
"1779660679.123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.360655","0","0","0",,,,
"1779660679.124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000957","0.000221","0.000335",
"1779660679.125",,"18631","18631","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.127",,,,,"-6.233525","7.603971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.128",,,,,,,"-1.702942","8.228588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.129",,,,,,,,,"-46.594563","74.831924","9.978839","2.883155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.131",,,,,,,,,,,,,"-8.649466","-10.571568","13.960082","0.002154",,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.132",,,,,,,,,,,,,,,,,"0.008138","0.177835","0.92711","-2.307086","-1.524372","1970.660278",,,,,,,,,,,,,,,,,,,
"1779660679.133",,,,,,,,,,,,,,,,,,,,,,,"1.726988","1.500844","0.183372","9.803388","-4.069162","-38.650569",,,,,,,,,,,,,
"1779660679.134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.630216","0","0.571533","8.5","24.360655",,,,,,,
"1779660679.136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957",,,
"1779660679.139",,"18609","18609","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000221","0.000335",
"1779660679.142",,,,,"-6.227375","7.611128","-1.731168","7.994738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.145",,,,,,,,,"-46.536098","75.781937","9.98531","3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.147",,,,,,,,,,,,,"-8.16894","-11.052094","14.270889",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.149",,,,,,,,,,,,,,,,"0.00733","0.033061","0.184252",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.151",,,,,,,,,,,,,,,,,,,"0.697714","-1.993497","-0.352905","1970.643066",,,,,,,,,,,,,,,,,,,
"1779660679.152",,,,,,,,,,,,,,,,,,,,,,,"1.70278","1.498275","0.157082","9.816156",,,,,,,,,,,,,,,
"1779660679.153",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4.026826","-38.622565","0.83487",,,,,,,,,,,,
"1779660679.154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.609764","0",,,,,,,,,,
"1779660679.155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.554321","8.5","24.356171",,,,,,,
"1779660679.156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,
"1779660679.157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0.000958",,,
"1779660679.158",,"18587","18587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000221","0.000335",
"1779660679.159",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.16",,,,,"-6.220283","7.577998","-1.744805","7.658579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.161",,,,,,,,,"-46.477638","74.934235","9.958029","3.363681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.162",,,,,,,,,,,,,"-7.207888","-11.53262","14.009616","-0.009054","0.050652","0.156895",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.163",,,,,,,,,,,,,,,,,,,"-0.636615","-1.176074","1.102364","1970.58313","1.439383","1.495689",,,,,,,,,,,,,,,,,
"1779660679.164",,,,,,,,,,,,,,,,,,,,,,,,,"0.16266","9.82829","-3.992319","-38.615605",,,,,,,,,,,,,
"1779660679.165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.589714","0",,,,,,,,,,
"1779660679.167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.494385","8.5","24.351686",,,,,,,
"1779660679.169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660679.17",,"18566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00022","0.000335",
"1779660679.171",,,"18566","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.174",,,,,"-6.213404","7.594944","-1.736631","7.746273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.177",,,,,,,,,"-46.448406","75.22654","9.965212","3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.179",,,,,,,,,,,,,"-7.207888","-11.53262","14.132689",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.18",,,,,,,,,,,,,,,,"0.009054","0.036019","0.164143",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.181",,,,,,,,,,,,,,,,,,,"-0.24211","-1.64153","1.054025","1970.375244",,,,,,,,,,,,,,,,,,,
"1779660679.182",,,,,,,,,,,,,,,,,,,,,,,"0.958976","1.493979","0.118372",,,,,,,,,,,,,,,,
"1779660679.183",,,,,,,,,,,,,,,,,,,,,,,,,,"9.849926","-3.98318","-38.633421",,,,,,,,,,,,,
"1779660679.184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.573605","0",,,,,,,,,,
"1779660679.186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.286499","8.5","24.351686",,,,,,,
"1779660679.187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000958",,,
"1779660679.188",,"18540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00022","0.000335",
"1779660679.189",,,"18518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.19",,,,"0","-6.193826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.191",,,,,,"7.55757","-1.699328","7.585502","-46.40456","74.744225","9.918068","4.324733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.192",,,,,,,,,,,,,"-7.207888","-11.052094","13.885451","0.012722","0.022006","0.117035",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.193",,,,,,,,,,,,,,,,,,,"-2.117294","-2.623374","-0.531302","1970.426514","1.85399","1.491776",,,,,,,,,,,,,,,,,
"1779660679.194",,,,,,,,,,,,,,,,,,,,,,,,,"0.158308",,,,,,,,,,,,,,,,
"1779660679.195",,,,,,,,,,,,,,,,,,,,,,,,,,"9.757218","-3.970093","-38.719646",,,,,,,,,,,,,
"1779660679.197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.571834","0",,,,,,,,,,
"1779660679.198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.337769",,,,,,,,,
"1779660679.199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.5","24.356171",,,,,,,
"1779660679.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,
"1779660679.201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000957",,,
"1779660679.202",,"18518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00022","0.000335",
"1779660679.203",,,"18518","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.206",,,,,"-6.209014","7.590538","-1.735882","7.921661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.208",,,,,,,,,"-46.214558","75.211922","9.958986","3.844207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.209",,,,,,,,,,,,,"-8.649466","-11.052094","14.551288",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.21",,,,,,,,,,,,,,,,"0.02138","0.041613","0.157876",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.211",,,,,,,,,,,,,,,,,,,"0.633019","-2.079337","1.931907","1970.535156",,,,,,,,,,,,,,,,,,,
"1779660679.212",,,,,,,,,,,,,,,,,,,,,,,"1.009299","1.489762","0.171213",,,,,,,,,,,,,,,,
"1779660679.214",,,,,,,,,,,,,,,,,,,,,,,,,,"9.81432","-3.957589","-38.706508",,,,,,,,,,,,,
"1779660679.216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.570815","0",,,,,,,,,,
"1779660679.217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.446411","8.5","24.351686",,,,,,,
"1779660679.218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957",,,
"1779660679.219",,"18496","18496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00022","0.000335",
"1779660679.22",,,,"0","-6.229474","7.593164","-1.73035","7.439345","-46.009941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.221",,,,,,,,,,"74.422684","9.972793","3.363681","-8.649466","-11.052094","14.431785",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.222",,,,,,,,,,,,,,,,"0.0112","0.031804","0.171736",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.223",,,,,,,,,,,,,,,,,,,"-0.852268","-2.601565","-1.307943","1970.480957",,,,,,,,,,,,,,,,,,,
"1779660679.226",,,,,,,,,,,,,,,,,,,,,,,"-0.531297","1.487564","0.155592",,,,,,,,,,,,,,,,
"1779660679.227",,,,,,,,,,,,,,,,,,,,,,,,,,"9.828297","-3.92271","-38.738938",,,,,,,,,,,,,
"1779660679.229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.558254","0",,,,,,,,,,
"1779660679.231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.392212","8.5",,,,,,,,
"1779660679.232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.351686",,,,,,,
"1779660679.233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0.000957",,,
"1779660679.235",,"18475","18475","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00022","0.000335",
"1779660679.238",,,,,"-6.210518","7.588513","-1.72867","7.717041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.239",,,,,,,,,"-45.995323","75.343468","9.957127","3.363681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.24",,,,,,,,,,,,,"-10.091043","-11.53262","15.689004",,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.241",,,,,,,,,,,,,,,,"0.017823","0.025396","0.156078",,,,,,,,,,,,,,,,,,,,,,,
"1779660679.243",,,,,,,,,,,,,,,,,,,"-0.733081","-1.664833","-1.112642","1970.403564",,,,,,,,,,,,,,,,,,,
"1779660679.245",,,,,,,,,,,,,,,,,,,,,,,"-1.510718","1.485784","0.141086",,,,,,,,,,,,,,,,
"1779660679.246",,,,,,,,,,,,,,,,,,,,,,,,,,"9.868051","-3.89682","-38.713598",,,,,,,,,,,,,
"1779660679.247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.83487","0.550106",,,,,,,,,,,
"1779660679.248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0.314819","8.5","24.351686","0",,,,,,
"1779660679.249",,"18453","18453","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0.000957","0.000219","0.000335",
"1779660679.25",,,,,"-6.211023","7.57636","-1.689552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.251",,,,,,,,"7.512424","-46.24379","75.109619","9.94146","3.363681","-7.688414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.253",,,,,,,,,,,,,,"-11.53262","14.262797","0.003145",,,,,,,,,,,,,,,,,,,,,,,,,
"1779660679.255",,,,,,,,,,,,,,,,,"-0.015559","0.140448","0.404791",,,,,,,,,,,,,,,,,,,,,,
"1779660679.256",,,,,,,,,,,,,,,,,,,,"-1.561693","-0.689507","1970.467041",,,,,,,,,,,,,,,,,,,
"1779660679.258",,,,,,,,,,,,,,,,,,,,,,,"-2.218871",,,,,,,,,,,,,,,,,,
