rkf,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,yaw,pitch,roll,imutemp,pressure,altitude,bmptemp,verticalvelocity,apoogee,state,uptime(milliseconds),errorflag
0,   -3.7295,   -3.6840,    8.2413,   33.6469,   25.9462,   10.0709,   22.4820,   72.9950, -118.7534,   36.7500,87765.0469,   -0.1695,   39.0041,   -0.3835,    0.6638,0,5044,13
0,   -9.1001,    1.9223,    0.0818,    0.5207,    0.6981,    3.0420,   28.9402,   45.6147, -104.1561,   37.0000,87764.7500,   -0.1423,   39.2377,    0.7099,    1.1240,0,10079,13
0,   -9.3395,   -1.0897,    0.0492,    1.2762,    2.3584,  -67.7009,   28.8891,   44.0842,  -98.6166,   37.0000,87768.8828,   -0.5283,   39.3218,   -1.4756,    0.1786,0,15119,13
0,   -9.2847,    0.1643,    0.1077,    0.6949,    1.0328,    2.9314,   28.4602,   43.1427,  -75.2206,   37.1250,87766.6016,   -0.3149,   39.5647,    0.2551,    0.1786,0,20159,13
0,   -9.2298,    0.1659,    0.1012,   -0.8025,    1.1831,   -0.2098,   28.2379,   43.6688,  -75.5935,   37.2500,87768.4219,   -0.4853,   39.6534,   -0.5595,   -0.2153,1,23169,13
0,   -9.2607,    0.2013,    0.0593,    0.5718,    0.4902,    0.7375,   28.3298,   43.7476,  -75.4749,   37.2500,87764.5781,   -0.1258,   39.4899,   -0.1528,   -0.1258,1,23330,13
0,   -9.3227,    0.0515,    0.0802,    0.3482,    0.4164,   -2.8473,   28.3553,   43.6623,  -75.4576,   37.2500,87768.6953,   -0.5109,   39.5787,   -0.7204,   -0.1258,1,23443,13
0,   -9.3667,    0.1133,    0.0859,   -3.1489,   -1.4421,    4.0725,   28.2554,   43.6745,  -75.3596,   37.2500,87766.8203,   -0.3359,   39.6161,   -0.4802,   -0.1258,1,23556,13
0,   -9.4511,   -0.0560,    0.1199,   -0.5678,   -0.4915,    7.7612,   28.0555,   43.6687,  -74.1476,   37.2500,87765.5547,   -0.2170,   39.5040,   -0.3652,   -0.1258,1,23765,13
0,   -9.2864,    0.2349,    0.0372,   -0.3271,    1.2697,   -0.1573,   28.0221,   43.6396,  -74.8968,   37.2500,87765.8750,   -0.2471,   39.5927,    0.4806,   -0.1258,1,23878,13
0,   -9.4314,    0.0387,    0.0451,    0.7714,    1.2250,   -1.3157,   27.9944,   43.5558,  -74.6203,   37.2500,87766.3984,   -0.2963,   39.6161,    0.0987,   -0.1258,1,23991,13
0,   -9.3422,   -0.0586,    0.1226,    0.2159,   -1.1460,   -3.6101,   28.1144,   43.4033,  -75.2270,   37.2500,87765.4297,   -0.2057,   39.5133,    0.0031,   -0.1258,1,24200,13
0,   -9.5787,   -1.6255,    0.0268,    0.6498,   -3.0545,   95.7388,   28.3651,   43.1242,  -66.0677,   37.2500,87767.2500,   -0.3755,   39.6021,   -0.3213,   -0.1258,1,24313,13
