checksum, eulerx, eulery, euler z, accelx, accely, accel z, gyro x, gyro y, gyro z, altitude, vvel, lyra uptime, errorflag MP, errorflag NAV, state, uptime reciver, dataage,checksum2
AB,90.527334,-178.762826,-26.356059,-0.090000,-0.190000,9.940000,0.000000,0.000000,0.000000,0.000000,-0.150000,81465,1,1,0,1109567,4,CD
AB,90.527334,-178.762826,-26.356059,-0.090000,-0.200000,9.930000,0.000000,0.000000,0.000000,0.000000,-0.110000,82204,1,1,0,1110103,4,CD
AB,90.527334,-178.762826,-26.356059,-0.100000,-0.190000,9.950000,0.000000,0.010000,0.000000,0.000000,0.170000,82740,1,1,0,1110639,4,CD
AB,90.527334,-178.762826,-26.356059,-0.090000,-0.190000,9.950000,0.000000,0.010000,0.010000,-0.010000,0.270000,83276,1,1,0,1111175,4,CD
AB,90.527334,-178.762826,-26.356059,-0.080000,-0.190000,9.950000,0.000000,0.010000,0.000000,0.000000,0.010000,83806,1,1,0,1111790,3,CD
AB,90.527334,-178.762826,-26.356059,-0.100000,-0.220000,9.930000,0.000000,0.010000,0.000000,0.000000,0.100000,84427,1,1,0,1112326,3,CD
AB,90.527334,-178.762826,-26.929016,-0.090000,-0.200000,9.940000,0.000000,-0.020000,0.020000,0.000000,-0.290000,84964,1,1,0,1112862,3,CD
AB,90.527334,-178.762826,-26.929016,-0.100000,-0.190000,9.950000,0.000000,-0.010000,0.000000,0.010000,0.410000,85499,1,1,0,1113398,3,CD
AB,90.527334,-178.762826,-26.929016,-0.110000,-0.190000,9.950000,0.000000,-0.010000,0.000000,0.010000,0.310000,86035,1,1,0,1113934,3,CD
AB,90.527334,-178.762826,-26.929016,-0.090000,-0.190000,9.940000,0.000000,-0.010000,0.000000,0.010000,-0.190000,86573,1,1,0,1114471,3,CD
AB,90.527334,-178.762826,-26.929016,-0.090000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.010000,0.040000,87108,1,1,0,1115006,3,CD
AB,90.527334,-178.762826,-26.929016,-0.090000,-0.190000,9.940000,0.000000,0.000000,-0.010000,0.000000,-0.060000,87644,1,1,0,1115542,3,CD
AB,90.527334,-178.762826,-27.501974,-0.100000,-0.190000,9.950000,0.000000,0.000000,-0.010000,-0.010000,-0.180000,88180,1,1,0,1116079,3,CD
AB,90.527334,-178.762826,-27.501974,-0.090000,-0.210000,9.940000,0.020000,0.000000,0.000000,0.000000,0.480000,88718,1,1,0,1116615,3,CD
AB,90.527334,-178.762826,-27.501974,-0.090000,-0.200000,9.930000,0.000000,0.010000,0.000000,0.000000,0.450000,89254,1,1,0,1117153,4,CD
AB,90.527334,-178.762826,-27.501974,-0.080000,-0.210000,9.930000,-0.010000,0.000000,0.000000,0.000000,-0.080000,89789,1,1,0,1117688,4,CD
AB,90.527334,-178.762826,-28.074933,-0.090000,-0.210000,9.930000,0.000000,-0.020000,0.000000,0.020000,0.300000,90325,1,1,0,1118225,4,CD
AB,90.527334,-178.762826,-28.074933,-0.090000,-0.190000,9.940000,0.000000,0.000000,-0.010000,0.040000,1.110000,90862,1,1,0,1118761,4,CD
AB,90.527334,-178.762826,-28.074933,-0.090000,-0.200000,9.950000,0.010000,-0.030000,0.000000,0.020000,-0.230000,91398,1,1,0,1119297,4,CD
AB,90.527334,-178.762826,-28.074933,-0.080000,-0.200000,9.940000,0.000000,-0.010000,-0.010000,0.020000,0.550000,91934,1,1,0,1119833,4,CD
AB,90.527334,-178.762826,-28.074933,-0.100000,-0.190000,9.930000,0.000000,0.000000,0.000000,0.040000,0.650000,92470,1,1,0,1120369,3,CD
AB,90.527334,-178.762826,-28.074933,-0.100000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.030000,0.470000,93007,1,1,0,1120906,3,CD
AB,90.527334,-178.762826,-28.647890,-0.100000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.010000,-0.760000,93543,1,1,0,1121442,3,CD
AB,90.527334,-178.762826,-28.647890,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.020000,-0.690000,94079,1,1,0,1121978,3,CD
AB,90.527334,-178.762826,-28.647890,-0.100000,-0.200000,9.930000,0.000000,-0.010000,-0.010000,0.050000,1.010000,94616,1,1,0,1122514,3,CD
AB,90.527334,-178.762826,-28.647890,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.040000,0.680000,95152,1,1,0,1123051,3,CD
AB,90.527334,-178.189868,-28.647890,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.030000,0.050000,95688,1,1,0,1123587,4,CD
AB,90.527334,-178.762826,-29.220847,-0.100000,-0.190000,9.940000,-0.010000,0.000000,-0.010000,0.020000,-0.140000,96224,1,1,0,1124123,4,CD
AB,90.527334,-178.762826,-29.220847,-0.090000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.670000,96760,1,1,0,1124659,4,CD
AB,90.527334,-178.762826,-29.220847,-0.100000,-0.190000,9.930000,0.000000,-0.010000,0.000000,0.020000,0.500000,97297,1,1,0,1125196,4,CD
AB,90.527334,-178.762826,-29.793804,-0.090000,-0.200000,9.930000,0.000000,0.000000,0.000000,0.010000,-0.430000,97833,1,1,0,1125732,4,CD
AB,90.527334,-178.762826,-29.793804,-0.100000,-0.190000,9.940000,0.000000,0.000000,0.000000,0.010000,0.280000,98369,1,1,0,1126268,4,CD
AB,90.527334,-178.762826,-29.793804,-0.100000,-0.200000,9.940000,0.000000,0.020000,0.000000,0.000000,0.370000,98905,1,1,0,1126804,3,CD
AB,90.527334,-178.762826,-29.793804,-0.110000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.000000,-0.210000,99441,1,1,0,1127340,3,CD
AB,90.527334,-178.762826,-30.366762,-0.090000,-0.200000,9.940000,0.000000,0.010000,-0.010000,0.000000,-0.080000,99977,1,1,0,1127876,3,CD
AB,90.527334,-178.762826,-30.366762,-0.090000,-0.210000,9.940000,0.000000,0.000000,-0.010000,0.000000,-0.330000,100513,1,1,0,1128411,3,CD
AB,90.527334,-178.762826,-30.366762,-0.090000,-0.210000,9.950000,0.010000,0.010000,0.000000,0.000000,-0.080000,101050,1,1,0,1128948,3,CD
AB,90.527334,-178.762826,-30.366762,-0.100000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.020000,0.440000,101586,1,1,0,1129484,3,CD
AB,90.527334,-178.762826,-30.939722,-0.090000,-0.210000,9.930000,0.000000,-0.020000,-0.010000,0.000000,0.270000,102122,1,1,0,1130021,3,CD
AB,90.527334,-178.762826,-30.939722,-0.100000,-0.180000,9.940000,0.000000,0.000000,-0.010000,0.040000,1.220000,102658,1,1,0,1130556,3,CD
AB,90.527334,-178.762826,-30.939722,-0.110000,-0.200000,9.940000,0.000000,0.010000,0.000000,0.020000,-0.360000,103195,1,1,0,1131094,4,CD
AB,90.527334,-178.762826,-30.939722,-0.090000,-0.200000,9.930000,0.000000,-0.030000,0.000000,0.010000,0.440000,103731,1,1,0,1131631,4,CD
AB,90.527334,-178.762826,-30.939722,-0.090000,-0.210000,9.940000,0.000000,0.010000,0.000000,0.010000,-0.060000,104267,1,1,0,1132166,4,CD
AB,90.527334,-178.762826,-30.939722,-0.100000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.020000,-0.110000,104804,1,1,0,1132703,4,CD
AB,90.527334,-178.762826,-30.939722,-0.090000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.030000,-0.010000,105340,1,1,0,1133238,4,CD
AB,90.527334,-178.762826,-30.939722,-0.100000,-0.180000,9.960000,0.000000,-0.010000,0.000000,0.010000,-0.180000,105875,1,1,0,1133774,4,CD
AB,90.527334,-178.762826,-31.512679,-0.100000,-0.200000,9.950000,0.000000,0.020000,0.000000,0.020000,-0.110000,106411,1,1,0,1134310,3,CD
AB,90.527334,-178.762826,-31.512679,-0.100000,-0.200000,9.940000,0.000000,-0.010000,0.000000,0.030000,-0.060000,106947,1,1,0,1134846,3,CD
AB,90.527334,-178.762826,-31.512679,-0.090000,-0.200000,9.960000,-0.010000,0.010000,-0.010000,0.010000,-1.000000,107483,1,1,0,1135382,3,CD
AB,90.527334,-178.762826,-31.512679,-0.090000,-0.190000,9.920000,0.000000,0.000000,0.000000,0.020000,0.470000,108019,1,1,0,1135918,3,CD
AB,90.527334,-178.762826,-31.512679,-0.080000,-0.210000,9.950000,0.000000,0.040000,0.010000,0.020000,0.510000,108555,1,1,0,1136453,3,CD
AB,90.527334,-178.762826,-31.512679,-0.100000,-0.190000,9.950000,0.000000,0.000000,-0.010000,0.020000,0.560000,109092,1,1,0,1136990,3,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.210000,9.940000,0.000000,0.010000,0.000000,0.000000,-0.800000,109627,1,1,0,1137525,3,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.190000,9.950000,0.000000,0.000000,0.000000,0.020000,0.760000,110163,1,1,0,1138062,3,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.010000,0.110000,110699,1,1,0,1138597,3,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.200000,9.950000,0.000000,0.020000,-0.010000,0.030000,-0.020000,111235,1,1,0,1139134,3,CD
AB,90.527334,-178.762826,-32.085637,-0.100000,-0.200000,9.940000,0.000000,0.010000,0.000000,0.030000,-0.880000,111771,1,1,0,1139669,3,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.190000,9.960000,0.000000,0.000000,0.000000,0.000000,-0.650000,112307,1,1,0,1140206,4,CD
AB,90.527334,-178.762826,-32.085637,-0.100000,-0.200000,9.940000,0.000000,0.010000,-0.010000,0.000000,-0.250000,112843,1,1,0,1140742,4,CD
AB,90.527334,-178.762826,-32.085637,-0.090000,-0.210000,9.930000,0.000000,0.000000,0.000000,-0.010000,-0.930000,113379,1,1,0,1141278,4,CD
AB,90.527334,-178.762826,-32.658594,-0.090000,-0.200000,9.940000,-0.010000,0.010000,-0.010000,0.000000,0.380000,113915,1,1,0,1141815,4,CD
AB,90.527334,-178.762826,-32.658594,-0.090000,-0.200000,9.930000,0.000000,0.000000,0.000000,0.000000,0.090000,114452,1,1,0,1142351,4,CD
AB,90.527334,-178.762826,-32.658594,-0.090000,-0.190000,9.940000,-0.010000,0.000000,0.000000,-0.010000,-0.800000,114988,1,1,0,1142887,4,CD
AB,90.527334,-178.189868,-32.658594,-0.100000,-0.180000,9.940000,0.000000,0.040000,-0.010000,0.000000,0.340000,115524,1,1,0,1143423,4,CD
AB,90.527334,-178.762826,-32.658594,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.000000,-0.230000,116060,1,1,0,1143960,3,CD
AB,90.527334,-178.762826,-32.658594,-0.100000,-0.180000,9.950000,0.000000,0.000000,-0.010000,-0.010000,0.020000,116597,1,1,0,1144496,3,CD
AB,90.527334,-178.762826,-32.658594,-0.110000,-0.200000,9.940000,0.000000,0.000000,0.000000,-0.010000,-0.420000,117133,1,1,0,1145032,3,CD
AB,90.527334,-178.762826,-32.658594,-0.080000,-0.180000,9.940000,0.000000,0.020000,0.000000,0.000000,-0.120000,117669,1,1,0,1145568,3,CD
AB,90.527334,-178.189868,-32.658594,-0.100000,-0.200000,9.940000,0.000000,0.010000,0.000000,0.000000,-0.080000,118205,1,1,0,1146104,3,CD
AB,90.527334,-178.762826,-32.658594,-0.100000,-0.200000,9.940000,0.000000,0.010000,0.000000,-0.010000,-0.530000,118741,1,1,0,1146639,3,CD
AB,90.527334,-178.762826,-33.231551,-0.090000,-0.210000,9.940000,0.010000,-0.040000,-0.010000,-0.020000,-0.570000,119277,1,1,0,1147176,3,CD
AB,90.527334,-178.762826,-33.231551,-0.100000,-0.190000,9.960000,-0.010000,0.020000,-0.010000,-0.010000,0.190000,119813,1,1,0,1147711,3,CD
AB,90.527334,-178.762826,-33.231551,-0.100000,-0.200000,9.950000,-0.010000,0.000000,-0.020000,-0.010000,0.650000,120350,1,1,0,1148249,3,CD
AB,90.527334,-178.762826,-33.231551,-0.100000,-0.180000,9.950000,-0.010000,0.010000,-0.010000,-0.010000,-0.280000,120886,1,1,0,1148784,3,CD
AB,89.954377,-178.189868,-33.804508,-0.200000,-0.560000,9.980000,-0.010000,0.020000,-0.010000,-0.020000,-0.300000,121423,1,1,0,1149321,4,CD
AB,90.527334,-179.335796,-33.804508,0.020000,-0.110000,9.930000,0.000000,0.010000,0.000000,-0.010000,0.270000,121930,1,1,0,1149915,4,CD
AB,90.527334,-178.762826,-33.804508,-0.090000,-0.210000,9.960000,0.000000,0.010000,0.000000,-0.020000,-0.570000,122552,1,1,0,1150451,4,CD
AB,90.527334,-178.762826,-33.804508,-0.100000,-0.190000,9.940000,0.000000,0.000000,0.000000,-0.010000,0.380000,123088,1,1,0,1150988,4,CD
AB,90.527334,-178.762826,-33.804508,-0.100000,-0.200000,9.940000,0.000000,0.020000,0.000000,0.000000,0.230000,123624,1,1,0,1151523,4,CD
AB,90.527334,-178.762826,-34.377469,-0.100000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.000000,0.080000,124161,1,1,0,1152060,4,CD
AB,90.527334,-178.762826,-34.377469,-0.080000,-0.200000,9.940000,0.000000,0.000000,-0.010000,0.000000,-0.240000,124697,1,1,0,1152596,4,CD
AB,90.527334,-178.189868,-34.377469,-0.090000,-0.220000,9.920000,0.000000,0.030000,0.000000,0.000000,0.140000,125233,1,1,0,1153132,3,CD
AB,90.527334,-178.762826,-34.377469,-0.090000,-0.200000,9.950000,0.000000,-0.020000,0.000000,-0.040000,-0.840000,125769,1,1,0,1153668,3,CD
AB,90.527334,-178.762826,-34.377469,-0.100000,-0.190000,9.940000,0.000000,-0.010000,0.000000,-0.020000,0.360000,126305,1,1,0,1154204,3,CD
AB,90.527334,-178.189868,-34.950426,-0.110000,-0.200000,9.960000,0.000000,0.010000,0.000000,-0.020000,-0.160000,126842,1,1,0,1154741,3,CD
AB,90.527334,-178.762826,-34.950426,-0.100000,-0.210000,9.930000,0.000000,0.000000,-0.010000,-0.010000,0.500000,127378,1,1,0,1155277,3,CD
AB,90.527334,-178.762826,-34.950426,-0.100000,-0.190000,9.940000,0.010000,-0.020000,0.010000,-0.030000,-0.570000,127914,1,1,0,1155812,3,CD
AB,90.527334,-178.762826,-35.523384,-0.100000,-0.190000,9.950000,-0.010000,0.000000,0.000000,0.000000,0.410000,128451,1,1,0,1156349,3,CD
AB,90.527334,-178.762826,-35.523384,-0.110000,-0.200000,9.950000,0.000000,-0.050000,0.000000,-0.010000,0.540000,128986,1,1,0,1156884,3,CD
AB,90.527334,-178.762826,-35.523384,-0.100000,-0.200000,9.940000,0.000000,-0.030000,0.000000,0.000000,-0.150000,129522,1,1,0,1157421,3,CD
AB,90.527334,-178.189868,-35.523384,-0.090000,-0.190000,9.930000,0.000000,0.020000,0.000000,-0.020000,-0.320000,130058,1,1,0,1157957,4,CD
AB,90.527334,-178.762826,-35.523384,-0.120000,-0.200000,9.960000,0.000000,0.020000,-0.010000,-0.020000,0.150000,130595,1,1,0,1158495,4,CD
AB,90.527334,-178.762826,-36.096341,-0.090000,-0.190000,9.930000,0.000000,0.010000,0.000000,0.000000,-0.410000,131132,1,1,0,1159031,4,CD
AB,90.527334,-178.189868,-36.096341,-0.100000,-0.190000,9.930000,0.000000,0.000000,0.000000,0.000000,-0.260000,131668,1,1,0,1159567,4,CD
AB,90.527334,-178.189868,-36.096341,-0.090000,-0.210000,9.940000,0.000000,-0.010000,0.000000,0.010000,0.540000,132204,1,1,0,1160103,4,CD
AB,90.527334,-178.762826,-36.096341,-0.120000,-0.210000,9.950000,0.000000,-0.010000,0.000000,-0.020000,-0.660000,132740,1,1,0,1160640,3,CD
AB,89.954377,-178.762826,-36.096341,-0.100000,-0.190000,9.940000,0.000000,0.010000,0.000000,0.000000,0.300000,133276,1,1,0,1161175,3,CD
AB,90.527334,-178.762826,-36.669298,-0.100000,-0.190000,9.950000,0.000000,0.000000,0.000000,0.000000,0.000000,133813,1,1,0,1161711,3,CD
AB,90.527334,-178.189868,-36.669298,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.000000,0.270000,134348,1,1,0,1162247,3,CD
AB,90.527334,-178.189868,-36.669298,-0.100000,-0.190000,9.930000,-0.010000,0.000000,-0.010000,0.000000,-0.060000,134884,1,1,0,1162783,3,CD
AB,90.527334,-178.762826,-37.242255,-0.090000,-0.210000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.230000,135420,1,1,0,1163319,3,CD
AB,89.954377,-178.189868,-37.242255,-0.110000,-0.200000,9.950000,0.000000,0.010000,0.000000,0.010000,-0.190000,135956,1,1,0,1163855,3,CD
AB,89.954377,-178.762826,-37.242255,-0.090000,-0.200000,9.940000,0.000000,0.000000,0.000000,-0.010000,-0.390000,136492,1,1,0,1164390,3,CD
AB,90.527334,-178.762826,-37.242255,-0.090000,-0.200000,9.930000,0.000000,-0.010000,0.000000,0.000000,0.530000,137028,1,1,0,1164927,3,CD
AB,90.527334,-178.762826,-37.242255,-0.100000,-0.200000,9.940000,0.000000,-0.020000,0.000000,-0.010000,0.060000,137565,1,1,0,1165463,3,CD
AB,89.954377,-178.189868,-37.242255,-0.080000,-0.220000,9.940000,0.000000,0.010000,0.000000,0.000000,0.100000,138101,1,1,0,1166000,3,CD
AB,91.673249,-177.043954,-37.242255,0.130000,-0.170000,9.940000,0.000000,0.000000,-0.040000,0.000000,0.550000,138637,1,1,0,1166535,3,CD
AB,89.954377,-178.762826,-37.242255,0.020000,-0.200000,9.930000,0.000000,0.010000,-0.020000,-0.030000,-1.030000,139173,1,1,0,1167072,3,CD
AB,90.527334,-178.189868,-37.815216,-0.080000,-0.140000,9.940000,0.000000,0.000000,0.000000,0.010000,0.780000,139711,1,1,0,1167609,3,CD
AB,90.527334,-178.189868,-37.815216,-0.130000,-0.140000,9.960000,0.010000,0.000000,-0.020000,0.000000,-0.200000,140246,1,1,0,1168144,3,CD
AB,90.527334,-178.762826,-37.815216,-0.190000,-0.180000,9.930000,0.000000,0.000000,0.000000,0.000000,0.140000,140783,1,1,0,1168681,3,CD
AB,89.954377,-178.762826,-37.815216,-0.120000,-0.210000,9.950000,0.000000,-0.020000,-0.010000,0.000000,0.090000,141318,1,1,0,1169216,3,CD
AB,90.527334,-178.762826,-37.815216,-0.100000,-0.210000,9.950000,0.000000,-0.010000,0.000000,-0.010000,-0.330000,141855,1,1,0,1169753,3,CD
AB,90.527334,-178.189868,-37.815216,-0.100000,-0.220000,9.950000,-0.010000,0.020000,0.000000,-0.010000,0.350000,142390,1,1,0,1170288,3,CD
AB,89.954377,-178.762826,-37.815216,-0.070000,-0.220000,9.940000,0.000000,-0.010000,0.000000,0.000000,0.260000,142926,1,1,0,1170826,4,CD
AB,90.527334,-178.762826,-38.388173,-0.100000,-0.190000,9.950000,0.010000,-0.030000,0.010000,0.000000,0.370000,143462,1,1,0,1171361,4,CD
AB,90.527334,-178.762826,-37.815216,-0.110000,-0.190000,9.960000,0.000000,0.000000,-0.010000,0.010000,0.750000,143999,1,1,0,1171898,4,CD
AB,89.954377,-178.189868,-38.388173,-0.100000,-0.190000,9.950000,0.000000,0.010000,0.000000,0.000000,0.370000,144535,1,1,0,1172434,4,CD
AB,89.954377,-178.762826,-38.388173,-0.100000,-0.210000,9.940000,0.000000,0.000000,0.000000,0.000000,-0.320000,145071,1,1,0,1172970,4,CD
AB,90.527334,-178.189868,-38.388173,-0.120000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.000000,0.470000,145607,1,1,0,1173506,4,CD
AB,89.954377,-178.762826,-38.388173,-0.090000,-0.210000,9.950000,0.010000,0.020000,0.000000,0.010000,0.400000,146144,1,1,0,1174043,3,CD
AB,90.527334,-178.189868,-38.961130,-0.100000,-0.210000,9.930000,-0.010000,0.020000,-0.010000,0.000000,-0.500000,146680,1,1,0,1174579,3,CD
AB,90.527334,-178.762826,-38.961130,-0.090000,-0.190000,9.950000,0.000000,0.000000,0.000000,0.000000,0.110000,147216,1,1,0,1175115,3,CD
AB,90.527334,-178.189868,-39.534088,-0.110000,-0.200000,9.950000,0.000000,-0.010000,0.000000,0.010000,0.540000,147752,1,1,0,1175651,3,CD
AB,89.954377,-178.189868,-39.534088,-0.090000,-0.230000,9.950000,0.000000,0.010000,0.010000,-0.010000,-0.370000,148288,1,1,0,1176187,3,CD
AB,90.527334,-178.189868,-39.534088,-0.130000,-0.180000,9.930000,-0.020000,0.000000,0.000000,0.020000,0.110000,148824,1,1,0,1176722,3,CD
AB,89.954377,-178.189868,-39.534088,-0.200000,-0.070000,9.930000,0.010000,0.000000,0.040000,0.010000,0.370000,149360,1,1,0,1177259,3,CD
AB,89.954377,-178.189868,-39.534088,-0.110000,-0.170000,9.930000,0.000000,0.000000,0.000000,0.040000,-0.010000,149896,1,1,0,1177795,3,CD
AB,90.527334,-178.762826,-39.534088,-0.110000,-0.210000,9.960000,0.000000,-0.010000,-0.010000,0.010000,-0.270000,150432,1,1,0,1178331,3,CD
AB,90.527334,-178.189868,-39.534088,-0.100000,-0.220000,9.940000,-0.010000,0.000000,0.000000,0.030000,0.310000,150968,1,1,0,1178867,3,CD
AB,89.954377,-178.762826,-39.534088,-0.100000,-0.190000,9.960000,0.000000,-0.010000,0.000000,0.030000,0.400000,151504,1,1,0,1179403,3,CD
AB,89.954377,-178.762826,-40.107045,-0.090000,-0.190000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.790000,152040,1,1,0,1179939,3,CD
AB,90.527334,-178.762826,-39.534088,-0.090000,-0.190000,9.940000,0.000000,0.000000,-0.010000,0.030000,0.000000,152577,1,1,0,1180475,3,CD
AB,90.527334,-178.762826,-40.107045,-0.100000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.010000,-1.160000,152919,1,1,0,1181020,3,CD
AB,90.527334,-178.762826,-40.107045,-0.100000,-0.210000,9.940000,-0.010000,-0.020000,0.000000,0.040000,0.430000,153658,1,1,0,1181556,3,CD
AB,90.527334,-178.762826,-40.107045,-0.070000,-0.200000,9.940000,0.000000,0.010000,-0.010000,0.040000,-0.040000,154194,1,1,0,1182093,3,CD
AB,89.954377,-178.189868,-40.107045,-0.110000,-0.200000,9.930000,0.000000,0.020000,0.000000,0.030000,-0.800000,154730,1,1,0,1182628,3,CD
AB,89.954377,-178.762826,-40.107045,-0.100000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.040000,0.480000,155266,1,1,0,1183165,3,CD
AB,89.954377,-178.189868,-40.680002,-0.080000,-0.220000,9.930000,0.000000,0.000000,-0.010000,0.040000,0.220000,155802,1,1,0,1183701,4,CD
AB,89.954377,-178.762826,-40.680002,-0.100000,-0.190000,9.940000,-0.010000,0.010000,0.000000,0.000000,-0.570000,156338,1,1,0,1184238,4,CD
AB,89.954377,-178.762826,-40.680002,-0.080000,-0.190000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.280000,156875,1,1,0,1184774,4,CD
AB,90.527334,-178.762826,-40.680002,-0.100000,-0.200000,9.930000,0.000000,0.000000,-0.010000,0.040000,0.560000,157411,1,1,0,1185311,4,CD
AB,89.954377,-178.189868,-41.252963,-0.080000,-0.210000,9.950000,0.000000,0.020000,0.000000,0.020000,-0.750000,157947,1,1,0,1185846,4,CD
AB,89.954377,-178.762826,-41.252963,-0.090000,-0.190000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.460000,158483,1,1,0,1186383,4,CD
AB,89.954377,-178.189868,-41.252963,-0.100000,-0.200000,9.950000,0.000000,0.010000,0.000000,0.020000,0.220000,159020,1,1,0,1186919,4,CD
AB,89.954377,-178.189868,-41.252963,-0.090000,-0.190000,9.940000,0.000000,0.010000,-0.010000,0.010000,0.380000,159556,1,1,0,1187455,4,CD
AB,89.954377,-178.762826,-41.252963,-0.090000,-0.190000,9.940000,0.000000,-0.010000,0.000000,0.020000,-0.330000,160092,1,1,0,1187991,4,CD
AB,90.527334,-178.762826,-41.252963,-0.090000,-0.210000,9.950000,0.000000,-0.010000,0.000000,0.010000,-0.040000,160629,1,1,0,1188528,4,CD
AB,90.527334,-178.762826,-41.252963,-0.100000,-0.190000,9.920000,0.000000,-0.010000,0.000000,0.010000,-0.210000,161165,1,1,0,1189064,4,CD
AB,89.954377,-178.189868,-41.252963,-0.100000,-0.200000,9.950000,0.000000,0.010000,0.000000,0.030000,0.240000,161701,1,1,0,1189600,4,CD
AB,89.954377,-178.762826,-41.252963,-0.100000,-0.210000,9.940000,-0.010000,0.000000,0.000000,0.010000,-0.240000,162237,1,1,0,1190136,3,CD
AB,89.954377,-178.189868,-41.252963,-0.080000,-0.200000,9.950000,0.000000,0.000000,-0.010000,0.020000,0.190000,162773,1,1,0,1190672,3,CD
AB,89.954377,-178.762826,-41.825920,-0.100000,-0.200000,9.940000,0.000000,0.000000,-0.010000,0.010000,-0.750000,163122,1,1,0,1191222,3,CD
AB,89.954377,-178.762826,-41.825920,-0.110000,-0.200000,9.940000,0.000000,0.000000,0.000000,0.010000,-0.830000,163860,1,1,0,1191759,3,CD
AB,89.954377,-178.762826,-41.825920,-0.100000,-0.180000,9.940000,0.000000,0.000000,0.000000,0.020000,0.370000,164352,1,1,0,1192331,3,CD
AB,89.954377,-178.189868,-41.825920,-0.080000,-0.210000,9.940000,0.000000,0.000000,0.000000,0.020000,-0.450000,164968,1,1,0,1192867,3,CD
AB,89.954377,-178.762826,-41.825920,-0.090000,-0.210000,9.930000,0.000000,-0.010000,0.000000,0.030000,0.160000,165504,1,1,0,1193402,3,CD
AB,89.954377,-178.189868,-41.825920,-0.100000,-0.200000,9.950000,0.000000,0.010000,0.010000,0.030000,-0.040000,166040,1,1,0,1193939,3,CD
AB,90.527334,-178.189868,-42.398877,-0.100000,-0.190000,9.950000,0.000000,0.000000,0.000000,0.020000,0.070000,166576,1,1,0,1194475,3,CD
AB,89.954377,-178.189868,-42.398877,-0.110000,-0.200000,9.940000,-0.010000,0.000000,-0.010000,0.010000,-0.440000,167112,1,1,0,1195011,3,CD
AB,89.954377,-178.189868,-42.398877,-0.090000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.020000,0.010000,167648,1,1,0,1195547,3,CD
AB,89.954377,-178.189868,-42.398877,-0.090000,-0.190000,9.950000,0.000000,0.000000,0.000000,0.010000,-0.250000,168184,1,1,0,1196083,3,CD
AB,89.954377,-178.189868,-42.398877,-0.100000,-0.190000,9.940000,0.000000,0.010000,0.000000,0.030000,0.100000,168721,1,1,0,1196620,3,CD
AB,90.527334,-178.189868,-42.398877,-0.090000,-0.200000,9.940000,0.000000,-0.010000,-0.010000,0.010000,-0.070000,169257,1,1,0,1197155,3,CD
AB,89.954377,-178.189868,-42.398877,-0.090000,-0.210000,9.930000,0.000000,0.000000,0.000000,0.030000,0.820000,169793,1,1,0,1197692,3,CD
AB,90.527334,-178.762826,-42.398877,-0.100000,-0.190000,9.940000,-0.010000,0.000000,0.000000,0.040000,0.340000,170329,1,1,0,1198227,3,CD
AB,90.527334,-178.189868,-42.971835,-0.090000,-0.200000,9.950000,-0.010000,-0.010000,0.000000,0.020000,0.150000,170865,1,1,0,1198764,3,CD
AB,89.954377,-178.189868,-42.971835,-0.110000,-0.200000,9.950000,0.000000,0.000000,0.000000,0.030000,0.050000,171401,1,1,0,1199299,3,CD
AB,89.954377,-178.189868,-42.971835,-0.100000,-0.200000,9.940000,0.000000,-0.030000,-0.010000,0.020000,-0.160000,171937,1,1,0,1199836,3,CD
AB,89.954377,-178.189868,-42.971835,-0.100000,-0.190000,9.960000,0.000000,0.010000,0.000000,0.020000,0.230000,172473,1,1,0,1200372,4,CD
AB,89.954377,-178.762826,-42.971835,-0.100000,-0.210000,9.940000,0.000000,0.000000,-0.020000,0.000000,-0.270000,173009,1,1,0,1200909,4,CD
