index," checksum",uptime mp,uptime nav,"  errorflag mp",errorflag NAV,"  accel x"," accel y"," accel z"," accelworld x"," accelworld y"," accelworld z"," accelhighg x"," accelhighg y"," accelhighg z"," gyro x"," gyro y"," gyro z"," euler x"," euler y"," euler z"," quat w"," quat x"," quat y"," quat z"," altitude"," presusre"," verticalvel",filtered vvel," maxalt"," altitudeagl"," filtered alt"," imutemp"," barotemp",state,battstate,pyros fired," checksum2\r"
1539," 101",73738,73711,1,1,0.203782,-0.100673,9.955261,-0.003756,-0.007097,0.156852,0.289230,-5.683524,9.242851,-0.061738,-0.408665,-0.545057,89.415010,-178.829884,177.701387,0.703226,-0.710612,-0.021318,-0.006967,1306.943604,87040.437500,0.296745,0.154222,1.142334,0.486328,0.434481,13.500000,18.552216,0,0.000000,0," 202"
1540," 101",75883,75874,1,1,0.206601,-0.070884,9.953249,-0.006638,0.016846,0.154629,-0.191296,-4.722473,9.242851,-0.227710,-0.291965,-1.118428,89.434982,-178.795023,177.076424,0.703534,-0.710125,-0.025522,-0.010479,1306.658081,87043.945312,0.209971,0.055323,1.142334,0.200806,0.296250,13.625000,18.633652,0,0.000000,0," 202"
1541," 101",78110,78068,1,1,0.211814,-0.092702,9.950588,-0.002858,0.014431,0.149007,-1.152348,-5.202998,9.242851,0.942835,-2.767944,0.318163,89.378305,-178.816757,176.610182,0.703132,-0.710369,-0.028285,-0.013462,1306.623291,87041.578125,-0.268419,-0.092279,1.142334,0.166016,0.157527,13.625000,18.715086,0,0.000000,0," 202"
1542," 101",80253,80247,1,1,0.203123,-0.105672,9.941020,0.025106,-0.018797,0.142607,-1.152348,-5.202998,8.762325,-0.258410,1.043505,0.121449,89.424894,-179.015993,176.287182,0.703352,-0.710052,-0.029059,-0.016691,1306.600708,87044.554688,-0.429595,0.022944,1.142334,0.143433,0.179649,13.750000,18.769375,0,0.000000,0," 202"
1543," 101",82453,82434,1,1,0.208046,-0.081281,9.940017,-0.007151,0.028145,0.141484,-0.191296,-6.164050,10.203903,-0.086298,-0.577539,0.108610,89.276016,-178.800569,175.462369,0.703229,-0.709788,-0.035260,-0.020645,1306.681641,87045.265625,0.549318,0.264842,1.142334,0.224365,0.188345,13.875000,18.841759,0,0.000000,0," 202"
1544," 101",84534,84531,1,1,0.205436,-0.086906,9.933348,-0.005077,0.000464,0.134851,0.289230,-6.164050,9.723377,-0.109960,-0.151402,-0.300738,89.394786,-178.834133,174.998176,0.702972,-0.709805,-0.038165,-0.023465,1306.452026,87044.328125,-0.464694,-0.162014,1.142334,-0.005249,0.060226,13.875000,18.896046,0,0.000000,0," 202"
1545," 101",86613,86585,1,1,0.203104,-0.104959,9.947994,0.006180,-0.013936,0.149609,-0.671822,-5.202998,9.723377,0.041987,1.973673,0.006888,89.366817,-178.929113,174.512959,0.702670,-0.709843,-0.040595,-0.027020,1306.897827,87038.492188,0.027465,0.181927,1.142334,0.440552,0.373158,13.875000,18.950331,0,0.000000,0," 202"
1546," 101",88702,88682,1,1,0.211913,-0.081715,9.940721,0.004324,0.010628,0.142308,0.769756,-5.202998,9.242851,0.138579,-1.068698,-0.056700,89.347139,-178.857396,174.211679,0.702840,-0.709481,-0.043030,-0.028299,1306.687012,87046.281250,-0.415184,-0.101918,1.142334,0.229736,0.345218,14.000000,19.009142,0,0.000000,0," 202"
1547," 101",90798,90784,1,1,0.210284,-0.084459,9.949162,0.008547,0.015549,0.150727,0.769756,-5.202998,10.684429,-0.273541,1.309206,-0.437239,89.302251,-178.894839,174.095621,0.702176,-0.710073,-0.043406,-0.029342,1306.713501,87043.140625,-0.569339,0.039886,1.142334,0.256226,0.430128,14.000000,19.076998,0,0.000000,0," 202"
1548," 101",92895,92886,1,1,0.210564,-0.107497,9.931704,-0.001863,-0.005451,0.133515,-0.191296,-3.761421,10.203903,-0.148357,-0.449458,0.125173,89.291746,-178.843654,174.192200,0.701971,-0.710332,-0.043071,-0.028477,1306.754517,87041.953125,-0.915524,-0.209137,1.142334,0.297241,0.420172,14.125000,19.144852,0,0.000000,0," 202"
1549," 101",95069,95051,1,1,0.209988,-0.090599,9.925716,-0.012236,-0.002137,0.127343,-1.632874,-5.202998,8.281800,-0.089283,-1.523398,-0.303857,89.368668,-178.777019,174.149333,0.702631,-0.709642,-0.043778,-0.028307,1307.072754,87039.039062,0.502855,0.201146,1.142334,0.615479,0.557729,14.125000,19.199135,0,0.000000,0," 202"
1550," 101",97170,97155,1,1,0.215279,-0.100495,9.950410,0.015651,-0.017154,0.152219,0.289230,-5.202998,9.723377,0.986536,0.996502,-0.061873,89.381379,-178.925534,173.387876,0.702462,-0.709319,-0.047580,-0.033901,1307.442871,87033.843750,0.921924,0.157253,1.142334,0.985596,0.728437,14.250000,19.271513,0,0.000000,0," 202"
1551," 101",99269,99257,1,1,0.196568,-0.094803,9.946184,-0.005753,-0.002054,0.147576,-0.671822,-5.683524,9.723377,-0.540848,-0.806174,-0.332367,89.333308,-178.908746,173.074931,0.702075,-0.709474,-0.049634,-0.035695,1307.196533,87034.843750,0.262484,-0.133988,1.142334,0.739258,0.680752,14.250000,19.325794,0,0.000000,0," 202"
1552," 101",101379,101367,1,1,0.229246,-0.100171,9.927572,0.010927,0.002042,0.129718,-0.191296,-5.202998,9.242851,0.702524,-0.831710,0.954439,89.259050,-178.817153,173.261176,0.701700,-0.709970,-0.049064,-0.033954,1306.902222,87041.718750,-0.720110,-0.278249,1.142334,0.444946,0.599375,14.375000,19.380075,0,0.000000,0," 202"
1553," 101",103490,103478,1,1,0.218697,-0.096517,9.935761,-0.003329,0.001011,0.137636,-1.152348,-5.202998,9.242851,-0.229046,0.708998,-0.463039,89.282887,-178.800269,172.741085,0.701719,-0.709562,-0.052272,-0.037153,1306.932983,87041.570312,0.581804,0.026198,1.142334,0.475708,0.468464,14.375000,19.443403,0,0.000000,0," 202"
1554," 101",105608,105593,1,1,0.207282,-0.097501,9.932690,-0.003507,-0.018713,0.134312,-0.671822,-4.722473,8.762325,0.725423,-0.008609,-0.010395,89.399444,-178.864650,172.759130,0.702398,-0.708909,-0.051838,-0.037386,1306.940552,87039.546875,-0.217201,-0.181347,1.142334,0.483276,0.471622,14.500000,19.502205,0,0.000000,0," 202"
1555," 101",107741,107717,1,1,0.213755,-0.088223,9.943666,-0.019174,-0.010569,0.145331,-0.191296,-3.761421,9.723377,-0.394766,-0.892177,-0.471322,89.404239,-178.730382,172.893904,0.702514,-0.708881,-0.051824,-0.035730,1306.869629,87044.289062,-0.173390,-0.172319,1.142334,0.412354,0.548170,14.500000,19.565531,0,0.000000,0," 202"
1556," 101",109874,109839,1,1,0.198987,-0.111462,9.942636,-0.021791,-0.012220,0.144220,-0.191296,-4.241947,9.242851,-0.016789,-0.897310,0.711645,89.284868,-178.820937,172.542695,0.701201,-0.709932,-0.052804,-0.039051,1307.175293,87036.531250,0.166585,0.152487,1.142334,0.718018,0.609118,14.500000,19.615286,0,0.000000,0," 202"
1557," 101",112240,112234,1,1,0.197845,-0.094158,9.932880,-0.011424,-0.035695,0.134226,0.289230,-3.761421,9.242851,0.190512,-0.389104,-0.070254,89.511617,-178.878201,172.124114,0.702868,-0.707930,-0.055642,-0.041416,1307.095215,87040.054688,0.210285,0.158499,1.142334,0.637939,0.651626,14.625000,19.692179,0,0.000000,0," 202"
1558," 101",114372,114361,1,1,0.208507,-0.105524,9.944095,-0.007864,0.002735,0.145837,-0.191296,-4.241947,8.762325,-0.335916,-1.699997,0.232015,89.208267,-178.854596,171.642490,0.700821,-0.709536,-0.058878,-0.044068,1307.154541,87042.007812,0.058738,0.225391,1.142334,0.697266,0.754101,14.750000,19.746454,0,0.000000,0," 202"
1559," 101",116512,116488,1,1,0.184617,-0.068612,9.945548,-0.028585,0.019261,0.146438,-0.191296,-6.164050,10.684429,0.687534,-1.328560,-0.430243,89.334483,-178.845621,171.122221,0.701398,-0.708484,-0.062102,-0.047263,1307.115356,87036.203125,0.443137,-0.216766,1.142334,0.658081,0.517142,14.750000,19.796207,0,0.000000,0," 202"
1560," 101",118659,118621,1,1,0.206242,-0.057086,9.948412,0.039710,0.048210,0.149517,-1.632874,-5.683524,8.762325,-0.653097,1.831693,-0.436973,89.204094,-179.110673,170.596856,0.701884,-0.707493,-0.064949,-0.050927,1307.003296,87039.960938,0.106899,0.104256,1.142334,0.546021,0.559507,14.875000,19.859529,0,0.000000,0," 202"
1561," 101",120808,120801,1,1,0.218157,-0.079116,9.946285,0.044644,0.038140,0.147819,-0.671822,-4.722473,9.242851,-0.625825,2.736048,-0.273248,89.116982,-179.096794,170.173999,0.699518,-0.709421,-0.066532,-0.054493,1307.150635,87040.765625,0.602316,0.084264,1.142334,0.693359,0.546243,14.750000,19.922850,0,0.000000,0," 202"
