checksum, eulerx, eulery, euler z, accelx, accely, accel z, gyro x, gyro y, gyro z, altitude, vvel, lyra uptime, errorflag MP, errorflag NAV, state, uptime reciver, dataage,checksum2
AB,65.890145,-131.207333,159.282265,-4.690000,0.340000,-9.690000,4.210000,-2.150000,-3.040000,7.010000,-13.380000,605449,1,1,5,101070,3,CD
AB,127.196632,-136.363962,-73.338596,-0.050000,2.900000,-11.580000,2.510000,0.130000,11.410000,6.870000,-10.150000,605797,1,1,5,101407,3,CD
AB,126.050718,-155.271565,93.392120,-1.590000,3.030000,-9.960000,-1.410000,-1.880000,13.380000,6.720000,-9.690000,605949,1,1,5,101745,4,CD
AB,151.833821,-166.157766,36.669298,-2.150000,2.860000,-7.380000,0.800000,2.310000,-4.770000,6.350000,-13.950000,606104,1,1,5,102083,4,CD
AB,133.499162,-154.125650,12.605071,-1.510000,1.560000,-10.000000,1.030000,0.080000,0.150000,6.300000,-9.330000,606601,1,1,5,102420,3,CD
AB,124.331846,-123.758889,135.218034,-0.320000,2.360000,-11.160000,0.520000,0.270000,10.220000,6.110000,-6.170000,606916,1,1,5,102757,3,CD
AB,107.716065,-154.125650,168.449595,-0.710000,1.000000,-10.700000,-0.050000,0.870000,1.950000,5.670000,-12.490000,607092,1,1,5,103095,4,CD
AB,108.289022,172.460296,-128.342547,-0.140000,1.330000,-10.180000,0.590000,1.540000,5.200000,5.520000,-12.330000,607691,1,1,5,103433,4,CD
AB,83.651840,-169.022552,24.064227,-0.070000,2.490000,-9.950000,0.430000,1.290000,6.550000,5.390000,-8.950000,608034,1,1,5,103771,4,CD
AB,130.634376,-129.488461,81.932962,1.640000,2.280000,-8.300000,2.050000,2.680000,5.880000,5.150000,-8.890000,608273,1,1,5,104107,3,CD
AB,162.147052,-140.374663,-151.260864,0.020000,2.490000,-7.720000,0.440000,1.820000,7.440000,5.040000,-7.460000,608794,1,1,5,104445,3,CD
AB,173.033253,-177.616911,-177.043954,0.160000,2.480000,-9.200000,2.010000,2.520000,-2.790000,4.940000,-6.880000,609023,1,1,5,104783,3,CD
AB,173.606210,142.093534,-30.366762,-0.660000,2.430000,-14.050000,0.520000,0.740000,0.050000,4.420000,-19.350000,609265,1,1,5,105121,4,CD
AB,148.969021,139.801705,-39.534088,-0.410000,2.220000,-12.990000,2.120000,0.980000,-2.960000,4.330000,-18.600000,609739,1,1,5,105459,4,CD
AB,154.125650,137.509876,-85.943669,-0.360000,1.040000,-10.230000,-0.880000,-0.470000,-2.070000,4.180000,-12.120000,610032,1,1,5,105796,3,CD
AB,127.196632,153.552693,-42.398877,-0.310000,2.660000,-9.770000,0.280000,1.470000,4.390000,3.870000,-9.850000,610201,1,1,5,106133,3,CD
AB,109.434937,170.168467,7.448451,-0.550000,2.900000,-10.480000,1.360000,2.200000,4.530000,3.780000,-9.520000,610772,1,1,5,106471,3,CD
AB,153.552693,-152.979736,79.068175,-0.060000,2.770000,-10.490000,0.730000,2.580000,1.440000,3.600000,-7.670000,611093,1,1,5,106809,3,CD
AB,46.982539,-39.534088,38.388173,-0.190000,1.970000,-11.940000,1.500000,1.450000,1.370000,3.170000,-14.090000,611274,1,1,5,107147,4,CD
AB,59.587609,-10.886198,55.576908,0.250000,0.960000,-10.680000,1.140000,0.120000,0.990000,3.040000,-13.250000,611824,1,1,5,107484,4,CD
AB,83.651840,-9.167325,91.100291,-0.160000,0.520000,-10.950000,0.200000,-1.410000,1.690000,2.900000,-9.620000,612257,1,1,5,107821,3,CD
AB,71.046767,-12.032113,25.783100,0.600000,2.670000,-10.360000,2.060000,1.650000,-2.760000,2.580000,-9.940000,612379,1,1,5,108159,3,CD
AB,85.943669,0.572958,20.626481,0.530000,1.130000,-8.720000,2.750000,0.880000,-0.690000,2.520000,-8.920000,612908,1,1,5,108497,3,CD
AB,76.776346,33.804508,133.499162,1.250000,2.380000,-9.300000,1.870000,2.120000,7.350000,2.340000,-8.050000,613057,1,1,5,108834,4,CD
AB,69.900853,-6.302536,-127.769589,-0.300000,0.780000,-11.060000,-0.120000,-0.390000,-1.280000,1.810000,-15.660000,613325,1,1,5,109172,4,CD
AB,68.754938,-6.302536,-159.282265,-0.220000,1.140000,-11.320000,0.290000,-0.080000,-1.980000,1.670000,-14.160000,613894,1,1,5,109510,4,CD
AB,77.922261,-2.864789,-166.730723,0.370000,1.000000,-9.240000,-0.900000,-0.340000,-0.060000,1.550000,-11.410000,614183,1,1,5,109847,3,CD
AB,103.705358,-5.156620,-125.477760,-0.580000,1.470000,-10.020000,-0.350000,1.980000,-0.130000,1.070000,-13.550000,614499,1,1,5,110287,3,CD
AB,132.926205,-27.501974,-104.278322,0.590000,2.250000,-10.360000,0.780000,1.840000,1.900000,0.990000,-10.340000,615039,1,1,5,110700,3,CD
AB,29.220847,-170.741424,-138.082834,-0.500000,0.890000,-11.530000,0.800000,0.240000,0.230000,0.410000,-17.530001,615452,1,1,5,111292,4,CD
AB,30.366762,-175.898039,-143.239449,-0.340000,0.980000,-11.200000,0.460000,0.380000,-0.710000,0.350000,-15.780000,616081,1,1,5,111630,4,CD
AB,162.147052,-36.669298,5.156620,-3.290000,4.750000,-17.860001,-3.390000,-1.020000,-0.290000,0.190000,-11.220000,616312,1,1,5,111967,4,CD
AB,12.032113,-147.250150,170.741424,4.700000,4.280000,-6.350000,0.550000,0.170000,1.290000,0.000000,-5.240000,616650,1,1,5,112388,4,CD
AB,13.178030,-147.823107,171.887339,6.790000,4.020000,-6.910000,0.060000,0.020000,-0.040000,0.000000,-3.350000,617106,1,1,5,112725,3,CD
AB,13.750987,-147.823107,171.887339,6.450000,4.410000,-6.150000,0.000000,0.000000,0.030000,-0.020000,-1.420000,617373,1,1,5,113063,3,CD
AB,13.750987,-148.396064,171.887339,6.200000,4.570000,-6.230000,0.000000,0.000000,0.000000,-0.030000,0.010000,617670,1,1,5,113450,3,CD
AB,13.750987,-148.396064,171.314381,6.180000,4.520000,-6.260000,0.000000,0.000000,0.000000,-0.010000,-0.470000,618048,1,1,5,113788,3,CD
AB,13.750987,-148.396064,171.314381,6.160000,4.550000,-6.240000,0.000000,0.010000,0.000000,-0.010000,-0.110000,618440,1,1,5,114126,4,CD
AB,13.750987,-148.969021,171.314381,6.170000,4.540000,-6.220000,0.000000,0.000000,0.000000,-0.010000,-0.120000,618772,1,1,5,114564,4,CD
AB,13.750987,-148.969021,171.314381,6.170000,4.560000,-6.210000,0.000000,0.000000,0.000000,-0.030000,-0.120000,619163,1,1,5,114902,4,CD
AB,13.750987,-148.969021,171.314381,6.180000,4.540000,-6.230000,-0.010000,0.000000,0.000000,-0.020000,0.000000,619591,1,1,5,115239,3,CD
AB,13.750987,-148.969021,171.887339,6.170000,4.550000,-6.230000,0.000000,0.010000,0.000000,-0.010000,0.250000,619896,1,1,5,115632,3,CD
AB,13.750987,-148.969021,171.887339,6.170000,4.540000,-6.240000,0.000000,0.000000,0.000000,-0.020000,0.720000,620339,1,1,5,115970,3,CD
AB,13.750987,-148.396064,171.887339,6.160000,4.540000,-6.240000,0.000000,0.000000,0.000000,-0.010000,0.430000,620593,1,1,5,116308,4,CD
AB,13.750987,-148.396064,171.887339,6.180000,4.540000,-6.230000,0.000000,0.000000,0.000000,-0.010000,1.230000,620882,1,1,5,116727,4,CD
AB,13.750987,-148.396064,171.314381,6.180000,4.540000,-6.250000,0.000000,0.000000,-0.010000,-0.010000,1.430000,621453,1,1,5,117064,4,CD
AB,13.750987,-148.396064,171.314381,6.190000,4.550000,-6.220000,0.000000,0.010000,-0.010000,-0.030000,0.390000,621755,1,1,5,117401,3,CD
AB,13.750987,-148.969021,171.314381,6.160000,4.560000,-6.220000,-0.010000,0.010000,0.000000,-0.010000,0.240000,622076,1,1,5,117864,3,CD
AB,13.750987,-148.969021,171.314381,6.160000,4.560000,-6.220000,0.000000,0.000000,0.000000,-0.010000,-1.120000,622623,1,1,5,118297,4,CD
AB,13.750987,-148.969021,170.741424,6.160000,4.560000,-6.230000,0.000000,-0.020000,0.000000,-0.010000,-0.910000,622895,1,1,5,118634,3,CD
AB,13.750987,-148.396064,170.741424,6.170000,4.550000,-6.240000,0.000000,0.000000,0.000000,-0.010000,0.110000,623216,1,1,5,118971,3,CD
AB,13.750987,-148.396064,170.741424,6.170000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.010000,0.160000,623644,1,1,5,119309,4,CD
AB,13.178030,-148.396064,170.741424,6.170000,4.540000,-6.240000,0.000000,0.000000,0.000000,-0.020000,0.080000,623890,1,1,5,119730,3,CD
AB,2679.150554,3374.721501,-440.031577,110.059998,268.809998,-148.460007,-284.149994,76.980003,0.230000,-2.590000,2.980000,29753962,144,253,0,120491,4,CD
AB,13.750987,-148.969021,170.741424,6.170000,4.550000,-6.220000,0.000000,0.030000,0.000000,-0.010000,-0.010000,625031,1,1,5,120846,4,CD
AB,13.178030,-148.969021,170.741424,6.150000,4.560000,-6.210000,0.000000,-0.010000,0.000000,-0.020000,-0.910000,625343,1,1,5,121182,3,CD
AB,13.178030,-148.969021,170.741424,6.170000,4.540000,-6.230000,0.000000,-0.010000,0.000000,-0.020000,-0.050000,625725,1,1,5,121520,3,CD
AB,13.750987,-148.969021,170.741424,6.150000,4.550000,-6.230000,0.000000,0.010000,0.000000,-0.040000,0.280000,626133,1,1,5,121858,3,CD
AB,13.750987,-148.969021,170.741424,6.150000,4.570000,-6.220000,0.000000,0.010000,0.000000,-0.020000,0.230000,626472,1,1,5,122322,3,CD
AB,13.750987,-148.969021,170.741424,6.170000,4.560000,-6.220000,0.000000,0.000000,0.000000,-0.020000,0.460000,627111,1,1,5,122659,4,CD
AB,13.750987,-148.969021,170.741424,6.180000,4.540000,-6.230000,0.000000,0.010000,0.000000,-0.030000,-0.050000,627427,1,1,5,122997,4,CD
AB,13.750987,-149.541979,170.168467,6.170000,4.580000,-6.210000,0.000000,0.010000,0.000000,-0.020000,-0.670000,627666,1,1,5,123413,4,CD
AB,13.750987,-148.969021,170.168467,6.180000,4.550000,-6.240000,0.000000,0.000000,0.000000,-0.010000,-0.150000,628128,1,1,5,123751,4,CD
AB,13.178030,-148.969021,170.168467,6.170000,4.550000,-6.210000,0.000000,0.000000,-0.010000,-0.020000,0.080000,628407,1,1,5,124087,3,CD
AB,13.178030,-148.969021,170.168467,6.160000,4.550000,-6.220000,0.000000,0.000000,0.000000,-0.050000,-0.850000,628571,1,1,5,124425,3,CD
AB,13.178030,-148.969021,170.168467,6.170000,4.530000,-6.240000,0.000000,0.000000,-0.010000,-0.030000,-0.560000,629163,1,1,5,124763,3,CD
AB,13.178030,-148.969021,170.168467,6.160000,4.540000,-6.240000,0.000000,0.010000,0.000000,0.000000,0.500000,629483,1,1,5,125100,4,CD
AB,13.178030,-148.969021,169.595510,6.170000,4.570000,-6.220000,0.000000,0.010000,0.000000,-0.020000,46.119999,-67102946,254,40,1,125831,4,CD
AB,-14409.315904,5.156620,147.250150,133.169998,76.980003,0.240000,-2.600000,2.960000,6.160000,4.550000,-6.240000,1,0,0,255,126183,4,CD
AB,13.750987,-148.969021,169.595510,6.170000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.030000,-0.590000,630741,1,1,5,126530,3,CD
AB,13.750987,-148.396064,169.595510,6.180000,4.550000,-6.220000,0.000000,-0.010000,0.000000,-0.040000,-1.320000,631265,1,1,5,126868,4,CD
AB,13.178030,-148.396064,169.595510,6.170000,4.520000,-6.240000,0.000000,0.000000,0.000000,-0.030000,-1.260000,631416,1,1,5,127206,4,CD
AB,13.178030,-148.969021,169.022552,6.170000,4.550000,-6.220000,0.000000,0.000000,0.000000,-0.010000,0.190000,631688,1,1,5,127543,3,CD
AB,13.178030,-148.969021,169.022552,6.170000,4.540000,-6.230000,0.000000,0.000000,0.000000,-0.010000,1.030000,632240,1,1,5,127881,3,CD
AB,13.178030,-148.969021,169.022552,6.170000,4.540000,-6.230000,0.000000,0.000000,0.000000,-0.020000,0.170000,632529,1,1,5,128218,3,CD
AB,13.178030,-148.969021,169.022552,6.150000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.030000,0.070000,632836,1,1,5,128616,3,CD
AB,13.178030,-148.969021,169.595510,6.160000,4.550000,-6.220000,0.000000,-0.010000,0.000000,-0.020000,0.380000,633371,1,1,5,129039,3,CD
AB,13.178030,-148.969021,169.022552,6.160000,4.530000,-6.230000,0.010000,0.000000,0.000000,-0.040000,-1.200000,633792,1,1,5,129635,4,CD
AB,13.178030,-148.969021,169.022552,6.170000,4.540000,-6.230000,0.000000,0.000000,0.000000,-0.040000,-1.010000,634412,1,1,5,129973,3,CD
AB,13.178030,-148.969021,169.022552,6.160000,4.540000,-6.230000,0.000000,0.000000,0.000000,-0.020000,-0.750000,634646,1,1,5,130310,3,CD
AB,13.178030,-148.969021,169.022552,6.170000,4.560000,-6.240000,0.000000,0.000000,0.000000,0.000000,0.000000,634980,1,1,5,130717,3,CD
AB,13.178030,-148.396064,169.022552,6.170000,4.550000,-6.230000,0.000000,-0.020000,0.000000,-0.020000,0.430000,635423,1,1,5,131055,4,CD
AB,13.178030,-148.396064,169.022552,6.160000,4.540000,-6.240000,0.000000,0.000000,-0.010000,-0.010000,0.380000,635699,1,1,5,131393,4,CD
AB,13.178030,-148.969021,169.022552,76.980003,0.230000,-2.600000,2.950000,6.160000,4.540000,-6.230000,0.000000,-131072,252,255,195,133283,4,CD
AB,13.178030,-148.969021,168.449595,6.160000,4.550000,-6.220000,0.000000,0.000000,0.000000,-0.040000,-0.110000,637992,1,1,5,133629,3,CD
AB,13.750987,-148.969021,168.449595,6.160000,4.550000,-6.240000,0.000000,0.000000,0.000000,-0.020000,0.040000,638215,1,1,5,133967,4,CD
AB,13.750987,-148.969021,168.449595,6.180000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.010000,0.630000,638642,1,1,5,134305,4,CD
AB,13.750987,-148.969021,168.449595,6.160000,4.540000,-6.230000,0.000000,0.010000,0.000000,-0.020000,0.440000,639163,1,1,5,134979,3,CD
AB,13.750987,-149.541979,168.449595,6.160000,4.550000,-6.220000,0.000000,0.010000,-0.010000,-0.020000,0.460000,639864,1,1,5,135655,4,CD
AB,13.178030,-149.541979,167.876638,6.170000,4.550000,-6.230000,-0.010000,0.000000,0.000000,-0.030000,0.010000,640163,1,1,5,135993,4,CD
AB,13.750987,-149.541979,167.876638,6.160000,4.570000,-6.230000,0.000000,-0.020000,0.000000,-0.030000,0.590000,640483,1,1,5,136330,4,CD
AB,13.178030,4410.629299,13.178030,-2.600000,2.940000,6.180000,4.560000,-6.220000,0.000000,-0.010000,0.000000,-3866629,218,201,9,137193,3,CD
AB,13.178030,-148.969021,167.876638,6.150000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.050000,-0.200000,641627,1,1,5,137535,3,CD
AB,13.178030,-148.969021,167.876638,6.160000,4.560000,-6.230000,0.000000,0.000000,0.000000,-0.030000,0.200000,642150,1,1,5,137873,3,CD
AB,13.178030,-148.969021,167.876638,6.170000,4.540000,-6.230000,0.000000,-0.010000,0.010000,-0.030000,0.380000,642399,1,1,5,138211,3,CD
AB,13.178030,-148.396064,167.876638,6.180000,4.540000,-6.240000,0.000000,0.000000,0.000000,0.000000,0.980000,642609,1,1,5,138548,4,CD
AB,13.178030,-148.396064,167.876638,6.170000,4.540000,-6.230000,0.000000,-0.010000,0.000000,-0.030000,0.970000,643071,1,1,5,138927,3,CD
AB,2679.150554,3390.764249,-440.031577,76.980003,0.230000,-2.590000,2.930000,6.160000,4.550000,-6.230000,0.000000,1,251,255,188,139573,4,CD
AB,13.178030,-148.396064,167.876638,6.160000,4.550000,-6.210000,0.000000,0.000000,0.000000,-0.050000,-0.320000,644041,1,1,5,139919,3,CD
AB,13.178030,-147.823107,167.876638,6.160000,4.560000,-6.230000,0.000000,0.000000,0.000000,-0.060000,-0.050000,644443,1,1,5,140257,4,CD
AB,12.605071,-148.396064,167.876638,6.170000,4.530000,-6.250000,0.000000,0.000000,0.000000,-0.050000,0.230000,644790,1,1,5,140638,4,CD
AB,13.178030,-148.396064,167.876638,6.150000,4.550000,-6.230000,0.010000,0.000000,0.000000,-0.030000,0.690000,645422,1,1,5,140976,4,CD
AB,13.178030,-148.396064,168.449595,6.170000,4.560000,-6.230000,0.000000,-0.010000,0.010000,-0.020000,0.630000,645723,1,1,5,141313,3,CD
AB,13.178030,-148.396064,167.876638,6.170000,4.550000,-6.230000,0.000000,-0.010000,0.000000,-0.020000,-0.120000,645964,1,1,5,141711,3,CD
AB,13.178030,-148.396064,168.449595,6.170000,4.560000,-6.230000,0.000000,0.000000,0.000000,-0.030000,-0.440000,646428,1,1,5,142049,3,CD
AB,13.178030,-148.396064,167.876638,6.170000,4.550000,-6.210000,0.000000,0.020000,-0.010000,-0.020000,-0.150000,646713,1,1,5,142387,3,CD
AB,12.605071,-148.396064,167.876638,6.160000,4.560000,-6.210000,0.000000,0.000000,-0.010000,-0.030000,-0.230000,646874,1,1,5,142725,4,CD
AB,13.178030,-148.396064,167.876638,6.170000,4.550000,-6.230000,0.000000,0.000000,0.000000,-0.050000,-0.930000,647455,1,1,5,143063,4,CD
AB,13.178030,-148.396064,167.876638,6.160000,4.540000,-6.210000,0.000000,0.000000,-0.010000,-0.050000,-1.040000,647770,1,1,5,143399,3,CD
AB,13.178030,-148.396064,167.303681,6.180000,4.550000,-6.230000,0.000000,-0.010000,0.000000,-0.040000,0.510000,647947,1,1,5,143737,3,CD
AB,13.178030,-148.396064,167.303681,6.170000,4.560000,-6.230000,0.000000,-0.030000,0.000000,-0.030000,0.690000,1507602,253,254,36,144797,3,CD
AB,13.178030,-148.396064,167.303681,6.160000,4.560000,-6.230000,0.000000,0.000000,0.000000,-0.040000,0.300000,649620,1,1,5,145161,4,CD
AB,12.605071,-147.823107,167.303681,6.160000,4.540000,-6.240000,0.000000,-0.030000,0.000000,-0.050000,-0.180000,649764,1,1,5,145498,4,CD
AB,13.178030,-147.823107,167.303681,47.130001,59.180000,-5.120000,94.699997,266.250000,-143.339996,-281.589996,2.530000,0,0,250,255,146356,3,CD
AB,13.178030,-147.823107,167.303681,6.170000,4.570000,-6.230000,0.000000,-0.010000,-0.010000,-0.050000,-1.280000,650875,1,1,5,146703,3,CD
AB,12.605071,-147.823107,166.730723,6.170000,4.560000,-6.230000,0.000000,0.000000,0.000000,-0.030000,-0.110000,651181,1,1,5,147041,3,CD
AB,12.605071,-147.823107,166.730723,6.180000,4.550000,-6.230000,0.000000,0.010000,0.000000,-0.050000,-0.630000,651718,1,1,5,147379,3,CD
AB,13.178030,-147.823107,166.730723,6.170000,4.550000,-6.230000,0.000000,0.030000,0.000000,-0.040000,-0.500000,652117,1,1,5,147716,4,CD
AB,12.605071,-148.396064,166.730723,6.150000,4.540000,-6.240000,0.000000,0.000000,0.000000,-0.030000,0.120000,652305,1,1,5,148147,3,CD
AB,12.605071,-148.396064,166.730723,6.170000,4.560000,-6.230000,-0.010000,0.000000,0.000000,-0.030000,0.310000,652931,1,1,5,148485,4,CD
AB,12.605071,-148.396064,166.157766,6.170000,4.550000,-6.230000,0.000000,0.020000,0.000000,-0.030000,0.290000,653161,1,1,5,148823,4,CD
AB,12.605071,-148.396064,166.157766,6.180000,4.560000,-6.230000,0.000000,-0.010000,0.000000,-0.030000,0.550000,653494,1,1,5,149242,4,CD
