checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,altitudeagl,filteredalt,imutemp, barotemp, state,checksum2
101,443288,443145,0,0,0.252813,0.401758,-3.914701,6.424067,-12.936024,180.724032,10.681867,19.817844,-36.027477,985.000000,-52.000000,-2465.000000,175.182017,83.086266,122.180801,0.564819,-0.385908,0.641132,-0.347858,1354.399292,86009.289062,2.932637,125.200439,123.434570,123.561974,25.375000,27.395668,3,202
101,443417,443145,0,0,0.252813,0.401758,-3.914701,6.424067,-12.936024,180.724032,10.681867,19.817844,-36.027477,985.000000,-52.000000,-2465.000000,175.182017,83.086266,122.180801,0.564819,-0.385908,0.641132,-0.347858,1354.399292,86009.289062,2.932637,125.200439,123.434570,123.561974,25.375000,27.395668,3,202
101,443544,443281,0,0,0.154555,0.696614,-3.865856,12.723204,-12.441371,184.944830,11.629057,19.257177,-15.010230,1140.000000,-150.000000,-1027.000000,175.182017,83.086266,122.180801,0.564819,-0.385908,0.641132,-0.347858,1353.403564,86025.054688,0.966561,125.200439,122.438843,124.061424,25.375000,27.400341,3,202
101,443677,443494,0,0,0.309752,0.768418,-3.832569,10.492458,-9.466229,184.599454,6.074240,18.856701,12.481730,231.000000,-220.000000,854.000000,176.308575,77.801858,111.954553,0.506181,-0.451976,0.633360,-0.371958,1352.324707,86038.445312,-0.832656,125.200439,121.359985,121.556061,25.250000,27.405014,3,202
101,443809,443659,0,0,0.704659,0.569442,-3.761111,5.711292,-4.651448,180.477900,-1.986050,19.131313,22.595732,-1088.000000,-172.000000,1546.000000,176.308575,77.801858,111.954553,0.506181,-0.451976,0.633360,-0.371958,1351.093628,86055.132812,-2.422996,125.200439,120.128906,121.541489,25.250000,27.381647,3,202
101,443946,443798,0,0,1.089591,0.570404,23.936249,-0.322075,3.439430,173.442668,-8.628610,18.233101,22.668810,-2175.000000,-329.000000,1551.000000,91.001561,-87.058677,152.367887,0.598381,-0.345268,-0.617445,0.376154,1348.991089,86098.656250,-4.338773,125.200439,118.026367,118.344460,25.250000,27.405014,3,202
101,444181,443938,0,0,4.277797,-2.857581,-52.973797,-212.640960,-23.422776,359.589297,-16.285580,10.921548,-18.079510,-3428.000000,-1607.000000,-1237.000000,91.001561,-87.058677,152.367887,0.598381,-0.345268,-0.617445,0.376154,1346.953979,86118.492188,-5.919001,125.200439,115.989258,117.506027,25.250000,27.400341,3,202
101,444286,443938,0,0,4.277797,-2.857581,-52.973797,-212.640960,-23.422776,359.589297,-16.285580,10.921548,-18.079510,-3428.000000,-1607.000000,-1237.000000,91.001561,-87.058677,152.367887,0.598381,-0.345268,-0.617445,0.376154,1346.953979,86118.492188,-5.919001,125.200439,115.989258,117.506027,25.250000,27.400341,3,202
101,444395,444168,0,0,5.664089,-14.008307,-52.765915,44.258127,373.379067,726.489902,3.232667,12.820951,-43.642212,-234.000000,-1275.000000,-2986.000000,19.304309,74.020365,-112.015355,0.523803,-0.417171,0.442786,-0.596271,1354.359619,86058.023438,-2.649341,125.200439,123.394897,122.942192,25.250000,27.405014,3,202
101,444502,444346,0,0,-18.840385,2.633783,-26.514778,155.944393,-54.841225,853.459075,-13.107906,16.316536,13.358667,-2908.000000,-664.000000,914.000000,19.304309,74.020365,-112.015355,0.523803,-0.417171,0.442786,-0.596271,1356.303589,85922.460938,0.977616,125.338867,125.338867,122.576416,25.250000,27.437729,3,202
